filename,archiveType,variableType,proxyObservationType,units,rank,interpretation/variable,interpretation/variableDetail
NAm-SylvanPassbeiCody.Briffa.1996.lpd,tree,measured,Rbar,NA,NA,NA,NA
NAm-SylvanPassbeiCody.Briffa.1996.lpd,tree,measured,SD,NA,NA,NA,NA
NAm-SylvanPassbeiCody.Briffa.1996.lpd,tree,measured,SE,NA,NA,NA,NA
NAm-SylvanPassbeiCody.Briffa.1996.lpd,tree,measured,EPS,NA,NA,NA,NA
NAm-SylvanPassbeiCody.Briffa.1996.lpd,tree,measured,Core,NA,NA,NA,NA
NAm-SouthernAlaskacomposite.D'Arrigo.2006.lpd,tree,measured,Samplecount,count,NA,NA,NA
NAm-SouthernAlaskacomposite.D'Arrigo.2006.lpd,tree,measured,Segment,NA,NA,NA,NA
NAm-SouthernAlaskacomposite.D'Arrigo.2006.lpd,tree,measured,Ringwidth,cm,NA,NA,NA
NAm-SouthernAlaskacomposite.D'Arrigo.2006.lpd,tree,measured,Trsgi,NA,NA,NA,NA
NAm-SouthernAlaskacomposite.D'Arrigo.2006.lpd,tree,measured,TRW,NA,NA,NA,NA
NAm-SouthernAlaskacomposite.D'Arrigo.2006.lpd,tree,measured,Residual,NA,NA,NA,NA
NAm-SouthernAlaskacomposite.D'Arrigo.2006.lpd,tree,measured,ARS,NA,NA,NA,NA
NAm-SouthernAlaskacomposite.D'Arrigo.2006.lpd,tree,measured,Corrs,NA,NA,NA,NA
NAm-SouthernAlaskacomposite.D'Arrigo.2006.lpd,tree,measured,Rbar,NA,NA,NA,NA
NAm-SouthernAlaskacomposite.D'Arrigo.2006.lpd,tree,measured,SD,NA,NA,NA,NA
NAm-SouthernAlaskacomposite.D'Arrigo.2006.lpd,tree,measured,SE,NA,NA,NA,NA
NAm-SouthernAlaskacomposite.D'Arrigo.2006.lpd,tree,measured,EPS,NA,NA,NA,NA
NAm-SouthernAlaskacomposite.D'Arrigo.2006.lpd,tree,measured,Core,NA,NA,NA,NA
Ocn-SecasIslandPanama.Linsley.1994.lpd,coral,measured,D18O,permil,1,T,Sea Surface
Asi-MQACJP.PAGES2k.2013.lpd,tree,measured,Trsgi,NA,1,T,Air Surface
Asi-MQRXJP.PAGES2k.2013.lpd,tree,measured,Trsgi,NA,1,T,Air Surface
Asi-PAKI025.Cook.2013.lpd,tree,measured,Trsgi,NA,1,T,Air Surface
NAm-PearlPeak.Graybill.1994.lpd,tree,measured,Samplecount,count,NA,NA,NA
NAm-PearlPeak.Graybill.1994.lpd,tree,measured,Segment,NA,NA,NA,NA
NAm-PearlPeak.Graybill.1994.lpd,tree,measured,Ringwidth,cm,NA,NA,NA
NAm-PearlPeak.Graybill.1994.lpd,tree,measured,Trsgi,NA,1,T,Air Surface
NAm-PearlPeak.Graybill.1994.lpd,tree,measured,Residual,NA,NA,NA,NA
NAm-PearlPeak.Graybill.1994.lpd,tree,measured,ARS,NA,NA,NA,NA
NAm-PearlPeak.Graybill.1994.lpd,tree,measured,Corrs,NA,NA,NA,NA
NAm-PearlPeak.Graybill.1994.lpd,tree,measured,Rbar,NA,NA,NA,NA
NAm-PearlPeak.Graybill.1994.lpd,tree,measured,SD,NA,NA,NA,NA
NAm-PearlPeak.Graybill.1994.lpd,tree,measured,SE,NA,NA,NA,NA
NAm-PearlPeak.Graybill.1994.lpd,tree,measured,EPS,NA,NA,NA,NA
NAm-PearlPeak.Graybill.1994.lpd,tree,measured,Core,NA,NA,NA,NA
Asi-PAKI029.Cook.2013.lpd,tree,measured,Trsgi,NA,1,T,Air Surface
Ocn-PedroBankJamaica.Haase-Schramm.2003.lpd,sclerosponge,measured,D18O,permil,1,T,Sea Surface
Palmyra.Cobb.2013.lpd,coral,measured,D18O,per mil,2,D18Osw,Sea Surface
Palmyra.Cobb.2013.lpd,coral,measured,D18O,per mil,1,Temperature,Sea Surface
Arc-LakeNataujärvi.Ojala.2005.lpd,lake sediment,measured,X radiograph dark layer,dark_sum,NA,NA,NA
Arc-LakeNataujärvi.Ojala.2005.lpd,lake sediment,measured,VarveProperty,dark_sum,NA,NA,NA
NAm-MtLemon.Briffa.2002.lpd,tree,measured,Samplecount,count,NA,NA,NA
NAm-MtLemon.Briffa.2002.lpd,tree,measured,Segment,NA,NA,NA,NA
NAm-MtLemon.Briffa.2002.lpd,tree,measured,Ringwidth,cm,NA,NA,NA
NAm-MtLemon.Briffa.2002.lpd,tree,measured,Trsgi,NA,NA,NA,NA
NAm-MtLemon.Briffa.2002.lpd,tree,measured,Residual,NA,NA,NA,NA
NAm-MtLemon.Briffa.2002.lpd,tree,measured,ARS,NA,NA,NA,NA
NAm-MtLemon.Briffa.2002.lpd,tree,measured,Corrs,NA,NA,NA,NA
NAm-MtLemon.Briffa.2002.lpd,tree,measured,Rbar,NA,NA,NA,NA
NAm-MtLemon.Briffa.2002.lpd,tree,measured,SD,NA,NA,NA,NA
NAm-MtLemon.Briffa.2002.lpd,tree,measured,SE,NA,NA,NA,NA
NAm-MtLemon.Briffa.2002.lpd,tree,measured,EPS,NA,NA,NA,NA
NAm-MtLemon.Briffa.2002.lpd,tree,measured,Core,NA,NA,NA,NA
Asi-UULLWD.Schweingruber.2002.lpd,tree,measured,Trsgi,NA,1,T,Air Surface
Asi-CHIN054.Shao.2013.lpd,tree,measured,Trsgi,NA,1,T,Air Surface
NAm-FishCreekTrail.Biondi.2001.lpd,tree,measured,Samplecount,count,NA,NA,NA
NAm-FishCreekTrail.Biondi.2001.lpd,tree,measured,Segment,NA,NA,NA,NA
NAm-FishCreekTrail.Biondi.2001.lpd,tree,measured,Ringwidth,cm,NA,NA,NA
NAm-FishCreekTrail.Biondi.2001.lpd,tree,measured,Trsgi,NA,1,T,Air Surface
NAm-FishCreekTrail.Biondi.2001.lpd,tree,measured,Residual,NA,NA,NA,NA
NAm-FishCreekTrail.Biondi.2001.lpd,tree,measured,ARS,NA,NA,NA,NA
NAm-FishCreekTrail.Biondi.2001.lpd,tree,measured,Corrs,NA,NA,NA,NA
NAm-FishCreekTrail.Biondi.2001.lpd,tree,measured,Rbar,NA,NA,NA,NA
NAm-FishCreekTrail.Biondi.2001.lpd,tree,measured,SD,NA,NA,NA,NA
NAm-FishCreekTrail.Biondi.2001.lpd,tree,measured,SE,NA,NA,NA,NA
NAm-FishCreekTrail.Biondi.2001.lpd,tree,measured,EPS,NA,NA,NA,NA
NAm-FishCreekTrail.Biondi.2001.lpd,tree,measured,Core,NA,NA,NA,NA
NAm-SanFrancisoPeaksUpdate.Graybill.2005.lpd,tree,measured,Samplecount,count,NA,NA,NA
NAm-SanFrancisoPeaksUpdate.Graybill.2005.lpd,tree,measured,Segment,NA,NA,NA,NA
NAm-SanFrancisoPeaksUpdate.Graybill.2005.lpd,tree,measured,Ringwidth,cm,NA,NA,NA
NAm-SanFrancisoPeaksUpdate.Graybill.2005.lpd,tree,measured,Trsgi,NA,1,T,Air Surface
NAm-SanFrancisoPeaksUpdate.Graybill.2005.lpd,tree,measured,Residual,NA,NA,NA,NA
NAm-SanFrancisoPeaksUpdate.Graybill.2005.lpd,tree,measured,ARS,NA,NA,NA,NA
NAm-SanFrancisoPeaksUpdate.Graybill.2005.lpd,tree,measured,Corrs,NA,NA,NA,NA
NAm-SanFrancisoPeaksUpdate.Graybill.2005.lpd,tree,measured,Rbar,NA,NA,NA,NA
NAm-SanFrancisoPeaksUpdate.Graybill.2005.lpd,tree,measured,SD,NA,NA,NA,NA
NAm-SanFrancisoPeaksUpdate.Graybill.2005.lpd,tree,measured,SE,NA,NA,NA,NA
NAm-SanFrancisoPeaksUpdate.Graybill.2005.lpd,tree,measured,EPS,NA,NA,NA,NA
NAm-SanFrancisoPeaksUpdate.Graybill.2005.lpd,tree,measured,Core,NA,NA,NA,NA
KNR195-5_CDH26.Bova.2015.lpd,marine sediment,measured,Depth,cm,NA,NA,NA
KNR195-5_CDH26.Bova.2015.lpd,marine sediment,measured,D13Cu,per mil,NA,NA,NA
KNR195-5_CDH26.Bova.2015.lpd,marine sediment,measured,D18O,per mil,NA,NA,NA
KNR195-5_CDH26.Bova.2015.lpd,marine sediment,measured,Uk37Prime,NotApplicable,1,Temperature,Sea Surface
KNR195-5_CDH26.Bova.2015.lpd,marine sediment,measured,Alkenoneabundance,NotApplicable,NA,NA,NA
Asi-JAPA014.Yasue.2013.lpd,tree,measured,Trsgi,NA,1,T,Air Surface
NAm-LaTasajera.Biondi.2001.lpd,tree,measured,Samplecount,count,NA,NA,NA
NAm-LaTasajera.Biondi.2001.lpd,tree,measured,Segment,NA,NA,NA,NA
NAm-LaTasajera.Biondi.2001.lpd,tree,measured,Ringwidth,cm,NA,NA,NA
NAm-LaTasajera.Biondi.2001.lpd,tree,measured,Trsgi,NA,1,T,Air Surface
NAm-LaTasajera.Biondi.2001.lpd,tree,measured,Residual,NA,NA,NA,NA
NAm-LaTasajera.Biondi.2001.lpd,tree,measured,ARS,NA,NA,NA,NA
NAm-LaTasajera.Biondi.2001.lpd,tree,measured,Corrs,NA,NA,NA,NA
NAm-LaTasajera.Biondi.2001.lpd,tree,measured,Rbar,NA,NA,NA,NA
NAm-LaTasajera.Biondi.2001.lpd,tree,measured,SD,NA,NA,NA,NA
NAm-LaTasajera.Biondi.2001.lpd,tree,measured,SE,NA,NA,NA,NA
NAm-LaTasajera.Biondi.2001.lpd,tree,measured,EPS,NA,NA,NA,NA
NAm-LaTasajera.Biondi.2001.lpd,tree,measured,Core,NA,NA,NA,NA
Ocn-Reunion.Pfeiffer.2004.lpd,coral,measured,D18O,permil,1,T,Sea Surface
Asi-CHIN043.Brauning.2013.lpd,tree,measured,Trsgi,NA,1,T,Air Surface
Arc-Arjeplog.Bjorklund.2014.lpd,tree,measured,Density,NA,1,T,Air Surface
Arc-Arjeplog.Bjorklund.2014.lpd,tree,measured,Blueintensity,NA,1,T,Air Surface
Aus-DuckholeLake.Saunders.2013.lpd,lake sediment,measured,R650_700,NA,1,T,Surface
Aus-DuckholeLake.Saunders.2013.lpd,lake sediment,measured,Depth,mm,NA,NA,NA
Aus-DuckholeLake.Saunders.2013.lpd,lake sediment,measured,R570_630,NotApplicable,NA,NA,NA
Aus-DuckholeLake.Saunders.2013.lpd,lake sediment,measured,R660_670,NotApplicable,NA,NA,NA
Aus-DuckholeLake.Saunders.2013.lpd,lake sediment,measured,RABD660_670,NA,1,T,Air Surface
Aus-DuckholeLake.Saunders.2013.lpd,lake sediment,measured,Watercontent,percent,NA,NA,NA
Aus-DuckholeLake.Saunders.2013.lpd,lake sediment,measured,N,percent,NA,NA,NA
Aus-DuckholeLake.Saunders.2013.lpd,lake sediment,measured,C,percent,NA,NA,NA
Aus-DuckholeLake.Saunders.2013.lpd,lake sediment,measured,C/N,NA,NA,NA,NA
Aus-DuckholeLake.Saunders.2013.lpd,lake sediment,measured,Bsi,percent,NA,NA,NA
NAm-BigBendLake.Jacoby.2003.lpd,tree,measured,Samplecount,count,NA,NA,NA
NAm-BigBendLake.Jacoby.2003.lpd,tree,measured,Segment,NA,NA,NA,NA
NAm-BigBendLake.Jacoby.2003.lpd,tree,measured,Ringwidth,cm,NA,NA,NA
NAm-BigBendLake.Jacoby.2003.lpd,tree,measured,Trsgi,NA,1,T,Air Surface
NAm-BigBendLake.Jacoby.2003.lpd,tree,measured,Residual,NA,NA,NA,NA
NAm-BigBendLake.Jacoby.2003.lpd,tree,measured,ARS,NA,NA,NA,NA
NAm-BigBendLake.Jacoby.2003.lpd,tree,measured,Corrs,NA,NA,NA,NA
NAm-BigBendLake.Jacoby.2003.lpd,tree,measured,Rbar,NA,NA,NA,NA
NAm-BigBendLake.Jacoby.2003.lpd,tree,measured,SD,NA,NA,NA,NA
NAm-BigBendLake.Jacoby.2003.lpd,tree,measured,SE,NA,NA,NA,NA
NAm-BigBendLake.Jacoby.2003.lpd,tree,measured,EPS,NA,NA,NA,NA
NAm-BigBendLake.Jacoby.2003.lpd,tree,measured,Core,NA,NA,NA,NA
NAm-SunshineMeadows.Colenutt.1995.lpd,tree,measured,Samplecount,count,NA,NA,NA
NAm-SunshineMeadows.Colenutt.1995.lpd,tree,measured,Segment,NA,NA,NA,NA
NAm-SunshineMeadows.Colenutt.1995.lpd,tree,measured,Ringwidth,cm,NA,NA,NA
NAm-SunshineMeadows.Colenutt.1995.lpd,tree,measured,Trsgi,NA,1,T,Air
NAm-SunshineMeadows.Colenutt.1995.lpd,tree,measured,Residual,NA,NA,NA,NA
NAm-SunshineMeadows.Colenutt.1995.lpd,tree,measured,ARS,NA,NA,NA,NA
NAm-SunshineMeadows.Colenutt.1995.lpd,tree,measured,Corrs,NA,NA,NA,NA
NAm-SunshineMeadows.Colenutt.1995.lpd,tree,measured,Rbar,NA,NA,NA,NA
NAm-SunshineMeadows.Colenutt.1995.lpd,tree,measured,SD,NA,NA,NA,NA
NAm-SunshineMeadows.Colenutt.1995.lpd,tree,measured,SE,NA,NA,NA,NA
NAm-SunshineMeadows.Colenutt.1995.lpd,tree,measured,EPS,NA,NA,NA,NA
NAm-SunshineMeadows.Colenutt.1995.lpd,tree,measured,Core,NA,NA,NA,NA
GeoB10069-3.Gibbons.2014.lpd,marine sediment,measured,Depth,m,NA,NA,NA
GeoB10069-3.Gibbons.2014.lpd,marine sediment,measured,Mg/Ca,mmol/mol,1,Temperature,Sea Surface
GeoB10069-3.Gibbons.2014.lpd,marine sediment,measured,D18O,per mil,2,Temperature,Sea Surface
GeoB10069-3.Gibbons.2014.lpd,marine sediment,measured,D18O,per mil,2,D18Osw,Sea Surface
Aus-StewartIsland.D'Arrigo.1996.lpd,tree,measured,Trsgi,NA,NA,NA,NA
Aus-StewartIsland.D'Arrigo.1996.lpd,tree,measured,TRW,NA,NA,NA,NA
Asi-MONG029.Jacoby.2010.lpd,tree,measured,Trsgi,NA,1,T,Air Surface
Asi-CHIN029.Krusic.2010.lpd,tree,measured,Trsgi,NA,1,T,Air Surface
Aus-PinkPine.Duncan.2010.lpd,tree,measured,Trsgi,NA,1,T,Air Surface
Asi-DQHZHO.PAGES2k.2013.lpd,tree,measured,Trsgi,NA,1,T,Air Surface
Asi-MQFXJP.PAGES2k.2013.lpd,tree,measured,Trsgi,NA,1,T,Air Surface
Ocn-Nauru.Guilderson.1999.lpd,coral,measured,D18O,permil,1,T,Sea Surface
Ocn-Nauru.Guilderson.1999.lpd,coral,measured,D13C,permil,NA,NA,NA
Asi-WEXYUN.Wright.2010.lpd,tree,measured,Trsgi,NA,1,T,Air Surface
NAm-RedMountainPassSilverton.Graybill.1994.lpd,tree,measured,Samplecount,count,NA,NA,NA
NAm-RedMountainPassSilverton.Graybill.1994.lpd,tree,measured,Segment,NA,NA,NA,NA
NAm-RedMountainPassSilverton.Graybill.1994.lpd,tree,measured,Ringwidth,cm,NA,NA,NA
NAm-RedMountainPassSilverton.Graybill.1994.lpd,tree,measured,Trsgi,NA,NA,NA,NA
NAm-RedMountainPassSilverton.Graybill.1994.lpd,tree,measured,Residual,NA,NA,NA,NA
NAm-RedMountainPassSilverton.Graybill.1994.lpd,tree,measured,ARS,NA,NA,NA,NA
NAm-RedMountainPassSilverton.Graybill.1994.lpd,tree,measured,Corrs,NA,NA,NA,NA
NAm-RedMountainPassSilverton.Graybill.1994.lpd,tree,measured,Rbar,NA,NA,NA,NA
NAm-RedMountainPassSilverton.Graybill.1994.lpd,tree,measured,SD,NA,NA,NA,NA
NAm-RedMountainPassSilverton.Graybill.1994.lpd,tree,measured,SE,NA,NA,NA,NA
NAm-RedMountainPassSilverton.Graybill.1994.lpd,tree,measured,EPS,NA,NA,NA,NA
NAm-RedMountainPassSilverton.Graybill.1994.lpd,tree,measured,Core,NA,NA,NA,NA
SAm-LagunaChepical.deJong.2013.lpd,lake sediment,measured,Depth,cm,NA,NA,NA
SAm-LagunaChepical.deJong.2013.lpd,lake sediment,measured,R570_630,NA,NA,NA,NA
Ocn-UrvinaBay.Dunbar.1994.lpd,coral,measured,D18O,permil,1,T,Sea Surface
Asi-UULMXD.Schweingruber.2002.lpd,tree,measured,Trsgi,NA,1,T,Air Surface
NAm-CirquePeak.Graybill.1995.lpd,tree,measured,Samplecount,count,NA,NA,NA
NAm-CirquePeak.Graybill.1995.lpd,tree,measured,Segment,NA,NA,NA,NA
NAm-CirquePeak.Graybill.1995.lpd,tree,measured,Ringwidth,cm,NA,NA,NA
NAm-CirquePeak.Graybill.1995.lpd,tree,measured,Trsgi,NA,1,T,Air Surface
NAm-CirquePeak.Graybill.1995.lpd,tree,measured,Residual,NA,NA,NA,NA
NAm-CirquePeak.Graybill.1995.lpd,tree,measured,ARS,NA,NA,NA,NA
NAm-CirquePeak.Graybill.1995.lpd,tree,measured,Corrs,NA,NA,NA,NA
NAm-CirquePeak.Graybill.1995.lpd,tree,measured,Rbar,NA,NA,NA,NA
NAm-CirquePeak.Graybill.1995.lpd,tree,measured,SD,NA,NA,NA,NA
NAm-CirquePeak.Graybill.1995.lpd,tree,measured,SE,NA,NA,NA,NA
NAm-CirquePeak.Graybill.1995.lpd,tree,measured,EPS,NA,NA,NA,NA
NAm-CirquePeak.Graybill.1995.lpd,tree,measured,Core,NA,NA,NA,NA
Ocn-PalauRockIslands.Osborne.2014.lpd,coral,measured,D18O,permil,1,T,Sea Surface
Ocn-PalauRockIslands.Osborne.2014.lpd,coral,measured,D13C,permil,NA,NA,NA
ODP658.Sarnthein.1989.lpd,marine sediment,measured,Sample Label,NotApplicable,NA,NA,NA
ODP658.Sarnthein.1989.lpd,marine sediment,measured,Depth,m,NA,NA,NA
ODP658.Sarnthein.1989.lpd,marine sediment,measured,D18O,per mil,NA,NA,NA
ODP658.Sarnthein.1989.lpd,marine sediment,measured,D13C,per mil,NA,NA,NA
ODP658.Sarnthein.1989.lpd,marine sediment,measured,D18O,per mil,NA,NA,NA
ODP658.Sarnthein.1989.lpd,marine sediment,measured,D13C,per mil,NA,NA,NA
ODP658.Sarnthein.1989.lpd,marine sediment,measured,D18O,per mil,NA,NA,NA
ODP658.Sarnthein.1989.lpd,marine sediment,measured,D18O,per mil,NA,NA,NA
Asi-KYRG007.Esper.2007.lpd,tree,measured,Trsgi,NA,1,T,Air Surface
Arc-BlueLake.Bird.2008.lpd,lake sediment,measured,Thickness,cm,1,T,Air Surface
Ocn-Maiana.Urban.2000.lpd,coral,measured,D18O,permil,1,T,Sea Surface
Asi-MONG018.Jacoby.2010.lpd,tree,measured,Trsgi,NA,1,T,Air Surface
NAm-Bennington.Luckman.2013.lpd,tree,measured,Samplecount,count,NA,NA,NA
NAm-Bennington.Luckman.2013.lpd,tree,measured,Segment,NA,NA,NA,NA
NAm-Bennington.Luckman.2013.lpd,tree,measured,Ringwidth,cm,NA,NA,NA
NAm-Bennington.Luckman.2013.lpd,tree,measured,Trsgi,NA,1,T,Air Surface
NAm-Bennington.Luckman.2013.lpd,tree,measured,Residual,NA,NA,NA,NA
NAm-Bennington.Luckman.2013.lpd,tree,measured,ARS,NA,NA,NA,NA
NAm-Bennington.Luckman.2013.lpd,tree,measured,Corrs,NA,NA,NA,NA
NAm-Bennington.Luckman.2013.lpd,tree,measured,Rbar,NA,NA,NA,NA
NAm-Bennington.Luckman.2013.lpd,tree,measured,SD,NA,NA,NA,NA
NAm-Bennington.Luckman.2013.lpd,tree,measured,SE,NA,NA,NA,NA
NAm-Bennington.Luckman.2013.lpd,tree,measured,EPS,NA,NA,NA,NA
NAm-Bennington.Luckman.2013.lpd,tree,measured,Core,NA,NA,NA,NA
Asi-TDBXJP.PAGES2k.2013.lpd,tree,measured,Trsgi,NA,1,T,Air Surface
MD02-2575.Ziegler.2008.lpd,marine sediment,measured,Depth,m,NA,NA,NA
MD02-2575.Ziegler.2008.lpd,marine sediment,measured,D18O,per mil,2,Temperature,Bottom Water
MD02-2575.Ziegler.2008.lpd,marine sediment,measured,D18O,per mil,2,Ice Volume,Bottom Water
MD02-2575.Ziegler.2008.lpd,marine sediment,measured,D18O,per mil,2,Temperature,Sea Surface
MD02-2575.Ziegler.2008.lpd,marine sediment,measured,D18O,per mil,2,D18Osw,Sea Surface
MD02-2575.Ziegler.2008.lpd,marine sediment,measured,Mg/Ca,mmol/mol,1,Temperature,Sea Surface
Ocn-Guadeloupe.Steinhilber.2010.lpd,coral,measured,D18O,permil,1,T,Sea Surface
Ocn-Guadeloupe.Steinhilber.2010.lpd,coral,measured,Sr/Ca,mmol/mol,1,T,Sea Surface
NAm-NabesnaMine.Jacoby.2003.lpd,tree,measured,Samplecount,count,NA,NA,NA
NAm-NabesnaMine.Jacoby.2003.lpd,tree,measured,Segment,NA,NA,NA,NA
NAm-NabesnaMine.Jacoby.2003.lpd,tree,measured,Ringwidth,cm,NA,NA,NA
NAm-NabesnaMine.Jacoby.2003.lpd,tree,measured,Trsgi,NA,1,T,Air Surface
NAm-NabesnaMine.Jacoby.2003.lpd,tree,measured,Residual,NA,NA,NA,NA
NAm-NabesnaMine.Jacoby.2003.lpd,tree,measured,ARS,NA,NA,NA,NA
NAm-NabesnaMine.Jacoby.2003.lpd,tree,measured,Corrs,NA,NA,NA,NA
NAm-NabesnaMine.Jacoby.2003.lpd,tree,measured,Rbar,NA,NA,NA,NA
NAm-NabesnaMine.Jacoby.2003.lpd,tree,measured,SD,NA,NA,NA,NA
NAm-NabesnaMine.Jacoby.2003.lpd,tree,measured,SE,NA,NA,NA,NA
NAm-NabesnaMine.Jacoby.2003.lpd,tree,measured,EPS,NA,NA,NA,NA
NAm-NabesnaMine.Jacoby.2003.lpd,tree,measured,Core,NA,NA,NA,NA
Ocn-DryTortugas.Lund.2006.lpd,marine sediment,measured,Mg/Ca,NotApplicable,NA,NA,NA
NAm-HighwoodPass.Luckman.2001.lpd,tree,measured,Samplecount,count,NA,NA,NA
NAm-HighwoodPass.Luckman.2001.lpd,tree,measured,Segment,NA,NA,NA,NA
NAm-HighwoodPass.Luckman.2001.lpd,tree,measured,Ringwidth,cm,NA,NA,NA
NAm-HighwoodPass.Luckman.2001.lpd,tree,measured,Trsgi,NA,1,T,Air Surface
NAm-HighwoodPass.Luckman.2001.lpd,tree,measured,Residual,NA,NA,NA,NA
NAm-HighwoodPass.Luckman.2001.lpd,tree,measured,ARS,NA,NA,NA,NA
NAm-HighwoodPass.Luckman.2001.lpd,tree,measured,Corrs,NA,NA,NA,NA
NAm-HighwoodPass.Luckman.2001.lpd,tree,measured,Rbar,NA,NA,NA,NA
NAm-HighwoodPass.Luckman.2001.lpd,tree,measured,SD,NA,NA,NA,NA
NAm-HighwoodPass.Luckman.2001.lpd,tree,measured,SE,NA,NA,NA,NA
NAm-HighwoodPass.Luckman.2001.lpd,tree,measured,EPS,NA,NA,NA,NA
NAm-HighwoodPass.Luckman.2001.lpd,tree,measured,Core,NA,NA,NA,NA
NAm-BellMountain.Schweingruber.1996.lpd,tree,measured,Samplecount,count,NA,NA,NA
NAm-BellMountain.Schweingruber.1996.lpd,tree,measured,Segment,NA,NA,NA,NA
NAm-BellMountain.Schweingruber.1996.lpd,tree,measured,Ringwidth,cm,NA,NA,NA
NAm-BellMountain.Schweingruber.1996.lpd,tree,measured,Trsgi,NA,NA,NA,NA
NAm-BellMountain.Schweingruber.1996.lpd,tree,measured,Residual,NA,NA,NA,NA
NAm-BellMountain.Schweingruber.1996.lpd,tree,measured,ARS,NA,NA,NA,NA
NAm-BellMountain.Schweingruber.1996.lpd,tree,measured,Corrs,NA,NA,NA,NA
NAm-BellMountain.Schweingruber.1996.lpd,tree,measured,Rbar,NA,NA,NA,NA
NAm-BellMountain.Schweingruber.1996.lpd,tree,measured,SD,NA,NA,NA,NA
NAm-BellMountain.Schweingruber.1996.lpd,tree,measured,SE,NA,NA,NA,NA
NAm-BellMountain.Schweingruber.1996.lpd,tree,measured,EPS,NA,NA,NA,NA
NAm-BellMountain.Schweingruber.1996.lpd,tree,measured,Core,NA,NA,NA,NA
Asi-NEPA030.Krusic.2013.lpd,tree,measured,Trsgi,NA,1,T,Air Surface
M35003-4.Ruehlemann.1999.lpd,marine sediment,measured,Depth,cm,NA,NA,NA
M35003-4.Ruehlemann.1999.lpd,marine sediment,measured,D18O,per mil,2,Temperature,Sea Surface
M35003-4.Ruehlemann.1999.lpd,marine sediment,measured,D18O,per mil,2,D18Osw,Sea Surface
M35003-4.Ruehlemann.1999.lpd,marine sediment,measured,37:3Alkenoneconcentration,ng/g,NA,NA,NA
M35003-4.Ruehlemann.1999.lpd,marine sediment,measured,37:2Alkenoneconcentration,ng/g,NA,NA,NA
M35003-4.Ruehlemann.1999.lpd,marine sediment,measured,Alkenoneconcentration,ng/g,NA,NA,NA
M35003-4.Ruehlemann.1999.lpd,marine sediment,measured,Uk37Prime,NotApplicable,1,Temperature,Sea Surface
Ocn-Kiritimati.Evans.1998.lpd,coral,measured,D18O,permil,1,T,Sea Surface
Ocn-Kiritimati.Evans.1998.lpd,coral,measured,D13C,permil,NA,NA,NA
Ant-PlateauRemote.Mosley-Thompson.2013.lpd,glacier ice,measured,D18O,permil,1,T,Air Condensationlevel
Asi-CHIN004.Wu.2013.lpd,tree,measured,Trsgi,NA,1,T,Air Surface
Ocn-Mayotte.Zinke.2008.lpd,coral,measured,D18O,permil,1,T,Sea Surface
Ocn-Mayotte.Zinke.2008.lpd,coral,measured,D13C,permil,NA,NA,NA
ODP976.Jimenez-Amat.2015.lpd,marine sediment,measured,Sample Label,NotApplicable,NA,NA,NA
ODP976.Jimenez-Amat.2015.lpd,marine sediment,measured,Depth,m,NA,NA,NA
ODP976.Jimenez-Amat.2015.lpd,marine sediment,measured,D18O,per mil,NA,NA,NA
ODP976.Jimenez-Amat.2015.lpd,marine sediment,measured,Mg/Ca,mmol/mol,1,Temperature,NA
Asi-BT001.Cook.2010.lpd,tree,measured,Trsgi,NA,1,T,Air Surface
Asi-CHIN021.Li.2010.lpd,tree,measured,Trsgi,NA,1,T,Air Surface
NAm-HohLakeHigh.Peterson.1994.lpd,tree,measured,Samplecount,count,NA,NA,NA
NAm-HohLakeHigh.Peterson.1994.lpd,tree,measured,Segment,NA,NA,NA,NA
NAm-HohLakeHigh.Peterson.1994.lpd,tree,measured,Ringwidth,cm,NA,NA,NA
NAm-HohLakeHigh.Peterson.1994.lpd,tree,measured,Trsgi,NA,1,T,Air Surface
NAm-HohLakeHigh.Peterson.1994.lpd,tree,measured,Residual,NA,NA,NA,NA
NAm-HohLakeHigh.Peterson.1994.lpd,tree,measured,ARS,NA,NA,NA,NA
NAm-HohLakeHigh.Peterson.1994.lpd,tree,measured,Corrs,NA,NA,NA,NA
NAm-HohLakeHigh.Peterson.1994.lpd,tree,measured,Rbar,NA,NA,NA,NA
NAm-HohLakeHigh.Peterson.1994.lpd,tree,measured,SD,NA,NA,NA,NA
NAm-HohLakeHigh.Peterson.1994.lpd,tree,measured,SE,NA,NA,NA,NA
NAm-HohLakeHigh.Peterson.1994.lpd,tree,measured,EPS,NA,NA,NA,NA
NAm-HohLakeHigh.Peterson.1994.lpd,tree,measured,Core,NA,NA,NA,NA
Asi-MONG011.Jacoby.2006.lpd,tree,measured,Trsgi,NA,1,T,Air Surface
Ant-Vostok.Ekaykin.2014.lpd,glacier ice,measured,Dd,permil,1,T,Air Condensationlevel
MD03-2797.Weldeab.2007.lpd,marine sediment,measured,Depth,cm,1,Age,Calendar
MD03-2797.Weldeab.2007.lpd,marine sediment,measured,Ba/Ca,NotApplicable,1,Salinity,Sea Surface
MD03-2797.Weldeab.2007.lpd,marine sediment,measured,D18O,per mil PDB,2,Temperature,Sea Surface
MD03-2797.Weldeab.2007.lpd,marine sediment,measured,D18O,per mil PDB,2,D18Osw,Sea Surface
MD03-2797.Weldeab.2007.lpd,marine sediment,measured,Mg/Ca,mmol/mol,1,Temperature,Sea Surface
