publication,filename,archiveType,variableType,proxyObservationType,units,rank,interpretation/variable,interpretation/variableDetail,inferredVariable,inferredVarUnits
wiki_lipd_files,Juxtlahuaca.Lachniet.2013.lpd,speleothem,measured,Distance,mm,NA,NA,NA,NA,NA
wiki_lipd_files,Juxtlahuaca.Lachniet.2013.lpd,speleothem,measured,D18O,per mil VPDB,NA,NA,NA,NA,NA
wiki_lipd_files,Juxtlahuaca.Lachniet.2013.lpd,speleothem,measured,D18O,per mil VPDB,NA,NA,NA,NA,NA
wiki_lipd_files,Juxtlahuaca.Lachniet.2017.lpd,speleothem,measured,Distance,mm,NA,NA,NA,NA,NA
wiki_lipd_files,Juxtlahuaca.Lachniet.2017.lpd,speleothem,measured,D18O,per mil VPDB,NA,NA,NA,NA,NA
wiki_lipd_files,Juxtlahuaca.Lachniet.2017.lpd,speleothem,measured,D18O,per mil VPDB,NA,NA,NA,NA,NA
wiki_lipd_files,Kesang.Cheng.2012.lpd,speleothem,measured,D18O,per mil VPDB,NA,NA,NA,NA,NA
wiki_lipd_files,KNR-159-5_33GGC.Lacerra.2017.lpd,marine sediment,measured,Depth,cm,NA,NA,NA,NA,NA
wiki_lipd_files,KNR-159-5_33GGC.Lacerra.2017.lpd,marine sediment,measured,B/Ca,umol/mol,1,Carbonate Ion Concentration,Deep Water,Deep Water Carbonate Ion Concentration,NA
wiki_lipd_files,KNR-159-5_33GGC.Lacerra.2017.lpd,marine sediment,measured,B/Ca,umol/mol,NA,NA,NA,NA,NA
wiki_lipd_files,KNR-159-5_33GGC.Lacerra.2017.lpd,marine sediment,measured,Numberofobservations,NaN,NA,NA,NA,NA,NA
wiki_lipd_files,KNR-159-5_78GGC.Lacerra.2017.lpd,marine sediment,measured,Depth,cm,NA,NA,NA,NA,NA
wiki_lipd_files,KNR-159-5_78GGC.Lacerra.2017.lpd,marine sediment,measured,B/Ca,umol/mol,1,Carbonate Ion Concentration,Deep Water,Deep Water Carbonate Ion Concentration,NA
wiki_lipd_files,KNR-159-5_78GGC.Lacerra.2017.lpd,marine sediment,measured,B/Ca,umol/mol,NA,NA,NA,NA,NA
wiki_lipd_files,KNR-159-5_78GGC.Lacerra.2017.lpd,marine sediment,measured,Numberofobservations,NaN,NA,NA,NA,NA,NA
wiki_lipd_files,KNR166-2-26JPC.Schmidt.2011.lpd,marine sediment,measured,Depth,cm,NA,NA,NA,NA,NA
wiki_lipd_files,KNR166-2-26JPC.Schmidt.2011.lpd,marine sediment,measured,D18O,per mil,2,Temperature,Sea Surface,Sea Surface Temperature,deg C
wiki_lipd_files,KNR166-2-26JPC.Schmidt.2011.lpd,marine sediment,measured,D18O,per mil,2,D18Osw,Sea Surface,Sea Surface D18Osw,permil
wiki_lipd_files,KNR166-2-26JPC.Schmidt.2011.lpd,marine sediment,measured,Mg/Ca,mmol/mol,1,Temperature,Sea Surface,Sea Surface Temperature,deg C
wiki_lipd_files,KNR166-2-26JPC.Schmidt.2011.lpd,marine sediment,measured,Ba/Ca,mmol/mol,NA,NA,NA,NA,NA
wiki_lipd_files,KNR166-2JPC51.Schmidt.2012.lpd,marine sediment,measured,Depth,cm,NA,NA,NA,NA,NA
wiki_lipd_files,KNR166-2JPC51.Schmidt.2012.lpd,marine sediment,measured,D18O,per mil,2,Temperature,Sea Surface,Sea Surface Temperature,deg C
wiki_lipd_files,KNR166-2JPC51.Schmidt.2012.lpd,marine sediment,measured,D18O,per mil,2,D18Osw,Sea Surface,Sea Surface D18Osw,permil
wiki_lipd_files,KNR166-2JPC51.Schmidt.2012.lpd,marine sediment,measured,Mg/Ca,mmol/mol,1,Temperature,Sea Surface,Sea Surface Temperature,deg C
wiki_lipd_files,KNR195-5-CDH23.Bova.2015.lpd,marine sediment,measured,Depth,cm,NA,NA,NA,NA,NA
wiki_lipd_files,KNR195-5-CDH23.Bova.2015.lpd,marine sediment,measured,D13C,per mil,NA,NA,NA,NA,NA
wiki_lipd_files,KNR195-5-CDH23.Bova.2015.lpd,marine sediment,measured,D18O,per mil,NA,NA,NA,NA,NA
wiki_lipd_files,KNR195-5-CDH23.Bova.2015.lpd,marine sediment,measured,Uk37Prime,NotApplicable,1,Temperature,Sea Surface,Sea Surface Temperature,deg C
wiki_lipd_files,KNR195-5-CDH23.Bova.2015.lpd,marine sediment,measured,Alkenoneabundance,NotApplicable,NA,NA,NA,NA,NA
wiki_lipd_files,KNR195-5_CDH26.Bova.2015.lpd,marine sediment,measured,Depth,cm,NA,NA,NA,NA,NA
wiki_lipd_files,KNR195-5_CDH26.Bova.2015.lpd,marine sediment,measured,D13Cu,per mil,NA,NA,NA,NA,NA
wiki_lipd_files,KNR195-5_CDH26.Bova.2015.lpd,marine sediment,measured,D18O,per mil,NA,NA,NA,NA,NA
wiki_lipd_files,KNR195-5_CDH26.Bova.2015.lpd,marine sediment,measured,Uk37Prime,NotApplicable,1,Temperature,Sea Surface,Sea Surface Temperature,deg C
wiki_lipd_files,KNR195-5_CDH26.Bova.2015.lpd,marine sediment,measured,Alkenoneabundance,NotApplicable,NA,NA,NA,NA,NA
wiki_lipd_files,KT05-7_PC02.Kawahata.2009.lpd,marine sediment,measured,Depth,m,NA,NA,NA,NA,NA
wiki_lipd_files,KT05-7_PC02.Kawahata.2009.lpd,marine sediment,measured,Density,g/cm^3,NA,NA,NA,NA,NA
wiki_lipd_files,KT05-7_PC02.Kawahata.2009.lpd,marine sediment,measured,Totalorganiccarbon,percent,NA,NA,NA,NA,NA
wiki_lipd_files,KT05-7_PC02.Kawahata.2009.lpd,marine sediment,measured,N,percent,NA,NA,NA,NA,NA
wiki_lipd_files,KT05-7_PC02.Kawahata.2009.lpd,marine sediment,measured,C/N,NotApplicable,NA,NA,NA,NA,NA
wiki_lipd_files,KT05-7_PC02.Kawahata.2009.lpd,marine sediment,measured,Caco3,percent,NA,NA,NA,NA,NA
wiki_lipd_files,KT05-7_PC02.Kawahata.2009.lpd,marine sediment,measured,Uk37Prime,NotApplicable,1,Temperature,Sea Surface,Sea Surface Temperature,deg C
wiki_lipd_files,LakeSurprise.Falster.2018.lpd,lake sediment,measured,Depth,cm,NA,NA,NA,NA,NA
wiki_lipd_files,LakeSurprise.Falster.2018.lpd,lake sediment,measured,D13C,per mille VPDB,1,P/E,NA,NA,NA
wiki_lipd_files,LakeSurprise.Falster.2018.lpd,lake sediment,measured,C,per cent,NA,NA,NA,NA,NA
wiki_lipd_files,LakeSurprise.Falster.2018.lpd,lake sediment,measured,N,per cent,NA,NA,NA,NA,NA
wiki_lipd_files,LakeSurprise.Falster.2018.lpd,lake sediment,measured,C/N,unitless,1,Organic Matter Source,NA,NA,NA
wiki_lipd_files,LV29-114-3.Max.2012.lpd,marine sediment,measured,Depth,m,NA,NA,NA,NA,NA
wiki_lipd_files,LV29-114-3.Max.2012.lpd,marine sediment,measured,Uk37Prime,NaN,1,Temperature,Sea Surface,Sea Surface Temperature,deg C
wiki_lipd_files,M25_4-KL1.Emeis.2000.lpd,marine sediment,measured,Depth,m,NA,NA,NA,NA,NA
wiki_lipd_files,M25_4-KL1.Emeis.2000.lpd,marine sediment,measured,Uk37Prime,NotApplicable,1,Temperature,Sea Surface,Sea Surface Temperature,deg C
wiki_lipd_files,M35003-4.Ruehlemann.1999.lpd,marine sediment,measured,Depth,cm,NA,NA,NA,NA,NA
wiki_lipd_files,M35003-4.Ruehlemann.1999.lpd,marine sediment,measured,D18O,per mil,2,Temperature,Sea Surface,Sea Surface Temperature,deg C
wiki_lipd_files,M35003-4.Ruehlemann.1999.lpd,marine sediment,measured,D18O,per mil,2,D18Osw,Sea Surface,Sea Surface D18Osw,permil
wiki_lipd_files,M35003-4.Ruehlemann.1999.lpd,marine sediment,measured,37:3Alkenoneconcentration,ng/g,NA,NA,NA,NA,NA
wiki_lipd_files,M35003-4.Ruehlemann.1999.lpd,marine sediment,measured,37:2Alkenoneconcentration,ng/g,NA,NA,NA,NA,NA
wiki_lipd_files,M35003-4.Ruehlemann.1999.lpd,marine sediment,measured,Alkenoneconcentration,ng/g,NA,NA,NA,NA,NA
wiki_lipd_files,M35003-4.Ruehlemann.1999.lpd,marine sediment,measured,Uk37Prime,NotApplicable,1,Temperature,Sea Surface,Sea Surface Temperature,deg C
wiki_lipd_files,M77-2_056.Nurnberg.2015.lpd,marine sediment,measured,Depth,m,NA,NA,NA,NA,NA
wiki_lipd_files,M77-2_056.Nurnberg.2015.lpd,marine sediment,measured,D13C,per mil,NA,NA,NA,NA,NA
wiki_lipd_files,M77-2_056.Nurnberg.2015.lpd,marine sediment,measured,D18O,permil,2,Temperature,Bottom Water,Bottom Water Temperature,deg C
wiki_lipd_files,M77-2_056.Nurnberg.2015.lpd,marine sediment,measured,D18O,permil,2,D18Osw,Bottom Water,Bottom Water D18Osw,permil
wiki_lipd_files,M77-2_056.Nurnberg.2015.lpd,marine sediment,measured,D13C,per mil,NA,NA,NA,NA,NA
wiki_lipd_files,M77-2_056.Nurnberg.2015.lpd,marine sediment,measured,D18O,per mil,2,Temperature,Sea Surface,Sea Surface Temperature,deg C
wiki_lipd_files,M77-2_056.Nurnberg.2015.lpd,marine sediment,measured,D18O,per mil,2,D18Osw,Surface,Surface D18Osw,permil
wiki_lipd_files,M77-2_056.Nurnberg.2015.lpd,marine sediment,measured,Mg/Ca,mmol/mol,1,Temperature,Sea Surface,Sea Surface Temperature,deg C
wiki_lipd_files,M77-2_056.Nurnberg.2015.lpd,marine sediment,measured,D13C,per mil,NA,NA,NA,NA,NA
wiki_lipd_files,M77-2_056.Nurnberg.2015.lpd,marine sediment,measured,D18O,per mil,2,Temperature,Subsurface,Subsurface Temperature,deg C
wiki_lipd_files,M77-2_056.Nurnberg.2015.lpd,marine sediment,measured,D18O,per mil,2,D18Osw,Subsurface,Subsurface D18Osw,permil
wiki_lipd_files,M77-2_056.Nurnberg.2015.lpd,marine sediment,measured,Mg/Ca,mmolmol,1,Temperature,Subsurface,Subsurface Temperature,deg C
wiki_lipd_files,MD01-2378.Xu.2008.lpd,marine sediment,measured,Depth,NotApplicable,NA,NA,NA,NA,NA
wiki_lipd_files,MD01-2378.Xu.2008.lpd,marine sediment,measured,D18O,per mil PDB,NA,NA,NA,NA,NA
wiki_lipd_files,MD01-2378.Xu.2008.lpd,marine sediment,measured,D18O,per mil PDB,NA,NA,NA,NA,NA
wiki_lipd_files,MD01-2378.Xu.2008.lpd,marine sediment,measured,Mg/Ca,mmol/mol,1,Temperature,Sea Surface,Sea Surface Temperature,deg C
wiki_lipd_files,MD01-2378.Xu.2008.lpd,marine sediment,measured,Mg/Ca,mmol/mol,1,Temperature,Thermocline,Thermocline Temperature,deg C
wiki_lipd_files,MD01-2390.Steinke.2008.lpd,marine sediment,measured,Depth,cm,NA,NA,NA,NA,NA
wiki_lipd_files,MD01-2390.Steinke.2008.lpd,marine sediment,measured,D18O,per mil,2,Temperature,Sea Surface,Sea Surface Temperature,deg C
wiki_lipd_files,MD01-2390.Steinke.2008.lpd,marine sediment,measured,D18O,per mil,2,D18Osw,Sea Surface,Sea Surface D18Osw,permil
wiki_lipd_files,MD01-2390.Steinke.2008.lpd,marine sediment,measured,D18O,per mil,2,Temperature,Sea Surface,Sea Surface Temperature,deg C
wiki_lipd_files,MD01-2390.Steinke.2008.lpd,marine sediment,measured,D18O,per mil,2,D18Osw,Sea Surface,Sea Surface D18Osw,permil
wiki_lipd_files,MD01-2390.Steinke.2008.lpd,marine sediment,measured,Mg/Ca,mmol/mol,1,Temperature,Sea Surface,Sea Surface Temperature,deg C
wiki_lipd_files,MD01-2390.Steinke.2008.lpd,marine sediment,measured,Mg/Ca,mmol/mol,1,Temperature,Sea Surface,Sea Surface Temperature,deg C
wiki_lipd_files,MD01-2390.Steinke.2008.lpd,marine sediment,measured,Mg/Ca,mmol/mol,1,Temperature,Sea Surface,Sea Surface Temperature,deg C
wiki_lipd_files,MD01-2390.Steinke.2008.lpd,marine sediment,measured,Uk37Prime,NotApplicable,1,Temperature,Sea Surface,Sea Surface Temperature,deg C
wiki_lipd_files,MD01-2412.Harada.2006.lpd,marine sediment,measured,Depth,cm,NA,NA,NA,NA,NA
wiki_lipd_files,MD01-2412.Harada.2006.lpd,marine sediment,measured,Uk37Prime,NotApplicable,1,Temperature,Sea Surface,Sea Surface Temperature,deg C
wiki_lipd_files,MD02-2575.Ziegler.2008.lpd,marine sediment,measured,Depth,m,NA,NA,NA,NA,NA
wiki_lipd_files,MD02-2575.Ziegler.2008.lpd,marine sediment,measured,D18O,per mil,2,Temperature,Bottom Water,Bottom Water Temperature,deg C
wiki_lipd_files,MD02-2575.Ziegler.2008.lpd,marine sediment,measured,D18O,per mil,2,Ice Volume,Bottom Water,Bottom Water Ice Volume,NA
wiki_lipd_files,MD02-2575.Ziegler.2008.lpd,marine sediment,measured,D18O,per mil,2,Temperature,Sea Surface,Sea Surface Temperature,deg C
wiki_lipd_files,MD02-2575.Ziegler.2008.lpd,marine sediment,measured,D18O,per mil,2,D18Osw,Sea Surface,Sea Surface D18Osw,permil
wiki_lipd_files,MD02-2575.Ziegler.2008.lpd,marine sediment,measured,Mg/Ca,mmol/mol,1,Temperature,Sea Surface,Sea Surface Temperature,deg C
Temp12k1_0_1,MD03-2601.Kim.2012.lpd,MarineSediment,measured,Depth,m,NA,NA,NA,NA,NA
Temp12k1_0_1,MD03-2601.Kim.2012.lpd,MarineSediment,measured,TEX86,unitless,NA,NA,NA,NA,NA
wiki_lipd_files,MD03-2797.Weldeab.2007.lpd,marine sediment,measured,Depth,cm,1,Age,Calendar,Calendar Age,NA
wiki_lipd_files,MD03-2797.Weldeab.2007.lpd,marine sediment,measured,Ba/Ca,NotApplicable,1,Salinity,Sea Surface,Sea Surface Salinity,psu
wiki_lipd_files,MD03-2797.Weldeab.2007.lpd,marine sediment,measured,D18O,per mil PDB,2,Temperature,Sea Surface,Sea Surface Temperature,deg C
wiki_lipd_files,MD03-2797.Weldeab.2007.lpd,marine sediment,measured,D18O,per mil PDB,2,D18Osw,Sea Surface,Sea Surface D18Osw,permil
wiki_lipd_files,MD03-2797.Weldeab.2007.lpd,marine sediment,measured,Mg/Ca,mmol/mol,1,Temperature,Sea Surface,Sea Surface Temperature,deg C
wiki_lipd_files,MD05-2904.Steinke.2011.lpd,marine sediment,measured,Depth,cm,NA,NA,NA,NA,NA
wiki_lipd_files,MD05-2904.Steinke.2011.lpd,marine sediment,measured,Mg/Ca,mmol/mol,1,Temperature,Sea Surface,Sea Surface Temperature,deg C
wiki_lipd_files,MD05-2904.Steinke.2011.lpd,marine sediment,measured,Mg/Ca,mmol/mol,1,Temperature,Sea Surface,Sea Surface Temperature,deg C
wiki_lipd_files,MD95-2015.Marchal.2002.lpd,marine sediment,measured,Depth,m,NA,NA,NA,NA,NA
wiki_lipd_files,MD95-2015.Marchal.2002.lpd,marine sediment,measured,Uk37Prime,unitless,1,Temperature,Sea Surface,Sea Surface Temperature,deg C
wiki_lipd_files,MD95-2043.Cacho.1999.lpd,marine sediment,measured,Depth,m,NA,NA,NA,NA,NA
wiki_lipd_files,MD95-2043.Cacho.1999.lpd,marine sediment,measured,Uk37Prime,NotApplicable,1,Temperature,Sea Surface,Sea Surface Temperature,deg C
wiki_lipd_files,MD97-2121.Marr.2013.lpd,marine sediment,measured,G. Ruber,number,NA,NA,NA,NA,NA
wiki_lipd_files,MD97-2121.Marr.2013.lpd,marine sediment,measured,Depth,m,NA,NA,NA,NA,NA
wiki_lipd_files,MD97-2121.Marr.2013.lpd,marine sediment,measured,Depth Top,m,NA,NA,NA,NA,NA
wiki_lipd_files,MD97-2121.Marr.2013.lpd,marine sediment,measured,Depth Bottom,m,NA,NA,NA,NA,NA
wiki_lipd_files,MD97-2121.Marr.2013.lpd,marine sediment,measured,Mg/Ca,mmol/mol,NA,NA,NA,NA,NA
wiki_lipd_files,MD97-2121.Marr.2013.lpd,marine sediment,measured,Mg/Ca,mmol/mol,NA,NA,NA,NA,NA
wiki_lipd_files,MD97-2121.Marr.2013.lpd,marine sediment,measured,Al/Ca,μmol/mol,NA,NA,NA,NA,NA
wiki_lipd_files,MD97-2121.Marr.2013.lpd,marine sediment,measured,Al/Ca,μmol/mol,NA,NA,NA,NA,NA
wiki_lipd_files,MD97-2121.Marr.2013.lpd,marine sediment,measured,Mn/Ca,μmol/mol,NA,NA,NA,NA,NA
wiki_lipd_files,MD97-2121.Marr.2013.lpd,marine sediment,measured,Mn/Ca,μmol/mol,NA,NA,NA,NA,NA
wiki_lipd_files,MD97-2121.Marr.2013.lpd,marine sediment,measured,Zn/Ca,μmol/mol,NA,NA,NA,NA,NA
wiki_lipd_files,MD97-2121.Marr.2013.lpd,marine sediment,measured,Zn/Ca,μmol/mol,NA,NA,NA,NA,NA
wiki_lipd_files,MD97-2121.Marr.2013.lpd,marine sediment,measured,Sr/Ca,mmol/mol,NA,NA,NA,NA,NA
wiki_lipd_files,MD97-2121.Marr.2013.lpd,marine sediment,measured,Sr/Ca,mmol/mol,NA,NA,NA,NA,NA
wiki_lipd_files,MD97-2121.Marr.2013.lpd,marine sediment,measured,Ba/Ca,μmol/mol,NA,NA,NA,NA,NA
wiki_lipd_files,MD97-2121.Marr.2013.lpd,marine sediment,measured,Ba/Ca,μmol/mol,NA,NA,NA,NA,NA
wiki_lipd_files,MD97-2141.Rosentha.2003.lpd,marine sediment,measured,Depth,cm,NA,NA,NA,NA,NA
wiki_lipd_files,MD97-2141.Rosentha.2003.lpd,marine sediment,measured,Depthnovoids,cm,NA,NA,NA,NA,NA
wiki_lipd_files,MD97-2141.Rosentha.2003.lpd,marine sediment,measured,D18O,per mil,2,Temperature,Sea Surface,Sea Surface Temperature,deg C
wiki_lipd_files,MD97-2141.Rosentha.2003.lpd,marine sediment,measured,D18O,per mil,2,D18Osw,Sea Surface,Sea Surface D18Osw,permil
wiki_lipd_files,MD97-2141.Rosentha.2003.lpd,marine sediment,measured,Mg/Ca,mmol/mol,1,Temperature,Sea Surface,Sea Surface Temperature,deg C
wiki_lipd_files,MD972120-MD972121.Pahnke.2006.lpd,marine sediment,measured,Depth,cm,NA,NA,NA,NA,NA
wiki_lipd_files,MD972120-MD972121.Pahnke.2006.lpd,marine sediment,measured,Uk37Prime,unitless,1,Temperature,Sea Surface,Sea Surface Temperature,deg C
wiki_lipd_files,MD98-2165.Levi.2007.lpd,marine sediment,measured,Uncorrected Depth,NotApplicable,NA,NA,NA,NA,NA
wiki_lipd_files,MD98-2165.Levi.2007.lpd,marine sediment,measured,D18O,per mil,2,Temperature,Sea Surface,Sea Surface Temperature,deg C
wiki_lipd_files,MD98-2165.Levi.2007.lpd,marine sediment,measured,D18O,per mil,2,D18Osw,Sea Surface,Sea Surface D18Osw,permil
wiki_lipd_files,MD98-2165.Levi.2007.lpd,marine sediment,measured,Mg/Ca,Mg/Ca,1,Temperature,Sea Surface,Sea Surface Temperature,deg C
wiki_lipd_files,MD98-2170.Stott.2004.lpd,marine sediment,measured,Depth,cm,NA,NA,NA,NA,NA
wiki_lipd_files,MD98-2170.Stott.2004.lpd,marine sediment,measured,Mg/Ca,mmol/mol,1,Temperature,Sea Surface,Sea Surface Temperature,deg C
wiki_lipd_files,MD98-2170.Stott.2004.lpd,marine sediment,measured,D18O,per mil VPBD,2,Temperature,Sea Surface,Sea Surface Temperature,deg C
wiki_lipd_files,MD98-2170.Stott.2004.lpd,marine sediment,measured,D18O,per mil VPBD,2,D180W,Sea Surface,Sea Surface D180W,NA
wiki_lipd_files,MD982176.Stott.2004.lpd,marine sediment,measured,Depth,cm,NA,NA,NA,NA,NA
wiki_lipd_files,MD982176.Stott.2004.lpd,marine sediment,measured,D18O,per mil,2,Temperature,Sea Surface,Sea Surface Temperature,deg C
wiki_lipd_files,MD982176.Stott.2004.lpd,marine sediment,measured,Mg/Ca,mmol/mol,1,Temperature,Sea Surface,Sea Surface Temperature,deg C
wiki_lipd_files,MD982181.Khider.2014.lpd,marine sediment,measured,Depth_Cm,cm,NA,NA,NA,NA,NA
wiki_lipd_files,MD982181.Khider.2014.lpd,marine sediment,measured,Mg/Ca,mmol/mol,1,Temperature,Sea Surface,Sea Surface Temperature,deg C
wiki_lipd_files,MD982181.Khider.2014.lpd,marine sediment,measured,D18O,per mil,1,D18Osw,Sea Surface,Sea Surface D18Osw,permil
wiki_lipd_files,MD982181.Khider.2014.lpd,marine sediment,measured,D18O,per mil,2,Temperature,Sea Surface,Sea Surface Temperature,deg C
wiki_lipd_files,ME0005A-43JC.Benway.2006.lpd,marine sediment,measured,Depth,m,NA,NA,NA,NA,NA
wiki_lipd_files,ME0005A-43JC.Benway.2006.lpd,marine sediment,measured,D18O,per mil PDB,NA,NA,NA,NA,NA
wiki_lipd_files,ME0005A-43JC.Benway.2006.lpd,marine sediment,measured,D18O,per mil PDB,2,D18Osw,Sea Surface,Sea Surface D18Osw,permil
wiki_lipd_files,ME0005A-43JC.Benway.2006.lpd,marine sediment,measured,D18O,per mil PDB,2,Temperature,Sea Surface,Sea Surface Temperature,deg C
wiki_lipd_files,ME0005A-43JC.Benway.2006.lpd,marine sediment,measured,Mg/Ca,mmol/mol,1,Temperature,Sea Surface,Sea Surface Temperature,deg C
wiki_lipd_files,NAm-AlmondButterLower.D'Arrigo.2005.lpd,tree,measured,Samplecount,count,NA,NA,NA,NA,NA
wiki_lipd_files,NAm-AlmondButterLower.D'Arrigo.2005.lpd,tree,measured,Segment,NA,NA,NA,NA,NA,NA
wiki_lipd_files,NAm-AlmondButterLower.D'Arrigo.2005.lpd,tree,measured,Ringwidth,cm,NA,NA,NA,NA,NA
wiki_lipd_files,NAm-AlmondButterLower.D'Arrigo.2005.lpd,tree,measured,Trsgi,NA,NA,NA,NA,NA,NA
wiki_lipd_files,NAm-AlmondButterLower.D'Arrigo.2005.lpd,tree,measured,TRW,NA,NA,NA,NA,NA,NA
wiki_lipd_files,NAm-AlmondButterLower.D'Arrigo.2005.lpd,tree,measured,Residual,NA,NA,NA,NA,NA,NA
wiki_lipd_files,NAm-AlmondButterLower.D'Arrigo.2005.lpd,tree,measured,ARS,NA,NA,NA,NA,NA,NA
wiki_lipd_files,NAm-AlmondButterLower.D'Arrigo.2005.lpd,tree,measured,Corrs,NA,NA,NA,NA,NA,NA
wiki_lipd_files,NAm-AlmondButterLower.D'Arrigo.2005.lpd,tree,measured,Rbar,NA,NA,NA,NA,NA,NA
wiki_lipd_files,NAm-AlmondButterLower.D'Arrigo.2005.lpd,tree,measured,SD,NA,NA,NA,NA,NA,NA
wiki_lipd_files,NAm-AlmondButterLower.D'Arrigo.2005.lpd,tree,measured,SE,NA,NA,NA,NA,NA,NA
wiki_lipd_files,NAm-AlmondButterLower.D'Arrigo.2005.lpd,tree,measured,EPS,NA,NA,NA,NA,NA,NA
wiki_lipd_files,NAm-AlmondButterLower.D'Arrigo.2005.lpd,tree,measured,Core,NA,NA,NA,NA,NA,NA
wiki_lipd_files,NAm-AlmondButterUpper.D'Arrigo.2005.lpd,tree,measured,Samplecount,count,NA,NA,NA,NA,NA
wiki_lipd_files,NAm-AlmondButterUpper.D'Arrigo.2005.lpd,tree,measured,Segment,NA,NA,NA,NA,NA,NA
wiki_lipd_files,NAm-AlmondButterUpper.D'Arrigo.2005.lpd,tree,measured,Ringwidth,cm,NA,NA,NA,NA,NA
wiki_lipd_files,NAm-AlmondButterUpper.D'Arrigo.2005.lpd,tree,measured,Trsgi,NA,NA,NA,NA,NA,NA
wiki_lipd_files,NAm-AlmondButterUpper.D'Arrigo.2005.lpd,tree,measured,TRW,NA,NA,NA,NA,NA,NA
wiki_lipd_files,NAm-AlmondButterUpper.D'Arrigo.2005.lpd,tree,measured,Residual,NA,NA,NA,NA,NA,NA
wiki_lipd_files,NAm-AlmondButterUpper.D'Arrigo.2005.lpd,tree,measured,ARS,NA,NA,NA,NA,NA,NA
wiki_lipd_files,NAm-AlmondButterUpper.D'Arrigo.2005.lpd,tree,measured,Corrs,NA,NA,NA,NA,NA,NA
wiki_lipd_files,NAm-AlmondButterUpper.D'Arrigo.2005.lpd,tree,measured,Rbar,NA,NA,NA,NA,NA,NA
wiki_lipd_files,NAm-AlmondButterUpper.D'Arrigo.2005.lpd,tree,measured,SD,NA,NA,NA,NA,NA,NA
wiki_lipd_files,NAm-AlmondButterUpper.D'Arrigo.2005.lpd,tree,measured,SE,NA,NA,NA,NA,NA,NA
wiki_lipd_files,NAm-AlmondButterUpper.D'Arrigo.2005.lpd,tree,measured,EPS,NA,NA,NA,NA,NA,NA
wiki_lipd_files,NAm-AlmondButterUpper.D'Arrigo.2005.lpd,tree,measured,Core,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-Arapahoe.Kienast.1996.lpd,tree,measured,Samplecount,count,NA,NA,NA,NA,NA
PAGES2kv2,NAm-Arapahoe.Kienast.1996.lpd,tree,measured,Segment,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-Arapahoe.Kienast.1996.lpd,tree,measured,Ringwidth,cm,NA,NA,NA,NA,NA
PAGES2kv2,NAm-Arapahoe.Kienast.1996.lpd,tree,measured,Trsgi,NA,1,Temperature,Air,Air Temperature,deg C
PAGES2kv2,NAm-Arapahoe.Kienast.1996.lpd,tree,measured,Residual,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-Arapahoe.Kienast.1996.lpd,tree,measured,ARS,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-Arapahoe.Kienast.1996.lpd,tree,measured,Corrs,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-Arapahoe.Kienast.1996.lpd,tree,measured,Rbar,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-Arapahoe.Kienast.1996.lpd,tree,measured,SD,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-Arapahoe.Kienast.1996.lpd,tree,measured,SE,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-Arapahoe.Kienast.1996.lpd,tree,measured,EPS,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-Arapahoe.Kienast.1996.lpd,tree,measured,Core,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-ArrowsmithMountain.Briffa.1996.lpd,tree,measured,Samplecount,count,NA,NA,NA,NA,NA
PAGES2kv2,NAm-ArrowsmithMountain.Briffa.1996.lpd,tree,measured,Segment,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-ArrowsmithMountain.Briffa.1996.lpd,tree,measured,Ringwidth,cm,NA,NA,NA,NA,NA
PAGES2kv2,NAm-ArrowsmithMountain.Briffa.1996.lpd,tree,measured,Trsgi,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-ArrowsmithMountain.Briffa.1996.lpd,tree,measured,Residual,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-ArrowsmithMountain.Briffa.1996.lpd,tree,measured,ARS,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-ArrowsmithMountain.Briffa.1996.lpd,tree,measured,Corrs,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-ArrowsmithMountain.Briffa.1996.lpd,tree,measured,Rbar,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-ArrowsmithMountain.Briffa.1996.lpd,tree,measured,SD,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-ArrowsmithMountain.Briffa.1996.lpd,tree,measured,SE,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-ArrowsmithMountain.Briffa.1996.lpd,tree,measured,EPS,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-ArrowsmithMountain.Briffa.1996.lpd,tree,measured,Core,NA,NA,NA,NA,NA,NA
PAGES2kv2,NAm-Athabasca.Schweingruber.1996.lpd,tree,measured,Samplecount,count,NA,NA,NA,NA,NA
