filename,archiveType,proxyObservationType,units,interpretation/variable,interpretation/variableDetail,inferredVariable,inferredVarUnits
GIK13289_2.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
GIK13289_2.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
GIK15612_2.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
GIK15612_2.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
GIK15612_2.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
GIK15612_2.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
GIK15612_2.lpd,marine sediment,Foraminifera Abundance,counts,NA,NA,NA,NA
GIK15612_2.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
GIK15612_2.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
GIK15612_2.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
GIK15612_2.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
GIK15612_2.lpd,marine sediment,Dry Bulk Density,g/cm3,NA,NA,NA,NA
GIK15612_2.lpd,marine sediment,Total Organic Carbon,percent,NA,NA,NA,NA
GIK15637_1.lpd,marine sediment,Total Organic Carbon,percent,NA,NA,NA,NA
GIK15637_1.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
GIK17045_2.lpd,marine sediment,Total Organic Carbon,percent,NA,NA,NA,NA
GIK17045_2.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
GIK17045_2.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
GIK17045_2.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
GIK17045_2.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
GIK17045_2.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
GIK17045_2.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
GIK17045_2.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
GIK17045_2.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
GIK17045_3.lpd,marine sediment,Total Organic Carbon,percent,NA,NA,NA,NA
GIK17045_3.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
GIK17045_3.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
GIK17045_3.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
GIK17045_3.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
GIK17045_3.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
GIK17045_3.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
GIK17045_3.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
GIK17045_3.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
GIK17045_3.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
GIK17045_3.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
GIK17049_6.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
GIK17049_6.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
GIK17049_6.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
GIK17049_6.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
GIK17049_6.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
GIK17049_6.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
GIK17051_3.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
GIK17051_3.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
GIK17051_3.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
GIK17051_3.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
GIK17051_3.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
GIK17051_3.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
GIK17940_2.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
GIK17940_2.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
GIK17940_2.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
GIK17940_2.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
GIK17940_2.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
GIK17940_2.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
GIK17940_2.lpd,marine sediment,Uk37,NA,NA,NA,NA,NA
GIK17940_2.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
GIK17940_2.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
GIK17940_2.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
GIK17940_2.lpd,marine sediment,Total Organic Carbon,percent,NA,NA,NA,NA
GIK17940_2.lpd,marine sediment,Caco3,percent,NA,NA,NA,NA
GIK17940_2.lpd,marine sediment,Dry Bulk Density,g/cm3,NA,NA,NA,NA
GIK17940_2.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
GIK17961_2.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
GIK17961_2.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
GIK17961_2.lpd,marine sediment,Uk37,NA,NA,NA,NA,NA
GIK17961_2.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
GIK17961_2.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
GIK18471_1.lpd,marine sediment,Mg/Ca,mmol/mol,NA,NA,NA,NA
GIK18471_1.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
GIK18471_1.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
GIK18471_1.lpd,marine sediment,Mg/Ca,mmol/mol,NA,NA,NA,NA
GIK18471_1.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
GIK23258_2.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
GIK23258_2.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
GIK23258_2.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
GIK23258_2.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
GIK23258_2.lpd,marine sediment,Uk37,NA,NA,NA,NA,NA
GIK23258_2.lpd,marine sediment,37:2Alkenoneconcentration,ng/g,NA,NA,NA,NA
GIK23258_2.lpd,marine sediment,Total Organic Carbon,percent,NA,NA,NA,NA
GIK23258_3.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
GIK23258_3.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
GIK23258_3.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
GIK23258_3.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
GIK23415_9.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
GIK23415_9.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
GIK23415_9.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
GIK23415_9.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
GIK23415_9.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
GIK23415_9.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
GIK23519_5.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
GIK23519_5.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
GIK23519_5.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
GIK23519_5.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
GPC_5.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
GPC_5.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
GPC_5.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
GPC_5.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
GPC_5.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
GPC_5.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
GPC_5.lpd,marine sediment,Dry Bulk Density,g/cm3,NA,NA,NA,NA
GPC_5.lpd,marine sediment,Ice-Rafted Debris,no/g,NA,NA,NA,NA
H214.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
H214.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
H214.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
H214.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
H214.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
H214.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
HLY02_02_17.lpd,marine sediment,Biogenic Silica,percent,NA,NA,NA,NA
HLY02_02_17.lpd,marine sediment,Caco3,percent,NA,NA,NA,NA
HLY02_02_17.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
HLY02_02_17.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
HU91_045_093.lpd,marine sediment,Mg/Ca,mmol/mol,NA,NA,NA,NA
HU91_045_093.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
HU91_045_093.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
KF13.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
KF13.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
KF13.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
KF13.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
KF13.lpd,marine sediment,Caco3,percent,NA,NA,NA,NA
KF13.lpd,marine sediment,Total Organic Carbon,percent,NA,NA,NA,NA
KH94_3_LM_8.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
KH94_3_LM_8.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
KH94_3_LM_8.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
KH94_3_LM_8.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
KNR110_82.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
KNR110_82.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
KNR110_82.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
KNR110_82.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
KNR159_36.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
KNR159_36.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
KNR159_36.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
KNR159_36.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
KNR159_36.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
KNR159_36.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
KNR159_36.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
KNR159_36.lpd,marine sediment,Mg/Ca,mmol/mol,NA,NA,NA,NA
KNR166_2_1.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
KNR166_2_1.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
KNR166_2_1.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
KNR166_2_1.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
KNR166_2_1.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
KNR166_2_1.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
KNR166_2_105.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
KNR166_2_105.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
KNR166_2_106.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
KNR166_2_106.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
KNR166_2_113.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
KNR166_2_113.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
KNR166_2_113.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
KNR166_2_113.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
KNR166_2_119.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
KNR166_2_119.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
KNR166_2_127.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
KNR166_2_127.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
KNR166_2_135.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
KNR166_2_135.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
KNR166_2_2.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
KNR166_2_2.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
KNR166_2_2.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
KNR166_2_2.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
KNR166_2_51.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
KNR166_2_51.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
KT90_9_21.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
KT90_9_21.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
KT90_9_21.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
KT90_9_21.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
KT90_9_21.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
KT90_9_21.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
KT90_9_5.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
KT90_9_5.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
KT90_9_5.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
KT90_9_5.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
KT90_9_5.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
KT90_9_5.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
LV28_42_4.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
LV28_42_4.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
LV28_42_4.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
LV28_42_4.lpd,marine sediment,Dry Bulk Density,g/cm3,NA,NA,NA,NA
LV28_42_4.lpd,marine sediment,Biogenic Silica,percent,NA,NA,NA,NA
LV28_42_4.lpd,marine sediment,Total Organic Carbon,percent,NA,NA,NA,NA
LV28_42_4.lpd,marine sediment,Caco3,percent,NA,NA,NA,NA
LV29_114_3.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
LV29_114_3.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
LV29_114_3.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
LV29_114_3.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
LV29_114_3.lpd,marine sediment,Uk37,NA,NA,NA,NA,NA
LV29_114_3.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
LV29_114_3.lpd,marine sediment,Mg/Ca,mmol/mol,NA,NA,NA,NA
LV29_114_3.lpd,marine sediment,Caco3,percent,NA,NA,NA,NA
LV29_114_3.lpd,marine sediment,Biogenic Silica,percent,NA,NA,NA,NA
M35003_4.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
M35003_4.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
M35003_4.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
M35003_4.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
M35003_4.lpd,marine sediment,37:2Alkenoneconcentration,ng/g,NA,NA,NA,NA
M35003_4.lpd,marine sediment,37:2Alkenoneconcentration,ng/g,NA,NA,NA,NA
M35003_4.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
M35003_4.lpd,marine sediment,Uk37,NA,NA,NA,NA,NA
M35003_4.lpd,marine sediment,Total Organic Carbon,percent,NA,NA,NA,NA
M35003_4.lpd,marine sediment,Caco3,percent,NA,NA,NA,NA
M77_2_056_5.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
M77_2_056_5.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
M77_2_056_5.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
M77_2_056_5.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
M77_2_056_5.lpd,marine sediment,Mg/Ca,mmol/mol,NA,NA,NA,NA
M77_2_056_5.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
M77_2_056_5.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
M77_2_056_5.lpd,marine sediment,Mg/Ca,mmol/mol,NA,NA,NA,NA
M77_2_059_1.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
M77_2_059_1.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
M77_2_059_1.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
M77_2_059_1.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
M77_2_059_1.lpd,marine sediment,Mg/Ca,mmol/mol,NA,NA,NA,NA
M77_2_059_1.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
M77_2_059_1.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
M77_2_059_1.lpd,marine sediment,Mg/Ca,mmol/mol,NA,NA,NA,NA
M77_2_059_1.lpd,marine sediment,Uk37,NA,NA,NA,NA,NA
M77_2_059_1.lpd,marine sediment,37:2Alkenoneconcentration,ng/g,NA,NA,NA,NA
M77_2_059_1.lpd,marine sediment,Caco3,percent,NA,NA,NA,NA
MD01_2378.lpd,marine sediment,Mg/Ca,mmol/mol,NA,NA,NA,NA
MD01_2378.lpd,marine sediment,Mg/Ca,mmol/mol,NA,NA,NA,NA
MD01_2378.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
MD01_2378.lpd,marine sediment,Caco3,percent,NA,NA,NA,NA
MD01_2378.lpd,marine sediment,Total Organic Carbon,percent,NA,NA,NA,NA
MD01_2378.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
MD01_2378.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
MD01_2378.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
MD01_2378.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
MD01_2378.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
MD01_2378.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
MD01_2378.lpd,marine sediment,Mg/Ca,mmol/mol,NA,NA,NA,NA
MD01_2378.lpd,marine sediment,Mg/Ca,mmol/mol,NA,NA,NA,NA
MD01_2416.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
MD01_2416.lpd,marine sediment,NA,permil PDB,NA,NA,NA,NA
MD01_2416.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
MD01_2416.lpd,marine sediment,Mg/Ca,mmol/mol,NA,NA,NA,NA
MD01_2416.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
MD01_2416.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
MD01_2416.lpd,marine sediment,Dry Bulk Density,g/cm3,NA,NA,NA,NA
MD01_2416.lpd,marine sediment,Biogenic Silica,percent,NA,NA,NA,NA
MD01_2416.lpd,marine sediment,Total Organic Carbon,percent,NA,NA,NA,NA
MD01_2416.lpd,marine sediment,Mg/Ca,mmol/mol,NA,NA,NA,NA
MD01_2416.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
MD01_2416.lpd,marine sediment,Mg/Ca,mmol/mol,NA,NA,NA,NA
MD02_2489.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
MD02_2489.lpd,marine sediment,NA,permil PDB,NA,NA,NA,NA
MD02_2489.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
MD02_2489.lpd,marine sediment,NA,permil PDB,NA,NA,NA,NA
MD02_2489.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
MD02_2489.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
MD02_2489.lpd,marine sediment,NA,permil PDB,NA,NA,NA,NA
MD02_2489.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
MD02_2489.lpd,marine sediment,NA,permil PDB,NA,NA,NA,NA
MD02_2489.lpd,marine sediment,Biogenic Silica,percent,NA,NA,NA,NA
MD02_2489.lpd,marine sediment,Ice-Rafted Debris,percent,NA,NA,NA,NA
MD02_2489.lpd,marine sediment,Total Organic Carbon,percent,NA,NA,NA,NA
MD02_2489.lpd,marine sediment,Caco3,percent,NA,NA,NA,NA
MD02_2489.lpd,marine sediment,Dry Bulk Density,g/cm3,NA,NA,NA,NA
MD02_2575.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
MD02_2575.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
MD02_2575.lpd,marine sediment,Mg/Ca,mmol/mol,NA,NA,NA,NA
MD02_2575.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
MD02_2589.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
MD02_2589.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
MD06_2986.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
MD06_2986.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
MD06_2990.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
MD06_2990.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
MD06_3067.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
MD06_3067.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
MD06_3067.lpd,marine sediment,Mg/Ca,mmol/mol,NA,NA,NA,NA
MD06_3067.lpd,marine sediment,Mg/Ca,mmol/mol,NA,NA,NA,NA
MD06_3067.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
MD06_3075.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
MD06_3075.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
MD06_3075.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
MD06_3075.lpd,marine sediment,Uk37,NA,NA,NA,NA,NA
MD06_3075.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
MD06_3075.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
MD07_3076.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
MD07_3076.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
MD07_3076.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
MD07_3076.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
MD07_3076.lpd,marine sediment,Biogenic Silica,percent,NA,NA,NA,NA
MD07_3076.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
MD07_3076.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
MD07_3076.lpd,marine sediment,Mg/Ca,mmol/mol,NA,NA,NA,NA
MD07_3076.lpd,marine sediment,Mg/Ca,mmol/mol,NA,NA,NA,NA
MD07_3076.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
MD73_025.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
MD73_025.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
MD73_025.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
MD73_025.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
MD84_527.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
MD84_527.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
MD84_527.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
MD84_527.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
MD84_527.lpd,marine sediment,NA,degC,NA,NA,NA,NA
MD84_527.lpd,marine sediment,Total Organic Carbon,percent,NA,NA,NA,NA
MD84_527.lpd,marine sediment,Dry Bulk Density,g/cm3,NA,NA,NA,NA
MD88_770.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
MD88_770.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
MD88_770.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
MD88_770.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
MD88_770.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
MD95_2010.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
MD95_2010.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
MD95_2010.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
MD95_2010.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
MD95_2010.lpd,marine sediment,Ice-Rafted Debris,no/g,NA,NA,NA,NA
MD95_2010.lpd,marine sediment,Ice-Rafted Debris,no/g,NA,NA,NA,NA
MD95_2010.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
MD95_2010.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
MD95_2024.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
MD95_2024.lpd,marine sediment,Mg/Ca,mmol/mol,NA,NA,NA,NA
MD95_2024.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
MD95_2024.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
MD95_2024.lpd,marine sediment,Caco3,percent,NA,NA,NA,NA
MD95_2024.lpd,marine sediment,Ice-Rafted Debris,percent,NA,NA,NA,NA
MD95_2024.lpd,marine sediment,Total Organic Carbon,percent,NA,NA,NA,NA
MD95_2039.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
MD95_2039.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
MD95_2039.lpd,marine sediment,Ice-Rafted Debris,no/g,NA,NA,NA,NA
MD95_2039.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
MD95_2039.lpd,marine sediment,Caco3,percent,NA,NA,NA,NA
MD95_2039.lpd,marine sediment,Total Organic Carbon,percent,NA,NA,NA,NA
MD95_2040.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
MD95_2040.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
MD95_2040.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
MD95_2040.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
MD95_2040.lpd,marine sediment,Ice-Rafted Debris,percent,NA,NA,NA,NA
MD95_2040.lpd,marine sediment,37:2Alkenoneconcentration,ng/g,NA,NA,NA,NA
MD95_2040.lpd,marine sediment,Uk37,NA,NA,NA,NA,NA
MD95_2040.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
MD95_2040.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
MD95_2040.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
MD95_2040.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
MD95_2040.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
MD95_2040.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
MD95_2040.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
MD95_2040.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
MD95_2040.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
MD95_2040.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
MD95_2040.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
MD95_2040.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
MD95_2040.lpd,marine sediment,Total Organic Carbon,percent,NA,NA,NA,NA
MD95_2043.lpd,marine sediment,D18O,permil PDB,NA,NA,NA,NA
MD95_2043.lpd,marine sediment,D13C,permil PDB,NA,NA,NA,NA
