authorName,archiveType,proxyObservationType,units,interpretation/variable,interpretation/variableDetail,inferredVariable,inferredVarUnits
R. D. Darrigo,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
G. C. Jacoby,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
W. E. Wright,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
E. R. Cook,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
K. J. Anchukaitis,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
B. M. Buckley,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
R. D. Darrigo,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
G. C. Jacoby,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
W. E. Wright,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Edward R. Cook,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Paul J. Krusic,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Kevin J. Anchukaitis,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Brendan M. Buckley,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Takeshi Nakatsuka,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Masaki Sano,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Edward R. Cook,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Paul J. Krusic,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Kevin J. Anchukaitis,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Brendan M. Buckley,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Takeshi Nakatsuka,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Masaki Sano,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Edward R. Cook,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Paul J. Krusic,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Kevin J. Anchukaitis,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Brendan M. Buckley,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Takeshi Nakatsuka,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Masaki Sano,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Edward R. Cook,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Paul J. Krusic,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Kevin J. Anchukaitis,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Brendan M. Buckley,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Takeshi Nakatsuka,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Masaki Sano,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Edward R. Cook,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Paul J. Krusic,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Kevin J. Anchukaitis,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Brendan M. Buckley,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Takeshi Nakatsuka,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Masaki Sano,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Edward R. Cook,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Paul J. Krusic,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Kevin J. Anchukaitis,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Brendan M. Buckley,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Takeshi Nakatsuka,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Masaki Sano,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Edward R. Cook,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Paul J. Krusic,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Kevin J. Anchukaitis,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Brendan M. Buckley,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Takeshi Nakatsuka,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Masaki Sano,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Edward R. Cook,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Paul J. Krusic,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Kevin J. Anchukaitis,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Brendan M. Buckley,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Takeshi Nakatsuka,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Masaki Sano,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Edward R. Cook,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Paul J. Krusic,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Kevin J. Anchukaitis,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Brendan M. Buckley,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Takeshi Nakatsuka,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Masaki Sano,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Edward R. Cook,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Paul J. Krusic,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Kevin J. Anchukaitis,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Brendan M. Buckley,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Takeshi Nakatsuka,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Masaki Sano,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Edward R. Cook,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Paul J. Krusic,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Kevin J. Anchukaitis,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Brendan M. Buckley,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Takeshi Nakatsuka,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Masaki Sano,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Edward R. Cook,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Paul J. Krusic,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Kevin J. Anchukaitis,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Brendan M. Buckley,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Takeshi Nakatsuka,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Masaki Sano,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Edward R. Cook,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Paul J. Krusic,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Kevin J. Anchukaitis,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Brendan M. Buckley,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Takeshi Nakatsuka,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Masaki Sano,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Edward R. Cook,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Paul J. Krusic,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Kevin J. Anchukaitis,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Brendan M. Buckley,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Takeshi Nakatsuka,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Masaki Sano,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Edward R. Cook,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Paul J. Krusic,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Kevin J. Anchukaitis,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Brendan M. Buckley,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Takeshi Nakatsuka,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Masaki Sano,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Edward R. Cook,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Paul J. Krusic,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Kevin J. Anchukaitis,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Brendan M. Buckley,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Takeshi Nakatsuka,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Masaki Sano,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Edward R. Cook,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Paul J. Krusic,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Kevin J. Anchukaitis,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Brendan M. Buckley,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Takeshi Nakatsuka,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Masaki Sano,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Edward R. Cook,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Paul J. Krusic,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Kevin J. Anchukaitis,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Brendan M. Buckley,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Takeshi Nakatsuka,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Masaki Sano,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Edward R. Cook,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Paul J. Krusic,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Kevin J. Anchukaitis,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Brendan M. Buckley,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Takeshi Nakatsuka,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Masaki Sano,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Edward R. Cook,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Paul J. Krusic,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Kevin J. Anchukaitis,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Brendan M. Buckley,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Takeshi Nakatsuka,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Masaki Sano,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Edward R. Cook,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Paul J. Krusic,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Kevin J. Anchukaitis,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Brendan M. Buckley,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Takeshi Nakatsuka,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Masaki Sano,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Edward R. Cook,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Paul J. Krusic,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Kevin J. Anchukaitis,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Brendan M. Buckley,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Takeshi Nakatsuka,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Masaki Sano,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Edward R. Cook,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Paul J. Krusic,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Kevin J. Anchukaitis,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Brendan M. Buckley,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Takeshi Nakatsuka,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Masaki Sano,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Edward R. Cook,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Paul J. Krusic,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Kevin J. Anchukaitis,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Brendan M. Buckley,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Takeshi Nakatsuka,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Masaki Sano,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Edward R. Cook,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Paul J. Krusic,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Kevin J. Anchukaitis,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Brendan M. Buckley,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Takeshi Nakatsuka,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Masaki Sano,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Edward R. Cook,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Paul J. Krusic,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Kevin J. Anchukaitis,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Brendan M. Buckley,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Takeshi Nakatsuka,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Masaki Sano,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Edward R. Cook,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Paul J. Krusic,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Kevin J. Anchukaitis,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Brendan M. Buckley,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Takeshi Nakatsuka,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Masaki Sano,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Edward R. Cook,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Paul J. Krusic,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Kevin J. Anchukaitis,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Brendan M. Buckley,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Takeshi Nakatsuka,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Masaki Sano,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Edward R. Cook,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Paul J. Krusic,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Kevin J. Anchukaitis,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Brendan M. Buckley,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Takeshi Nakatsuka,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Masaki Sano,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Edward R. Cook,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Paul J. Krusic,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Kevin J. Anchukaitis,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Brendan M. Buckley,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Takeshi Nakatsuka,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Masaki Sano,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
L. G. Thompson,glacier ice,D18O,permil,NA,Air Condensationlevel,NA,NA
L. G. Thompson,glacier ice,Dust,permil,NA,Na,NA,NA
L. G. Thompson,glacier ice,Chloride,ppb,NA,NA,NA,NA
L. G. Thompson,glacier ice,Nitrate,ppb,NA,NA,NA,NA
L. G. Thompson,glacier ice,Sulfate,ppb,NA,NA,NA,NA
Edward R. Cook,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Paul J. Krusic,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Kevin J. Anchukaitis,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Brendan M. Buckley,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Takeshi Nakatsuka,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Masaki Sano,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Edward R. Cook,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Paul J. Krusic,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Kevin J. Anchukaitis,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Brendan M. Buckley,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Takeshi Nakatsuka,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Masaki Sano,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Edward R. Cook,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Paul J. Krusic,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Kevin J. Anchukaitis,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Brendan M. Buckley,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Takeshi Nakatsuka,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Masaki Sano,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Edward R. Cook,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Paul J. Krusic,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Kevin J. Anchukaitis,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Brendan M. Buckley,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Takeshi Nakatsuka,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Masaki Sano,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Edward R. Cook,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Paul J. Krusic,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Kevin J. Anchukaitis,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Brendan M. Buckley,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Takeshi Nakatsuka,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Masaki Sano,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Edward R. Cook,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Paul J. Krusic,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Kevin J. Anchukaitis,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Brendan M. Buckley,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Takeshi Nakatsuka,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Masaki Sano,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Edward R. Cook,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Paul J. Krusic,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Kevin J. Anchukaitis,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Brendan M. Buckley,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Takeshi Nakatsuka,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Masaki Sano,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Edward R. Cook,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Paul J. Krusic,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Kevin J. Anchukaitis,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Brendan M. Buckley,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Takeshi Nakatsuka,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Masaki Sano,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Edward R. Cook,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Paul J. Krusic,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Kevin J. Anchukaitis,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Brendan M. Buckley,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Takeshi Nakatsuka,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Masaki Sano,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
L. G. Thompson,glacier ice,D18O,permil,NA,Air Condensationlevel,NA,NA
L. G. Thompson,glacier ice,Dust,count/mL,NA,NA,NA,NA
L. G. Thompson,glacier ice,Chloride,ppb,NA,NA,NA,NA
L. G. Thompson,glacier ice,Sulfate,ppb,NA,NA,NA,NA
L. G. Thompson,glacier ice,Nitrate,ppb,NA,NA,NA,NA
Edward R. Cook,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Paul J. Krusic,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Kevin J. Anchukaitis,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Brendan M. Buckley,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Takeshi Nakatsuka,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Masaki Sano,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Edward R. Cook,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Paul J. Krusic,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Kevin J. Anchukaitis,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Brendan M. Buckley,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Takeshi Nakatsuka,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Masaki Sano,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Edward R. Cook,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Paul J. Krusic,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Kevin J. Anchukaitis,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Brendan M. Buckley,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Takeshi Nakatsuka,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Masaki Sano,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Edward R. Cook,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Paul J. Krusic,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Kevin J. Anchukaitis,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Brendan M. Buckley,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Takeshi Nakatsuka,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Masaki Sano,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Edward R. Cook,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Paul J. Krusic,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Kevin J. Anchukaitis,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Brendan M. Buckley,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Takeshi Nakatsuka,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Masaki Sano,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Edward R. Cook,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Paul J. Krusic,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Kevin J. Anchukaitis,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Brendan M. Buckley,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Takeshi Nakatsuka,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Masaki Sano,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Edward R. Cook,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Paul J. Krusic,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Kevin J. Anchukaitis,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Brendan M. Buckley,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
