coordinates,publication,filename,archiveType,variableType,description,proxyObservationType,units,rank,interpretation/variable,interpretation/variableDetail,inferredVariable,inferredVarUnits
"[-70.8, 44.8, 930]",PAGES2kv2,NAm-ElephantMountain.Conkey.1994.lpd,tree,measured,NA,NA,NA,NA,NA,NA,NA,NA
"[-70.8, 44.8, 930]",PAGES2kv2,NAm-ElephantMountain.Conkey.1994.lpd,tree,measured,NA,NA,NA,NA,NA,NA,NA,NA
"[-70.8, 44.8, 930]",PAGES2kv2,NAm-ElephantMountain.Conkey.1994.lpd,tree,measured,NA,Expressed Population Signal,NA,NA,NA,NA,NA,NA
"[-70.8, 44.8, 930]",PAGES2kv2,NAm-ElephantMountain.Conkey.1994.lpd,tree,measured,NA,Core,NA,NA,NA,NA,NA,NA
"[-147.3, 61.8, 960]",PAGES2kv2,NAm-EurekaSummit.Schweingruber.1996.lpd,tree,measured,NA,Sample Count,count,NA,NA,NA,NA,NA
"[-147.3, 61.8, 960]",PAGES2kv2,NAm-EurekaSummit.Schweingruber.1996.lpd,tree,measured,NA,Segment,NA,NA,NA,NA,NA,NA
"[-147.3, 61.8, 960]",PAGES2kv2,NAm-EurekaSummit.Schweingruber.1996.lpd,tree,measured,NA,Tree Ring Width,cm,NA,NA,NA,NA,NA
"[-147.3, 61.8, 960]",PAGES2kv2,NAm-EurekaSummit.Schweingruber.1996.lpd,tree,measured,NA,Tree Ring Standardized Growth Index,NA,1,NA,Air Surface,NA,NA
"[-147.3, 61.8, 960]",PAGES2kv2,NAm-EurekaSummit.Schweingruber.1996.lpd,tree,measured,NA,Residual,NA,NA,NA,NA,NA,NA
"[-147.3, 61.8, 960]",PAGES2kv2,NAm-EurekaSummit.Schweingruber.1996.lpd,tree,measured,NA,Arstan Chronology,NA,NA,NA,NA,NA,NA
"[-147.3, 61.8, 960]",PAGES2kv2,NAm-EurekaSummit.Schweingruber.1996.lpd,tree,measured,NA,Corrs,NA,NA,NA,NA,NA,NA
"[-147.3, 61.8, 960]",PAGES2kv2,NAm-EurekaSummit.Schweingruber.1996.lpd,tree,measured,NA,Rbar (Mean Pair Correlation),NA,NA,NA,NA,NA,NA
"[-147.3, 61.8, 960]",PAGES2kv2,NAm-EurekaSummit.Schweingruber.1996.lpd,tree,measured,NA,NA,NA,NA,NA,NA,NA,NA
"[-147.3, 61.8, 960]",PAGES2kv2,NAm-EurekaSummit.Schweingruber.1996.lpd,tree,measured,NA,NA,NA,NA,NA,NA,NA,NA
"[-147.3, 61.8, 960]",PAGES2kv2,NAm-EurekaSummit.Schweingruber.1996.lpd,tree,measured,NA,Expressed Population Signal,NA,NA,NA,NA,NA,NA
"[-147.3, 61.8, 960]",PAGES2kv2,NAm-EurekaSummit.Schweingruber.1996.lpd,tree,measured,NA,Core,NA,NA,NA,NA,NA,NA
"[-141.6, 68.7, 790]",PAGES2kv2,NAm-FirthRiver.Anchukaitis.2013.lpd,tree,measured,NA,Sample Count,count,NA,NA,NA,NA,NA
"[-141.6, 68.7, 790]",PAGES2kv2,NAm-FirthRiver.Anchukaitis.2013.lpd,tree,measured,NA,Segment,NA,NA,NA,NA,NA,NA
"[-141.6, 68.7, 790]",PAGES2kv2,NAm-FirthRiver.Anchukaitis.2013.lpd,tree,measured,NA,Density,g/cm3,NA,NA,NA,NA,NA
"[-141.6, 68.7, 790]",PAGES2kv2,NAm-FirthRiver.Anchukaitis.2013.lpd,tree,measured,NA,Maximum Latewood Density,NA,1,NA,Air Surface,NA,NA
"[-141.6, 68.7, 790]",PAGES2kv2,NAm-FirthRiver.Anchukaitis.2013.lpd,tree,measured,NA,Residual,NA,NA,NA,NA,NA,NA
"[-141.6, 68.7, 790]",PAGES2kv2,NAm-FirthRiver.Anchukaitis.2013.lpd,tree,measured,NA,Arstan Chronology,NA,NA,NA,NA,NA,NA
"[-141.6, 68.7, 790]",PAGES2kv2,NAm-FirthRiver.Anchukaitis.2013.lpd,tree,measured,NA,Corrs,NA,NA,NA,NA,NA,NA
"[-141.6, 68.7, 790]",PAGES2kv2,NAm-FirthRiver.Anchukaitis.2013.lpd,tree,measured,NA,Rbar (Mean Pair Correlation),NA,NA,NA,NA,NA,NA
"[-141.6, 68.7, 790]",PAGES2kv2,NAm-FirthRiver.Anchukaitis.2013.lpd,tree,measured,NA,NA,NA,NA,NA,NA,NA,NA
"[-141.6, 68.7, 790]",PAGES2kv2,NAm-FirthRiver.Anchukaitis.2013.lpd,tree,measured,NA,NA,NA,NA,NA,NA,NA,NA
"[-141.6, 68.7, 790]",PAGES2kv2,NAm-FirthRiver.Anchukaitis.2013.lpd,tree,measured,NA,Expressed Population Signal,NA,NA,NA,NA,NA,NA
"[-141.6, 68.7, 790]",PAGES2kv2,NAm-FirthRiver.Anchukaitis.2013.lpd,tree,measured,NA,Core,NA,NA,NA,NA,NA,NA
"[-116.8, 34.1, 2890]",PAGES2kv2,NAm-FishCreekTrail.Biondi.2001.lpd,tree,measured,NA,Sample Count,count,NA,NA,NA,NA,NA
"[-116.8, 34.1, 2890]",PAGES2kv2,NAm-FishCreekTrail.Biondi.2001.lpd,tree,measured,NA,Segment,NA,NA,NA,NA,NA,NA
"[-116.8, 34.1, 2890]",PAGES2kv2,NAm-FishCreekTrail.Biondi.2001.lpd,tree,measured,NA,Tree Ring Width,cm,NA,NA,NA,NA,NA
"[-116.8, 34.1, 2890]",PAGES2kv2,NAm-FishCreekTrail.Biondi.2001.lpd,tree,measured,NA,Tree Ring Standardized Growth Index,NA,1,NA,Air Surface,NA,NA
"[-116.8, 34.1, 2890]",PAGES2kv2,NAm-FishCreekTrail.Biondi.2001.lpd,tree,measured,NA,Residual,NA,NA,NA,NA,NA,NA
"[-116.8, 34.1, 2890]",PAGES2kv2,NAm-FishCreekTrail.Biondi.2001.lpd,tree,measured,NA,Arstan Chronology,NA,NA,NA,NA,NA,NA
"[-116.8, 34.1, 2890]",PAGES2kv2,NAm-FishCreekTrail.Biondi.2001.lpd,tree,measured,NA,Corrs,NA,NA,NA,NA,NA,NA
"[-116.8, 34.1, 2890]",PAGES2kv2,NAm-FishCreekTrail.Biondi.2001.lpd,tree,measured,NA,Rbar (Mean Pair Correlation),NA,NA,NA,NA,NA,NA
"[-116.8, 34.1, 2890]",PAGES2kv2,NAm-FishCreekTrail.Biondi.2001.lpd,tree,measured,NA,NA,NA,NA,NA,NA,NA,NA
"[-116.8, 34.1, 2890]",PAGES2kv2,NAm-FishCreekTrail.Biondi.2001.lpd,tree,measured,NA,NA,NA,NA,NA,NA,NA,NA
"[-116.8, 34.1, 2890]",PAGES2kv2,NAm-FishCreekTrail.Biondi.2001.lpd,tree,measured,NA,Expressed Population Signal,NA,NA,NA,NA,NA,NA
"[-116.8, 34.1, 2890]",PAGES2kv2,NAm-FishCreekTrail.Biondi.2001.lpd,tree,measured,NA,Core,NA,NA,NA,NA,NA,NA
"[-113.2, 46.3, 2645]",PAGES2kv2,NAm-FlintCreekRange.Hughes.2005.lpd,tree,measured,NA,Sample Count,count,NA,NA,NA,NA,NA
"[-113.2, 46.3, 2645]",PAGES2kv2,NAm-FlintCreekRange.Hughes.2005.lpd,tree,measured,NA,Segment,NA,NA,NA,NA,NA,NA
"[-113.2, 46.3, 2645]",PAGES2kv2,NAm-FlintCreekRange.Hughes.2005.lpd,tree,measured,NA,Tree Ring Width,cm,NA,NA,NA,NA,NA
"[-113.2, 46.3, 2645]",PAGES2kv2,NAm-FlintCreekRange.Hughes.2005.lpd,tree,measured,NA,Tree Ring Standardized Growth Index,NA,1,NA,Air Surface,NA,NA
"[-113.2, 46.3, 2645]",PAGES2kv2,NAm-FlintCreekRange.Hughes.2005.lpd,tree,measured,NA,Residual,NA,NA,NA,NA,NA,NA
"[-113.2, 46.3, 2645]",PAGES2kv2,NAm-FlintCreekRange.Hughes.2005.lpd,tree,measured,NA,Arstan Chronology,NA,NA,NA,NA,NA,NA
"[-113.2, 46.3, 2645]",PAGES2kv2,NAm-FlintCreekRange.Hughes.2005.lpd,tree,measured,NA,Corrs,NA,NA,NA,NA,NA,NA
"[-113.2, 46.3, 2645]",PAGES2kv2,NAm-FlintCreekRange.Hughes.2005.lpd,tree,measured,NA,Rbar (Mean Pair Correlation),NA,NA,NA,NA,NA,NA
"[-113.2, 46.3, 2645]",PAGES2kv2,NAm-FlintCreekRange.Hughes.2005.lpd,tree,measured,NA,NA,NA,NA,NA,NA,NA,NA
"[-113.2, 46.3, 2645]",PAGES2kv2,NAm-FlintCreekRange.Hughes.2005.lpd,tree,measured,NA,NA,NA,NA,NA,NA,NA,NA
"[-113.2, 46.3, 2645]",PAGES2kv2,NAm-FlintCreekRange.Hughes.2005.lpd,tree,measured,NA,Expressed Population Signal,NA,NA,NA,NA,NA,NA
"[-113.2, 46.3, 2645]",PAGES2kv2,NAm-FlintCreekRange.Hughes.2005.lpd,tree,measured,NA,Core,NA,NA,NA,NA,NA,NA
"[-118.2, 36.5, 3291]",PAGES2kv2,NAm-FlowerLake.Graybill.1995.lpd,tree,measured,NA,Sample Count,count,NA,NA,NA,NA,NA
"[-118.2, 36.5, 3291]",PAGES2kv2,NAm-FlowerLake.Graybill.1995.lpd,tree,measured,NA,Segment,NA,NA,NA,NA,NA,NA
"[-118.2, 36.5, 3291]",PAGES2kv2,NAm-FlowerLake.Graybill.1995.lpd,tree,measured,NA,Tree Ring Width,cm,NA,NA,NA,NA,NA
"[-118.2, 36.5, 3291]",PAGES2kv2,NAm-FlowerLake.Graybill.1995.lpd,tree,measured,NA,Tree Ring Standardized Growth Index,NA,1,NA,Air Surface,NA,NA
"[-118.2, 36.5, 3291]",PAGES2kv2,NAm-FlowerLake.Graybill.1995.lpd,tree,measured,NA,Residual,NA,NA,NA,NA,NA,NA
"[-118.2, 36.5, 3291]",PAGES2kv2,NAm-FlowerLake.Graybill.1995.lpd,tree,measured,NA,Arstan Chronology,NA,NA,NA,NA,NA,NA
"[-118.2, 36.5, 3291]",PAGES2kv2,NAm-FlowerLake.Graybill.1995.lpd,tree,measured,NA,Corrs,NA,NA,NA,NA,NA,NA
"[-118.2, 36.5, 3291]",PAGES2kv2,NAm-FlowerLake.Graybill.1995.lpd,tree,measured,NA,Rbar (Mean Pair Correlation),NA,NA,NA,NA,NA,NA
"[-118.2, 36.5, 3291]",PAGES2kv2,NAm-FlowerLake.Graybill.1995.lpd,tree,measured,NA,NA,NA,NA,NA,NA,NA,NA
"[-118.2, 36.5, 3291]",PAGES2kv2,NAm-FlowerLake.Graybill.1995.lpd,tree,measured,NA,NA,NA,NA,NA,NA,NA,NA
"[-118.2, 36.5, 3291]",PAGES2kv2,NAm-FlowerLake.Graybill.1995.lpd,tree,measured,NA,Expressed Population Signal,NA,NA,NA,NA,NA,NA
"[-118.2, 36.5, 3291]",PAGES2kv2,NAm-FlowerLake.Graybill.1995.lpd,tree,measured,NA,Core,NA,NA,NA,NA,NA,NA
"[-105.9, 39.9, 3370]",PAGES2kv2,NAm-FoolCreek.Brown.2005.lpd,tree,measured,NA,Sample Count,count,NA,NA,NA,NA,NA
"[-105.9, 39.9, 3370]",PAGES2kv2,NAm-FoolCreek.Brown.2005.lpd,tree,measured,NA,Segment,NA,NA,NA,NA,NA,NA
"[-105.9, 39.9, 3370]",PAGES2kv2,NAm-FoolCreek.Brown.2005.lpd,tree,measured,NA,Tree Ring Width,cm,NA,NA,NA,NA,NA
"[-105.9, 39.9, 3370]",PAGES2kv2,NAm-FoolCreek.Brown.2005.lpd,tree,measured,NA,Tree Ring Standardized Growth Index,NA,1,NA,Air Surface,NA,NA
"[-105.9, 39.9, 3370]",PAGES2kv2,NAm-FoolCreek.Brown.2005.lpd,tree,measured,NA,Residual,NA,NA,NA,NA,NA,NA
"[-105.9, 39.9, 3370]",PAGES2kv2,NAm-FoolCreek.Brown.2005.lpd,tree,measured,NA,Arstan Chronology,NA,NA,NA,NA,NA,NA
"[-105.9, 39.9, 3370]",PAGES2kv2,NAm-FoolCreek.Brown.2005.lpd,tree,measured,NA,Corrs,NA,NA,NA,NA,NA,NA
"[-105.9, 39.9, 3370]",PAGES2kv2,NAm-FoolCreek.Brown.2005.lpd,tree,measured,NA,Rbar (Mean Pair Correlation),NA,NA,NA,NA,NA,NA
"[-105.9, 39.9, 3370]",PAGES2kv2,NAm-FoolCreek.Brown.2005.lpd,tree,measured,NA,NA,NA,NA,NA,NA,NA,NA
"[-105.9, 39.9, 3370]",PAGES2kv2,NAm-FoolCreek.Brown.2005.lpd,tree,measured,NA,NA,NA,NA,NA,NA,NA,NA
"[-105.9, 39.9, 3370]",PAGES2kv2,NAm-FoolCreek.Brown.2005.lpd,tree,measured,NA,Expressed Population Signal,NA,NA,NA,NA,NA,NA
"[-105.9, 39.9, 3370]",PAGES2kv2,NAm-FoolCreek.Brown.2005.lpd,tree,measured,NA,Core,NA,NA,NA,NA,NA,NA
"[-68.4, 58.4, 46]",PAGES2kv2,NAm-FortChimo.Fritts.1981.lpd,tree,measured,NA,Sample Count,count,NA,NA,NA,NA,NA
"[-68.4, 58.4, 46]",PAGES2kv2,NAm-FortChimo.Fritts.1981.lpd,tree,measured,NA,Segment,NA,NA,NA,NA,NA,NA
"[-68.4, 58.4, 46]",PAGES2kv2,NAm-FortChimo.Fritts.1981.lpd,tree,measured,NA,Tree Ring Width,cm,NA,NA,NA,NA,NA
"[-68.4, 58.4, 46]",PAGES2kv2,NAm-FortChimo.Fritts.1981.lpd,tree,measured,NA,Tree Ring Standardized Growth Index,NA,1,NA,Air Surface,NA,NA
"[-68.4, 58.4, 46]",PAGES2kv2,NAm-FortChimo.Fritts.1981.lpd,tree,measured,NA,Residual,NA,NA,NA,NA,NA,NA
"[-68.4, 58.4, 46]",PAGES2kv2,NAm-FortChimo.Fritts.1981.lpd,tree,measured,NA,Arstan Chronology,NA,NA,NA,NA,NA,NA
"[-68.4, 58.4, 46]",PAGES2kv2,NAm-FortChimo.Fritts.1981.lpd,tree,measured,NA,Corrs,NA,NA,NA,NA,NA,NA
"[-68.4, 58.4, 46]",PAGES2kv2,NAm-FortChimo.Fritts.1981.lpd,tree,measured,NA,Rbar (Mean Pair Correlation),NA,NA,NA,NA,NA,NA
"[-68.4, 58.4, 46]",PAGES2kv2,NAm-FortChimo.Fritts.1981.lpd,tree,measured,NA,NA,NA,NA,NA,NA,NA,NA
"[-68.4, 58.4, 46]",PAGES2kv2,NAm-FortChimo.Fritts.1981.lpd,tree,measured,NA,NA,NA,NA,NA,NA,NA,NA
"[-68.4, 58.4, 46]",PAGES2kv2,NAm-FortChimo.Fritts.1981.lpd,tree,measured,NA,Expressed Population Signal,NA,NA,NA,NA,NA,NA
"[-68.4, 58.4, 46]",PAGES2kv2,NAm-FortChimo.Fritts.1981.lpd,tree,measured,NA,Core,NA,NA,NA,NA,NA,NA
"[-109.6, 43, 3292]",PAGES2kv2,NAm-FremontGlacier.Hill.0.lpd,tree,measured,NA,Sample Count,count,NA,NA,NA,NA,NA
"[-109.6, 43, 3292]",PAGES2kv2,NAm-FremontGlacier.Hill.0.lpd,tree,measured,NA,Segment,NA,NA,NA,NA,NA,NA
"[-109.6, 43, 3292]",PAGES2kv2,NAm-FremontGlacier.Hill.0.lpd,tree,measured,NA,Tree Ring Width,cm,NA,NA,NA,NA,NA
"[-109.6, 43, 3292]",PAGES2kv2,NAm-FremontGlacier.Hill.0.lpd,tree,measured,NA,Tree Ring Standardized Growth Index,NA,1,NA,Air Surface,NA,NA
"[-109.6, 43, 3292]",PAGES2kv2,NAm-FremontGlacier.Hill.0.lpd,tree,measured,NA,Residual,NA,NA,NA,NA,NA,NA
"[-109.6, 43, 3292]",PAGES2kv2,NAm-FremontGlacier.Hill.0.lpd,tree,measured,NA,Arstan Chronology,NA,NA,NA,NA,NA,NA
"[-109.6, 43, 3292]",PAGES2kv2,NAm-FremontGlacier.Hill.0.lpd,tree,measured,NA,Corrs,NA,NA,NA,NA,NA,NA
"[-109.6, 43, 3292]",PAGES2kv2,NAm-FremontGlacier.Hill.0.lpd,tree,measured,NA,Rbar (Mean Pair Correlation),NA,NA,NA,NA,NA,NA
"[-109.6, 43, 3292]",PAGES2kv2,NAm-FremontGlacier.Hill.0.lpd,tree,measured,NA,NA,NA,NA,NA,NA,NA,NA
"[-109.6, 43, 3292]",PAGES2kv2,NAm-FremontGlacier.Hill.0.lpd,tree,measured,NA,NA,NA,NA,NA,NA,NA,NA
"[-109.6, 43, 3292]",PAGES2kv2,NAm-FremontGlacier.Hill.0.lpd,tree,measured,NA,Expressed Population Signal,NA,NA,NA,NA,NA,NA
"[-109.6, 43, 3292]",PAGES2kv2,NAm-FremontGlacier.Hill.0.lpd,tree,measured,NA,Core,NA,NA,NA,NA,NA,NA
"[-115.3, 50.8, 2300]",PAGES2kv2,NAm-FrenchGlacier.Colenutt.1995.lpd,tree,measured,NA,Sample Count,count,NA,NA,NA,NA,NA
"[-115.3, 50.8, 2300]",PAGES2kv2,NAm-FrenchGlacier.Colenutt.1995.lpd,tree,measured,NA,Segment,NA,NA,NA,NA,NA,NA
"[-115.3, 50.8, 2300]",PAGES2kv2,NAm-FrenchGlacier.Colenutt.1995.lpd,tree,measured,NA,Tree Ring Width,cm,NA,NA,NA,NA,NA
"[-115.3, 50.8, 2300]",PAGES2kv2,NAm-FrenchGlacier.Colenutt.1995.lpd,tree,measured,NA,Tree Ring Standardized Growth Index,NA,1,NA,Air Surface,NA,NA
"[-115.3, 50.8, 2300]",PAGES2kv2,NAm-FrenchGlacier.Colenutt.1995.lpd,tree,measured,NA,Residual,NA,NA,NA,NA,NA,NA
"[-115.3, 50.8, 2300]",PAGES2kv2,NAm-FrenchGlacier.Colenutt.1995.lpd,tree,measured,NA,Arstan Chronology,NA,NA,NA,NA,NA,NA
"[-115.3, 50.8, 2300]",PAGES2kv2,NAm-FrenchGlacier.Colenutt.1995.lpd,tree,measured,NA,Corrs,NA,NA,NA,NA,NA,NA
"[-115.3, 50.8, 2300]",PAGES2kv2,NAm-FrenchGlacier.Colenutt.1995.lpd,tree,measured,NA,Rbar (Mean Pair Correlation),NA,NA,NA,NA,NA,NA
"[-115.3, 50.8, 2300]",PAGES2kv2,NAm-FrenchGlacier.Colenutt.1995.lpd,tree,measured,NA,NA,NA,NA,NA,NA,NA,NA
"[-115.3, 50.8, 2300]",PAGES2kv2,NAm-FrenchGlacier.Colenutt.1995.lpd,tree,measured,NA,NA,NA,NA,NA,NA,NA,NA
"[-115.3, 50.8, 2300]",PAGES2kv2,NAm-FrenchGlacier.Colenutt.1995.lpd,tree,measured,NA,Expressed Population Signal,NA,NA,NA,NA,NA,NA
"[-115.3, 50.8, 2300]",PAGES2kv2,NAm-FrenchGlacier.Colenutt.1995.lpd,tree,measured,NA,Core,NA,NA,NA,NA,NA,NA
"[-114.7, 43.9, 2580]",PAGES2kv2,NAm-GalenaPassSawtooth.Briffa.1996.lpd,tree,measured,NA,Sample Count,count,NA,NA,NA,NA,NA
"[-114.7, 43.9, 2580]",PAGES2kv2,NAm-GalenaPassSawtooth.Briffa.1996.lpd,tree,measured,NA,Segment,NA,NA,NA,NA,NA,NA
"[-114.7, 43.9, 2580]",PAGES2kv2,NAm-GalenaPassSawtooth.Briffa.1996.lpd,tree,measured,NA,Tree Ring Width,cm,NA,NA,NA,NA,NA
"[-114.7, 43.9, 2580]",PAGES2kv2,NAm-GalenaPassSawtooth.Briffa.1996.lpd,tree,measured,NA,Tree Ring Standardized Growth Index,NA,NA,NA,NA,NA,NA
"[-114.7, 43.9, 2580]",PAGES2kv2,NAm-GalenaPassSawtooth.Briffa.1996.lpd,tree,measured,NA,Residual,NA,NA,NA,NA,NA,NA
"[-114.7, 43.9, 2580]",PAGES2kv2,NAm-GalenaPassSawtooth.Briffa.1996.lpd,tree,measured,NA,Arstan Chronology,NA,NA,NA,NA,NA,NA
"[-114.7, 43.9, 2580]",PAGES2kv2,NAm-GalenaPassSawtooth.Briffa.1996.lpd,tree,measured,NA,Corrs,NA,NA,NA,NA,NA,NA
"[-114.7, 43.9, 2580]",PAGES2kv2,NAm-GalenaPassSawtooth.Briffa.1996.lpd,tree,measured,NA,Rbar (Mean Pair Correlation),NA,NA,NA,NA,NA,NA
"[-114.7, 43.9, 2580]",PAGES2kv2,NAm-GalenaPassSawtooth.Briffa.1996.lpd,tree,measured,NA,NA,NA,NA,NA,NA,NA,NA
"[-114.7, 43.9, 2580]",PAGES2kv2,NAm-GalenaPassSawtooth.Briffa.1996.lpd,tree,measured,NA,NA,NA,NA,NA,NA,NA,NA
"[-114.7, 43.9, 2580]",PAGES2kv2,NAm-GalenaPassSawtooth.Briffa.1996.lpd,tree,measured,NA,Expressed Population Signal,NA,NA,NA,NA,NA,NA
"[-114.7, 43.9, 2580]",PAGES2kv2,NAm-GalenaPassSawtooth.Briffa.1996.lpd,tree,measured,NA,Core,NA,NA,NA,NA,NA,NA
"[-117.9, 52.6, 2000]",PAGES2kv2,NAm-GeraldineLakes.Luckman.2001.lpd,tree,measured,NA,Sample Count,count,NA,NA,NA,NA,NA
"[-117.9, 52.6, 2000]",PAGES2kv2,NAm-GeraldineLakes.Luckman.2001.lpd,tree,measured,NA,Segment,NA,NA,NA,NA,NA,NA
"[-117.9, 52.6, 2000]",PAGES2kv2,NAm-GeraldineLakes.Luckman.2001.lpd,tree,measured,NA,Tree Ring Width,cm,NA,NA,NA,NA,NA
"[-117.9, 52.6, 2000]",PAGES2kv2,NAm-GeraldineLakes.Luckman.2001.lpd,tree,measured,NA,Tree Ring Standardized Growth Index,NA,1,NA,Air Surface,NA,NA
"[-117.9, 52.6, 2000]",PAGES2kv2,NAm-GeraldineLakes.Luckman.2001.lpd,tree,measured,NA,Residual,NA,NA,NA,NA,NA,NA
"[-117.9, 52.6, 2000]",PAGES2kv2,NAm-GeraldineLakes.Luckman.2001.lpd,tree,measured,NA,Arstan Chronology,NA,NA,NA,NA,NA,NA
"[-117.9, 52.6, 2000]",PAGES2kv2,NAm-GeraldineLakes.Luckman.2001.lpd,tree,measured,NA,Corrs,NA,NA,NA,NA,NA,NA
"[-117.9, 52.6, 2000]",PAGES2kv2,NAm-GeraldineLakes.Luckman.2001.lpd,tree,measured,NA,Rbar (Mean Pair Correlation),NA,NA,NA,NA,NA,NA
"[-117.9, 52.6, 2000]",PAGES2kv2,NAm-GeraldineLakes.Luckman.2001.lpd,tree,measured,NA,NA,NA,NA,NA,NA,NA,NA
"[-117.9, 52.6, 2000]",PAGES2kv2,NAm-GeraldineLakes.Luckman.2001.lpd,tree,measured,NA,NA,NA,NA,NA,NA,NA,NA
"[-117.9, 52.6, 2000]",PAGES2kv2,NAm-GeraldineLakes.Luckman.2001.lpd,tree,measured,NA,Expressed Population Signal,NA,NA,NA,NA,NA,NA
"[-117.9, 52.6, 2000]",PAGES2kv2,NAm-GeraldineLakes.Luckman.2001.lpd,tree,measured,NA,Core,NA,NA,NA,NA,NA,NA
"[-121.3, 47.3, 1530]",PAGES2kv2,NAm-GraniteMountain.Graumlich.2003.lpd,tree,measured,NA,Sample Count,count,NA,NA,NA,NA,NA
"[-121.3, 47.3, 1530]",PAGES2kv2,NAm-GraniteMountain.Graumlich.2003.lpd,tree,measured,NA,Segment,NA,NA,NA,NA,NA,NA
"[-121.3, 47.3, 1530]",PAGES2kv2,NAm-GraniteMountain.Graumlich.2003.lpd,tree,measured,NA,Tree Ring Width,cm,NA,NA,NA,NA,NA
"[-121.3, 47.3, 1530]",PAGES2kv2,NAm-GraniteMountain.Graumlich.2003.lpd,tree,measured,NA,Tree Ring Standardized Growth Index,NA,1,NA,Air Surface,NA,NA
"[-121.3, 47.3, 1530]",PAGES2kv2,NAm-GraniteMountain.Graumlich.2003.lpd,tree,measured,NA,Residual,NA,NA,NA,NA,NA,NA
"[-121.3, 47.3, 1530]",PAGES2kv2,NAm-GraniteMountain.Graumlich.2003.lpd,tree,measured,NA,Arstan Chronology,NA,NA,NA,NA,NA,NA
"[-121.3, 47.3, 1530]",PAGES2kv2,NAm-GraniteMountain.Graumlich.2003.lpd,tree,measured,NA,Corrs,NA,NA,NA,NA,NA,NA
"[-121.3, 47.3, 1530]",PAGES2kv2,NAm-GraniteMountain.Graumlich.2003.lpd,tree,measured,NA,Rbar (Mean Pair Correlation),NA,NA,NA,NA,NA,NA
"[-121.3, 47.3, 1530]",PAGES2kv2,NAm-GraniteMountain.Graumlich.2003.lpd,tree,measured,NA,NA,NA,NA,NA,NA,NA,NA
"[-121.3, 47.3, 1530]",PAGES2kv2,NAm-GraniteMountain.Graumlich.2003.lpd,tree,measured,NA,NA,NA,NA,NA,NA,NA,NA
"[-121.3, 47.3, 1530]",PAGES2kv2,NAm-GraniteMountain.Graumlich.2003.lpd,tree,measured,NA,Expressed Population Signal,NA,NA,NA,NA,NA,NA
"[-121.3, 47.3, 1530]",PAGES2kv2,NAm-GraniteMountain.Graumlich.2003.lpd,tree,measured,NA,Core,NA,NA,NA,NA,NA,NA
"[-107.9, 44.8, 2820]",PAGES2kv2,NAm-GranitePassHuntMountain.Briffa.1996.lpd,tree,measured,NA,Sample Count,count,NA,NA,NA,NA,NA
"[-107.9, 44.8, 2820]",PAGES2kv2,NAm-GranitePassHuntMountain.Briffa.1996.lpd,tree,measured,NA,Segment,NA,NA,NA,NA,NA,NA
"[-107.9, 44.8, 2820]",PAGES2kv2,NAm-GranitePassHuntMountain.Briffa.1996.lpd,tree,measured,NA,Tree Ring Width,cm,NA,NA,NA,NA,NA
"[-107.9, 44.8, 2820]",PAGES2kv2,NAm-GranitePassHuntMountain.Briffa.1996.lpd,tree,measured,NA,Tree Ring Standardized Growth Index,NA,NA,NA,NA,NA,NA
"[-107.9, 44.8, 2820]",PAGES2kv2,NAm-GranitePassHuntMountain.Briffa.1996.lpd,tree,measured,NA,Residual,NA,NA,NA,NA,NA,NA
"[-107.9, 44.8, 2820]",PAGES2kv2,NAm-GranitePassHuntMountain.Briffa.1996.lpd,tree,measured,NA,Arstan Chronology,NA,NA,NA,NA,NA,NA
"[-107.9, 44.8, 2820]",PAGES2kv2,NAm-GranitePassHuntMountain.Briffa.1996.lpd,tree,measured,NA,Corrs,NA,NA,NA,NA,NA,NA
"[-107.9, 44.8, 2820]",PAGES2kv2,NAm-GranitePassHuntMountain.Briffa.1996.lpd,tree,measured,NA,Rbar (Mean Pair Correlation),NA,NA,NA,NA,NA,NA
"[-107.9, 44.8, 2820]",PAGES2kv2,NAm-GranitePassHuntMountain.Briffa.1996.lpd,tree,measured,NA,NA,NA,NA,NA,NA,NA,NA
"[-107.9, 44.8, 2820]",PAGES2kv2,NAm-GranitePassHuntMountain.Briffa.1996.lpd,tree,measured,NA,NA,NA,NA,NA,NA,NA,NA
"[-107.9, 44.8, 2820]",PAGES2kv2,NAm-GranitePassHuntMountain.Briffa.1996.lpd,tree,measured,NA,Expressed Population Signal,NA,NA,NA,NA,NA,NA
"[-107.9, 44.8, 2820]",PAGES2kv2,NAm-GranitePassHuntMountain.Briffa.1996.lpd,tree,measured,NA,Core,NA,NA,NA,NA,NA,NA
"[-116.5, 37, 700]",PAGES2kv2,NAm-GreatBasin.Salzer.2013.lpd,tree,measured,NA,Sample Count,count,NA,NA,NA,NA,NA
"[-116.5, 37, 700]",PAGES2kv2,NAm-GreatBasin.Salzer.2013.lpd,tree,measured,NA,Segment,NA,NA,NA,NA,NA,NA
"[-116.5, 37, 700]",PAGES2kv2,NAm-GreatBasin.Salzer.2013.lpd,tree,measured,NA,Tree Ring Width,cm,NA,NA,NA,NA,NA
"[-116.5, 37, 700]",PAGES2kv2,NAm-GreatBasin.Salzer.2013.lpd,tree,measured,NA,Tree Ring Standardized Growth Index,NA,1,NA,Air Surface,NA,NA
