publication,filename,archiveType,variableType,proxyObservationType,units,rank,interpretation/variable,interpretation/variableDetail,inferredVariable,inferredVarUnits
iso2k1_0_0,IC06KAS1.lpd,GlacierIce,measured,D18O,permil,2,Temperature,Air Surface,Air Surface Temperature,degC
iso2k1_0_0,IC06KAS1.lpd,GlacierIce,measured,D18O,permil,1,P_Isotope,Air Surface,Air Surface P_Isotope,NA
iso2k1_0_0,IC06THDD.lpd,GlacierIce,measured,D18O,permil,2,Temperature,Air Surface,Air Surface Temperature,degC
iso2k1_0_0,IC06THDD.lpd,GlacierIce,measured,D18O,permil,1,P_Isotope,Air Surface,Air Surface P_Isotope,NA
iso2k1_0_0,IC06THPR.lpd,GlacierIce,measured,D18O,permil,2,Temperature,Air Surface,Air Surface Temperature,degC
iso2k1_0_0,IC06THPR.lpd,GlacierIce,measured,D18O,permil,1,P_Isotope,Air Surface,Air Surface P_Isotope,NA
iso2k1_0_0,IC06VID3.lpd,GlacierIce,measured,D18O,permil,2,Temperature,Air Surface,Air Surface Temperature,degC
iso2k1_0_0,IC06VID3.lpd,GlacierIce,measured,D18O,permil,1,P_Isotope,Air Surface,Air Surface P_Isotope,NA
iso2k1_0_0,IC06VIGR.lpd,GlacierIce,measured,D18O,permil,2,Temperature,Air Surface,Air Surface Temperature,degC
iso2k1_0_0,IC06VIGR.lpd,GlacierIce,measured,D18O,permil,1,P_Isotope,Air Surface,Air Surface P_Isotope,NA
iso2k1_0_0,IC06VING.lpd,GlacierIce,measured,D18O,permil,2,Temperature,Air Surface,Air Surface Temperature,degC
iso2k1_0_0,IC06VING.lpd,GlacierIce,measured,D18O,permil,1,P_Isotope,Air Surface,Air Surface P_Isotope,NA
iso2k1_0_0,IC06WAML.lpd,GlacierIce,measured,D18O,permil,2,Temperature,Air Surface,Air Surface Temperature,degC
iso2k1_0_0,IC06WAML.lpd,GlacierIce,measured,D18O,permil,1,P_Isotope,Air Surface,Air Surface P_Isotope,NA
iso2k1_0_0,IC07KADF.lpd,GlacierIce,measured,D18O,permil,2,Temperature,Air Surface,Air Surface Temperature,degC
iso2k1_0_0,IC07KADF.lpd,GlacierIce,measured,D18O,permil,1,P_Isotope,Air Surface,Air Surface P_Isotope,NA
iso2k1_0_0,IC07KARB.lpd,GlacierIce,measured,Dd,permil,2,Amount Effect,Precipitation,Precipitation Amount Effect,NA
iso2k1_0_0,IC07KARB.lpd,GlacierIce,measured,Dd,permil,1,P_Isotope,Precipitation,Precipitation P_Isotope,NA
iso2k1_0_0,IC08DILO.lpd,GlacierIce,measured,Deuteriumexcess,permil,2,NA,Air Surface,NA,NA
iso2k1_0_0,IC08DILO.lpd,GlacierIce,measured,Deuteriumexcess,permil,1,P_Isotope,Air Surface,Air Surface P_Isotope,NA
iso2k1_0_0,IC08HODF.lpd,GlacierIce,measured,D18O,permil,2,Temperature,Air Surface,Air Surface Temperature,degC
iso2k1_0_0,IC08HODF.lpd,GlacierIce,measured,D18O,permil,1,P_Isotope,Air Surface,Air Surface P_Isotope,NA
iso2k1_0_0,IC08THGZ.lpd,GlacierIce,measured,D18O,permil,2,Temperature,Air Surface,Air Surface Temperature,degC
iso2k1_0_0,IC08THGZ.lpd,GlacierIce,measured,D18O,permil,1,P_Isotope,Air Surface,Air Surface P_Isotope,NA
iso2k1_0_0,IC08VI77.lpd,GlacierIce,measured,D18O,permil,2,Temperature,Air Surface,Air Surface Temperature,degC
iso2k1_0_0,IC08VI77.lpd,GlacierIce,measured,D18O,permil,1,P_Isotope,Air Surface,Air Surface P_Isotope,NA
iso2k1_0_0,IC08VI79.lpd,GlacierIce,measured,D18O,permil,2,Temperature,Air Surface,Air Surface Temperature,degC
iso2k1_0_0,IC08VI79.lpd,GlacierIce,measured,D18O,permil,1,P_Isotope,Air Surface,Air Surface P_Isotope,NA
iso2k1_0_0,IC08VI84.lpd,GlacierIce,measured,D18O,permil,2,Temperature,Air Surface,Air Surface Temperature,degC
iso2k1_0_0,IC08VI84.lpd,GlacierIce,measured,D18O,permil,1,P_Isotope,Air Surface,Air Surface P_Isotope,NA
iso2k1_0_0,IC08VI87.lpd,GlacierIce,measured,D18O,permil,2,Temperature,Air Surface,Air Surface Temperature,degC
iso2k1_0_0,IC08VI87.lpd,GlacierIce,measured,D18O,permil,1,P_Isotope,Air Surface,Air Surface P_Isotope,NA
iso2k1_0_0,IC08VIRE.lpd,GlacierIce,measured,D18O,permil,2,Temperature,Air Surface,Air Surface Temperature,degC
iso2k1_0_0,IC08VIRE.lpd,GlacierIce,measured,D18O,permil,1,P_Isotope,Air Surface,Air Surface P_Isotope,NA
iso2k1_0_0,IC08VISV.lpd,GlacierIce,measured,D18O,permil,2,Source Region,Of Precipitation,Of Precipitation Source Region,NA
iso2k1_0_0,IC08VISV.lpd,GlacierIce,measured,D18O,permil,1,P_Isotope,Of Precipitation,Of Precipitation P_Isotope,NA
iso2k1_0_0,IC09EIBE.lpd,GlacierIce,measured,D18O,permil,2,Temperature,Air Surface,Air Surface Temperature,degC
iso2k1_0_0,IC09EIBE.lpd,GlacierIce,measured,D18O,permil,1,P_Isotope,Air Surface,Air Surface P_Isotope,NA
iso2k1_0_0,IC09KA79.lpd,GlacierIce,measured,D18O,permil,2,Temperature,Air Surface,Air Surface Temperature,degC
iso2k1_0_0,IC09KA79.lpd,GlacierIce,measured,D18O,permil,1,P_Isotope,Air Surface,Air Surface P_Isotope,NA
iso2k1_0_0,IC09KAD3.lpd,GlacierIce,measured,D18O,permil,2,Temperature,Air Surface,Air Surface Temperature,degC
iso2k1_0_0,IC09KAD3.lpd,GlacierIce,measured,D18O,permil,1,P_Isotope,Air Surface,Air Surface P_Isotope,NA
iso2k1_0_0,IC09KANG.lpd,GlacierIce,measured,D18O,permil,2,Temperature,Air Surface,Air Surface Temperature,degC
iso2k1_0_0,IC09KANG.lpd,GlacierIce,measured,D18O,permil,1,P_Isotope,Air Surface,Air Surface P_Isotope,NA
iso2k1_0_0,IC09OPAN.lpd,GlacierIce,measured,Dd,permil,2,Temperature,Air Surface,Air Surface Temperature,degC
iso2k1_0_0,IC09OPAN.lpd,GlacierIce,measured,Dd,permil,1,P_Isotope,Air Surface,Air Surface P_Isotope,NA
iso2k1_0_0,IC09OPAN.lpd,GlacierIce,measured,D18O,permil,2,Temperature,Air Surface,Air Surface Temperature,degC
iso2k1_0_0,IC09OPAN.lpd,GlacierIce,measured,D18O,permil,1,P_Isotope,Air Surface,Air Surface P_Isotope,NA
iso2k1_0_0,IC09OPAN.lpd,GlacierIce,measured,Deuteriumexcess,permil,2,NA,NA,NA,NA
iso2k1_0_0,IC09OPAN.lpd,GlacierIce,measured,Deuteriumexcess,permil,1,P_Isotope,NA,NA,NA
iso2k1_0_0,IC09VIA8.lpd,GlacierIce,measured,D18O,permil,2,Temperature,Air Surface,Air Surface Temperature,degC
iso2k1_0_0,IC09VIA8.lpd,GlacierIce,measured,D18O,permil,1,P_Isotope,Air Surface,Air Surface P_Isotope,NA
iso2k1_0_0,IC09VICC.lpd,GlacierIce,measured,D18O,permil,2,Temperature,Air Surface,Air Surface Temperature,degC
iso2k1_0_0,IC09VICC.lpd,GlacierIce,measured,D18O,permil,1,P_Isotope,Air Surface,Air Surface P_Isotope,NA
iso2k1_0_0,IC09VIRE.lpd,GlacierIce,measured,D18O,permil,2,Temperature,Air Surface,Air Surface Temperature,degC
iso2k1_0_0,IC09VIRE.lpd,GlacierIce,measured,D18O,permil,1,P_Isotope,Air Surface,Air Surface P_Isotope,NA
iso2k1_0_0,IC10NAB5.lpd,GlacierIce,measured,D18O,permil,2,Temperature,Air Surface,Air Surface Temperature,degC
iso2k1_0_0,IC10NAB5.lpd,GlacierIce,measured,D18O,permil,1,P_Isotope,Air Surface,Air Surface P_Isotope,NA
iso2k1_0_0,IC10VICR.lpd,GlacierIce,measured,Thisshouldntbeempty,NotApplicable,2,Temperature,Air Surface,Air Surface Temperature,degC
iso2k1_0_0,IC10VICR.lpd,GlacierIce,measured,Thisshouldntbeempty,NotApplicable,1,P_Isotope,Air Surface,Air Surface P_Isotope,NA
iso2k1_0_0,IC10VICR.lpd,GlacierIce,measured,D18O,permil,2,Temperature,Air Surface,Air Surface Temperature,degC
iso2k1_0_0,IC10VICR.lpd,GlacierIce,measured,D18O,permil,1,P_Isotope,Air Surface,Air Surface P_Isotope,NA
iso2k1_0_0,IC10VICR.lpd,GlacierIce,measured,D18O,NotApplicable,2,Temperature,Air Surface,Air Surface Temperature,degC
iso2k1_0_0,IC10VICR.lpd,GlacierIce,measured,D18O,NotApplicable,1,P_Isotope,Air Surface,Air Surface P_Isotope,NA
iso2k1_0_0,IC10VID3.lpd,GlacierIce,measured,D18O,permil,NA,NA,NA,NA,NA
iso2k1_0_0,IC10VIGI.lpd,GlacierIce,measured,Dd,permil,2,Temperature,Air Surface,Air Surface Temperature,degC
iso2k1_0_0,IC10VIGI.lpd,GlacierIce,measured,Dd,permil,1,P_Isotope,Air Surface,Air Surface P_Isotope,NA
iso2k1_0_0,IC10VIGI.lpd,GlacierIce,measured,Dd,permil,NA,NA,NA,NA,NA
iso2k1_0_0,IC10VIGR.lpd,GlacierIce,measured,D18O,permil,2,Temperature,Air Surface,Air Surface Temperature,degC
iso2k1_0_0,IC10VIGR.lpd,GlacierIce,measured,D18O,permil,1,P_Isotope,Air Surface,Air Surface P_Isotope,NA
iso2k1_0_0,IC10VIMI.lpd,GlacierIce,measured,D18O,permil,2,Temperature,Air Surface,Air Surface Temperature,degC
iso2k1_0_0,IC10VIMI.lpd,GlacierIce,measured,D18O,permil,1,P_Isotope,Air Surface,Air Surface P_Isotope,NA
iso2k1_0_0,IC10VIMI.lpd,GlacierIce,measured,D18O,permil,2,Temperature,Air Surface,Air Surface Temperature,degC
iso2k1_0_0,IC10VIMI.lpd,GlacierIce,measured,D18O,permil,1,P_Isotope,Air Surface,Air Surface P_Isotope,NA
iso2k1_0_0,IC10VIP3.lpd,GlacierIce,measured,D18O,NotApplicable,2,Temperature,Air Surface,Air Surface Temperature,degC
iso2k1_0_0,IC10VIP3.lpd,GlacierIce,measured,D18O,NotApplicable,1,P_Isotope,Air Surface,Air Surface P_Isotope,NA
iso2k1_0_0,IC10VIP3.lpd,GlacierIce,measured,D18O,PC,2,Temperature,Air Surface,Air Surface Temperature,degC
iso2k1_0_0,IC10VIP3.lpd,GlacierIce,measured,D18O,PC,1,P_Isotope,Air Surface,Air Surface P_Isotope,NA
iso2k1_0_0,IC10VIRE.lpd,GlacierIce,measured,D18O,permil,2,Temperature,Air Surface,Air Surface Temperature,degC
iso2k1_0_0,IC10VIRE.lpd,GlacierIce,measured,D18O,permil,1,P_Isotope,Air Surface,Air Surface P_Isotope,NA
iso2k1_0_0,IC10VIRE.lpd,GlacierIce,measured,D18O,permil,2,Temperature,Air Surface,Air Surface Temperature,degC
iso2k1_0_0,IC10VIRE.lpd,GlacierIce,measured,D18O,permil,1,P_Isotope,Air Surface,Air Surface P_Isotope,NA
iso2k1_0_0,IC10VISA.lpd,GlacierIce,measured,D18O,permil,2,Temperature,Air Surface,Air Surface Temperature,degC
iso2k1_0_0,IC10VISA.lpd,GlacierIce,measured,D18O,permil,1,P_Isotope,Air Surface,Air Surface P_Isotope,NA
iso2k1_0_0,IC10VISA.lpd,GlacierIce,measured,Depth,cm,NA,NA,NA,NA,NA
iso2k1_0_0,IC10VISA.lpd,GlacierIce,measured,D18O,permil,2,Temperature,Air Surface,Air Surface Temperature,degC
iso2k1_0_0,IC10VISA.lpd,GlacierIce,measured,D18O,permil,1,P_Isotope,Air Surface,Air Surface P_Isotope,NA
iso2k1_0_0,IC10VISD.lpd,GlacierIce,measured,D18O,permil,2,Temperature,Air Surface,Air Surface Temperature,degC
iso2k1_0_0,IC10VISD.lpd,GlacierIce,measured,D18O,permil,1,P_Isotope,Air Surface,Air Surface P_Isotope,NA
iso2k1_0_0,IC10VISD.lpd,GlacierIce,measured,D18O,permil,2,Temperature,Air Surface,Air Surface Temperature,degC
iso2k1_0_0,IC10VISD.lpd,GlacierIce,measured,D18O,permil,1,P_Isotope,Air Surface,Air Surface P_Isotope,NA
iso2k1_0_0,IC10VISE.lpd,GlacierIce,measured,D18O,permil,2,Temperature,Air Surface,Air Surface Temperature,degC
iso2k1_0_0,IC10VISE.lpd,GlacierIce,measured,D18O,permil,1,P_Isotope,Air Surface,Air Surface P_Isotope,NA
iso2k1_0_0,IC10VISE.lpd,GlacierIce,measured,D18O,permil,2,Temperature,Air Surface,Air Surface Temperature,degC
iso2k1_0_0,IC10VISE.lpd,GlacierIce,measured,D18O,permil,1,P_Isotope,Air Surface,Air Surface P_Isotope,NA
iso2k1_0_0,IC10VISG.lpd,GlacierIce,measured,D18O,permil,2,Temperature,Air Surface,Air Surface Temperature,degC
iso2k1_0_0,IC10VISG.lpd,GlacierIce,measured,D18O,permil,1,P_Isotope,Air Surface,Air Surface P_Isotope,NA
iso2k1_0_0,IC10VISG.lpd,GlacierIce,measured,D18O,permil,2,Temperature,Air Surface,Air Surface Temperature,degC
iso2k1_0_0,IC10VISG.lpd,GlacierIce,measured,D18O,permil,1,P_Isotope,Air Surface,Air Surface P_Isotope,NA
iso2k1_0_0,IC11BEVL.lpd,GlacierIce,measured,Dd,permil,2,Temperature,Air Surface,Air Surface Temperature,degC
iso2k1_0_0,IC11BEVL.lpd,GlacierIce,measured,Dd,permil,1,P_Isotope,Air Surface,Air Surface P_Isotope,NA
iso2k1_0_0,IC11DILO.lpd,GlacierIce,measured,D18O,permil,2,Temperature,Air Surface,Air Surface Temperature,degC
iso2k1_0_0,IC11DILO.lpd,GlacierIce,measured,D18O,permil,1,P_Isotope,Air Surface,Air Surface P_Isotope,NA
iso2k1_0_0,IC11KIPW.lpd,GlacierIce,measured,D18O,permil,2,Temperature,Air Surface,Air Surface Temperature,degC
iso2k1_0_0,IC11KIPW.lpd,GlacierIce,measured,D18O,permil,1,P_Isotope,Air Surface,Air Surface P_Isotope,NA
iso2k1_0_0,IC11LAB4.lpd,GlacierIce,measured,D18O,permil,2,Temperature,Air Surface,Air Surface Temperature,degC
iso2k1_0_0,IC11LAB4.lpd,GlacierIce,measured,D18O,permil,1,P_Isotope,Air Surface,Air Surface P_Isotope,NA
iso2k1_0_0,IC11LIMI.lpd,GlacierIce,measured,D18O,permil,2,Temperature,Air Surface,Air Surface Temperature,degC
iso2k1_0_0,IC11LIMI.lpd,GlacierIce,measured,D18O,permil,1,P_Isotope,Air Surface,Air Surface P_Isotope,NA
iso2k1_0_0,IC11STTA.lpd,GlacierIce,measured,D18O,permil,2,Temperature,Air Surface,Air Surface Temperature,degC
iso2k1_0_0,IC11STTA.lpd,GlacierIce,measured,D18O,permil,1,P_Isotope,Air Surface,Air Surface P_Isotope,NA
iso2k1_0_0,IC12MUJR.lpd,GlacierIce,measured,Dd,permil,2,Temperature,Air Surface,Air Surface Temperature,degC
iso2k1_0_0,IC12MUJR.lpd,GlacierIce,measured,Dd,permil,1,P_Isotope,Air Surface,Air Surface P_Isotope,NA
iso2k1_0_0,IC12RHME.lpd,GlacierIce,measured,Dd,permil,2,Temperature,Air Surface,Air Surface Temperature,degC
iso2k1_0_0,IC12RHME.lpd,GlacierIce,measured,Dd,permil,1,P_Isotope,Air Surface,Air Surface P_Isotope,NA
iso2k1_0_0,IC12SIWG.lpd,GlacierIce,measured,Dd,permil,2,Temperature,Air Surface,Air Surface Temperature,degC
iso2k1_0_0,IC12SIWG.lpd,GlacierIce,measured,Dd,permil,1,P_Isotope,Air Surface,Air Surface P_Isotope,NA
iso2k1_0_0,IC12WACD.lpd,GlacierIce,measured,D18O,permil,2,Temperature,Air Surface,Air Surface Temperature,degC
iso2k1_0_0,IC12WACD.lpd,GlacierIce,measured,D18O,permil,1,P_Isotope,Air Surface,Air Surface P_Isotope,NA
iso2k1_0_0,IC13BOCG.lpd,GlacierIce,measured,D18O,permil,2,Temperature,Air Surface,Air Surface Temperature,degC
iso2k1_0_0,IC13BOCG.lpd,GlacierIce,measured,D18O,permil,1,P_Isotope,Air Surface,Air Surface P_Isotope,NA
iso2k1_0_0,IC13BOCG.lpd,GlacierIce,measured,D18O,permil,2,Temperature,Air Surface,Air Surface Temperature,degC
iso2k1_0_0,IC13BOCG.lpd,GlacierIce,measured,D18O,permil,1,P_Isotope,Air Surface,Air Surface P_Isotope,NA
iso2k1_0_0,IC13BOCG.lpd,GlacierIce,measured,D18O,permil,2,Temperature,Air Surface,Air Surface Temperature,degC
iso2k1_0_0,IC13BOCG.lpd,GlacierIce,measured,D18O,permil,1,P_Isotope,Air Surface,Air Surface P_Isotope,NA
iso2k1_0_0,IC13BOCG.lpd,GlacierIce,measured,D18O,permil,2,Temperature,Air Surface,Air Surface Temperature,degC
iso2k1_0_0,IC13BOCG.lpd,GlacierIce,measured,D18O,permil,1,P_Isotope,Air Surface,Air Surface P_Isotope,NA
iso2k1_0_0,IC13OPAN.lpd,GlacierIce,measured,D18O,permil,2,Temperature,Air Surface,Air Surface Temperature,degC
iso2k1_0_0,IC13OPAN.lpd,GlacierIce,measured,D18O,permil,1,P_Isotope,Air Surface,Air Surface P_Isotope,NA
iso2k1_0_0,IC13PALD.lpd,GlacierIce,measured,D18O,permil,2,Temperature,Air Surface,Air Surface Temperature,degC
iso2k1_0_0,IC13PALD.lpd,GlacierIce,measured,D18O,permil,1,P_Isotope,Air Surface,Air Surface P_Isotope,NA
iso2k1_0_0,IC13ST01.lpd,GlacierIce,measured,D18O,permil,2,Temperature,Air Surface,Air Surface Temperature,degC
iso2k1_0_0,IC13ST01.lpd,GlacierIce,measured,D18O,permil,1,P_Isotope,Air Surface,Air Surface P_Isotope,NA
iso2k1_0_0,IC13ST03.lpd,GlacierIce,measured,Dd,permil,2,Temperature,Air Surface,Air Surface Temperature,degC
iso2k1_0_0,IC13ST03.lpd,GlacierIce,measured,Dd,permil,1,P_Isotope,Air Surface,Air Surface P_Isotope,NA
iso2k1_0_0,IC13ST04.lpd,GlacierIce,measured,D18O,permil,2,Temperature,Air Surface,Air Surface Temperature,degC
iso2k1_0_0,IC13ST04.lpd,GlacierIce,measured,D18O,permil,1,P_Isotope,Air Surface,Air Surface P_Isotope,NA
iso2k1_0_0,IC13ST05.lpd,GlacierIce,measured,D18O,permil,2,Temperature,Air Surface,Air Surface Temperature,degC
iso2k1_0_0,IC13ST05.lpd,GlacierIce,measured,D18O,permil,1,P_Isotope,Air Surface,Air Surface P_Isotope,NA
iso2k1_0_0,IC13ST06.lpd,GlacierIce,measured,D18O,permil,2,Temperature,Air Surface,Air Surface Temperature,degC
iso2k1_0_0,IC13ST06.lpd,GlacierIce,measured,D18O,permil,1,P_Isotope,Air Surface,Air Surface P_Isotope,NA
iso2k1_0_0,IC13ST12.lpd,GlacierIce,measured,D18O,permil,2,Temperature,Air Surface,Air Surface Temperature,degC
iso2k1_0_0,IC13ST12.lpd,GlacierIce,measured,D18O,permil,1,P_Isotope,Air Surface,Air Surface P_Isotope,NA
iso2k1_0_0,IC13ST13.lpd,GlacierIce,measured,Dd,permil,2,Temperature,Air Surface,Air Surface Temperature,degC
iso2k1_0_0,IC13ST13.lpd,GlacierIce,measured,Dd,permil,1,P_Isotope,Air Surface,Air Surface P_Isotope,NA
iso2k1_0_0,IC13ST15.lpd,GlacierIce,measured,D18O,permil,2,Temperature,Air Surface,Air Surface Temperature,degC
iso2k1_0_0,IC13ST15.lpd,GlacierIce,measured,D18O,permil,1,P_Isotope,Air Surface,Air Surface P_Isotope,NA
iso2k1_0_0,IC13ST21.lpd,GlacierIce,measured,D18O,permil,2,Temperature,Air Surface,Air Surface Temperature,degC
iso2k1_0_0,IC13ST21.lpd,GlacierIce,measured,D18O,permil,1,P_Isotope,Air Surface,Air Surface P_Isotope,NA
iso2k1_0_0,IC13ST22.lpd,GlacierIce,measured,D18O,permil,2,Temperature,Air Surface,Air Surface Temperature,degC
iso2k1_0_0,IC13ST22.lpd,GlacierIce,measured,D18O,permil,1,P_Isotope,Air Surface,Air Surface P_Isotope,NA
iso2k1_0_0,IC13ST24.lpd,GlacierIce,measured,D18O,permil,2,Temperature,Air Surface,Air Surface Temperature,degC
iso2k1_0_0,IC13ST24.lpd,GlacierIce,measured,D18O,permil,1,P_Isotope,Air Surface,Air Surface P_Isotope,NA
iso2k1_0_0,IC13ST91.lpd,GlacierIce,measured,D18O,permil,2,Temperature,Air Surface,Air Surface Temperature,degC
iso2k1_0_0,IC13ST91.lpd,GlacierIce,measured,D18O,permil,1,P_Isotope,Air Surface,Air Surface P_Isotope,NA
iso2k1_0_0,IC13STN7.lpd,GlacierIce,measured,D18O,permil,2,Temperature,Air Surface,Air Surface Temperature,degC
iso2k1_0_0,IC13STN7.lpd,GlacierIce,measured,D18O,permil,1,P_Isotope,Air Surface,Air Surface P_Isotope,NA
iso2k1_0_0,IC13STN8.lpd,GlacierIce,measured,D18O,permil,2,Temperature,Air Surface,Air Surface Temperature,degC
iso2k1_0_0,IC13STN8.lpd,GlacierIce,measured,D18O,permil,1,P_Isotope,Air Surface,Air Surface P_Isotope,NA
iso2k1_0_0,IC13STSP.lpd,GlacierIce,measured,Dd,permil,2,Temperature,Air Surface,Air Surface Temperature,degC
iso2k1_0_0,IC13STSP.lpd,GlacierIce,measured,Dd,permil,1,P_Isotope,Air Surface,Air Surface P_Isotope,NA
iso2k1_0_0,IC13STWD.lpd,GlacierIce,measured,D18O,permil,2,Temperature,Air Surface,Air Surface Temperature,degC
iso2k1_0_0,IC13STWD.lpd,GlacierIce,measured,D18O,permil,1,P_Isotope,Air Surface,Air Surface P_Isotope,NA
iso2k1_0_0,IC13STWD.lpd,GlacierIce,measured,D18O,permil,2,Temperature,Air Surface,Air Surface Temperature,degC
iso2k1_0_0,IC13STWD.lpd,GlacierIce,measured,D18O,permil,1,P_Isotope,Air Surface,Air Surface P_Isotope,NA
iso2k1_0_0,IC13STWD.lpd,GlacierIce,measured,D18O,permil,2,Temperature,Air Surface,Air Surface Temperature,degC
iso2k1_0_0,IC13STWD.lpd,GlacierIce,measured,D18O,permil,1,P_Isotope,Air Surface,Air Surface P_Isotope,NA
iso2k1_0_0,IC13THFE.lpd,GlacierIce,measured,Dd,permil,2,Temperature,Air Surface,Air Surface Temperature,degC
iso2k1_0_0,IC13THFE.lpd,GlacierIce,measured,Dd,permil,1,P_Isotope,Air Surface,Air Surface P_Isotope,NA
iso2k1_0_0,IC13THQU.lpd,GlacierIce,measured,D18O,permil,2,Temperature,Air Condensationlevel,Air Condensationlevel Temperature,degC
iso2k1_0_0,IC13THQU.lpd,GlacierIce,measured,D18O,permil,2,P_Isotope,Air Condensationlevel,Air Condensationlevel P_Isotope,NA
iso2k1_0_0,IC13THQU.lpd,GlacierIce,measured,Thickness,mwe,NA,NA,NA,NA,NA
iso2k1_0_0,IC13THQU.lpd,GlacierIce,measured,Dust,permil,NA,NA,NA,NA,NA
iso2k1_0_0,IC13THQU.lpd,GlacierIce,measured,F,ppb,NA,NA,NA,NA,NA
iso2k1_0_0,IC13THQU.lpd,GlacierIce,measured,Cl,ppb,NA,NA,NA,NA,NA
iso2k1_0_0,IC13THQU.lpd,GlacierIce,measured,Sulfate,ppb,NA,NA,NA,NA,NA
iso2k1_0_0,IC13THQU.lpd,GlacierIce,measured,Nitrate,ppb,NA,NA,NA,NA,NA
iso2k1_0_0,IC13THQU.lpd,GlacierIce,measured,Na,ppb,NA,NA,NA,NA,NA
iso2k1_0_0,IC13THQU.lpd,GlacierIce,measured,Ammonium,ppb,NA,NA,NA,NA,NA
iso2k1_0_0,IC13THQU.lpd,GlacierIce,measured,K,ppb,NA,NA,NA,NA,NA
iso2k1_0_0,IC13THQU.lpd,GlacierIce,measured,Mg,ppb,NA,NA,NA,NA,NA
iso2k1_0_0,IC13THQU.lpd,GlacierIce,measured,Ca,ppb,NA,NA,NA,NA,NA
iso2k1_0_0,IC14EKVK.lpd,GlacierIce,measured,Dd,permil,2,Temperature,Air Surface,Air Surface Temperature,degC
iso2k1_0_0,IC14EKVK.lpd,GlacierIce,measured,Dd,permil,1,P_Isotope,Air Surface,Air Surface P_Isotope,NA
iso2k1_0_0,IC14MAFH.lpd,GlacierIce,measured,D18O,permil,2,Temperature,Air Surface,Air Surface Temperature,degC
iso2k1_0_0,IC14MAFH.lpd,GlacierIce,measured,D18O,permil,1,P_Isotope,Air Surface,Air Surface P_Isotope,NA
iso2k1_0_0,IC14VL1K.lpd,GlacierIce,measured,Dd,permil,2,Temperature,Air Surface,Air Surface Temperature,degC
iso2k1_0_0,IC14VL1K.lpd,GlacierIce,measured,Dd,permil,1,P_Isotope,Air Surface,Air Surface P_Isotope,NA
iso2k1_0_0,IC15GANK.lpd,GlacierIce,measured,D18O,permil,2,Temperature,Air Surface,Air Surface Temperature,degC
iso2k1_0_0,IC15GANK.lpd,GlacierIce,measured,D18O,permil,1,P_Isotope,Air Surface,Air Surface P_Isotope,NA
iso2k1_0_0,IC15GANK.lpd,GlacierIce,measured,Dd,permil,NA,NA,NA,NA,NA
iso2k1_0_0,IC15MANE.lpd,GlacierIce,measured,D18O,permil,2,Temperature,Air Surface,Air Surface Temperature,degC
iso2k1_0_0,IC15MANE.lpd,GlacierIce,measured,D18O,permil,1,P_Isotope,Air Surface,Air Surface P_Isotope,NA
iso2k1_0_0,IC15MANE.lpd,GlacierIce,measured,Deuteriumexcess,permil,2,NA,Air Surface,NA,NA
iso2k1_0_0,IC15MANE.lpd,GlacierIce,measured,Deuteriumexcess,permil,1,P_Isotope,Air Surface,Air Surface P_Isotope,NA
iso2k1_0_0,IC16GOBP.lpd,GlacierIce,measured,D18O,permil,2,Temperature,Air Surface,Air Surface Temperature,degC
iso2k1_0_0,IC16GOBP.lpd,GlacierIce,measured,D18O,permil,1,P_Isotope,Air Surface,Air Surface P_Isotope,NA
iso2k1_0_0,IC16WE17.lpd,GlacierIce,measured,D18O,permil,2,Temperature,Air Surface,Air Surface Temperature,degC
iso2k1_0_0,IC16WE17.lpd,GlacierIce,measured,D18O,permil,1,P_Isotope,Air Surface,Air Surface P_Isotope,NA
iso2k1_0_0,IC16WE19.lpd,GlacierIce,measured,D18O,permil,2,Temperature,Air Surface,Air Surface Temperature,degC
iso2k1_0_0,IC16WE19.lpd,GlacierIce,measured,D18O,permil,1,P_Isotope,Air Surface,Air Surface P_Isotope,NA
iso2k1_0_0,IC16WE20.lpd,GlacierIce,measured,D18O,permil,2,Temperature,Air Surface,Air Surface Temperature,degC
iso2k1_0_0,IC16WE20.lpd,GlacierIce,measured,D18O,permil,1,P_Isotope,Air Surface,Air Surface P_Isotope,NA
iso2k1_0_0,IC16WE22.lpd,GlacierIce,measured,D18O,permil,2,Temperature,Air Surface,Air Surface Temperature,degC
iso2k1_0_0,IC16WE22.lpd,GlacierIce,measured,D18O,permil,1,P_Isotope,Air Surface,Air Surface P_Isotope,NA
iso2k1_0_0,IC16WE23.lpd,GlacierIce,measured,D18O,permil,2,Temperature,Air Surface,Air Surface Temperature,degC
iso2k1_0_0,IC16WE23.lpd,GlacierIce,measured,D18O,permil,1,P_Isotope,Air Surface,Air Surface P_Isotope,NA
iso2k1_0_0,IC16WE27.lpd,GlacierIce,measured,D18O,permil,2,Temperature,Air Surface,Air Surface Temperature,degC
iso2k1_0_0,IC16WE27.lpd,GlacierIce,measured,D18O,permil,1,P_Isotope,Air Surface,Air Surface P_Isotope,NA
iso2k1_0_0,IC16WE28.lpd,GlacierIce,measured,D18O,permil,2,Temperature,Air Surface,Air Surface Temperature,degC
iso2k1_0_0,IC16WE28.lpd,GlacierIce,measured,D18O,permil,1,P_Isotope,Air Surface,Air Surface P_Isotope,NA
