filename,archiveType,variableType,proxyObservationType,units,rank,interpretation/variable,interpretation/variableDetail,inferredVariable,inferredVarUnits
NAm-Bonif.Schweingruber.1996.lpd,tree,measured,ARS,NA,NA,NA,NA,NA,NA
NAm-Bonif.Schweingruber.1996.lpd,tree,measured,Corrs,NA,NA,NA,NA,NA,NA
NAm-Bonif.Schweingruber.1996.lpd,tree,measured,Rbar,NA,NA,NA,NA,NA,NA
NAm-Bonif.Schweingruber.1996.lpd,tree,measured,SD,NA,NA,NA,NA,NA,NA
NAm-Bonif.Schweingruber.1996.lpd,tree,measured,SE,NA,NA,NA,NA,NA,NA
NAm-Bonif.Schweingruber.1996.lpd,tree,measured,EPS,NA,NA,NA,NA,NA,NA
NAm-Bonif.Schweingruber.1996.lpd,tree,measured,Core,NA,NA,NA,NA,NA,NA
Arc-SoperLake.Hughen.2000.lpd,lake sediment,measured,Thickness,mm,1,Temperature,NA,NA,NA
Asi-PAKI009.Esper.2007.lpd,tree,measured,Trsgi,NA,1,Temperature,Air Surface,Air Surface Temperature,deg C
Ocn-HoutmanAbrolhosIslands.Cooper.2012.lpd,coral,measured,Calcification,g/cm/yr,NA,NA,NA,NA,NA
Ocn-HoutmanAbrolhosIslands.Cooper.2012.lpd,coral,measured,Calcification,g/cm/yr,NA,NA,NA,NA,NA
Ocn-HoutmanAbrolhosIslands.Cooper.2012.lpd,coral,measured,Calcification,g/cm/yr,NA,NA,NA,NA,NA
Ocn-HoutmanAbrolhosIslands.Cooper.2012.lpd,coral,measured,Composite,percent,1,Temperature,Sea Surface,Sea Surface Temperature,deg C
Asi-AltaiKuraisky.Cook.2011.lpd,tree,measured,Trsgi,NA,1,Temperature,Air Surface,Air Surface Temperature,deg C
GeoB7702-3.Castaneda.2010.lpd,marine sediment,measured,Depth,m,NA,NA,NA,NA,NA
GeoB7702-3.Castaneda.2010.lpd,marine sediment,measured,TEX86,NotApplicable,1,Temperature,Sea Surface,Sea Surface Temperature,deg C
GeoB7702-3.Castaneda.2010.lpd,marine sediment,measured,BIT,NotApplicable,NA,NA,NA,NA,NA
GeoB7702-3.Castaneda.2010.lpd,marine sediment,measured,Uk37Prime,NotApplicable,1,Temperature,Sea Surface,Sea Surface Temperature,deg C
MD982176.Stott.2004.lpd,marine sediment,measured,Depth,cm,NA,NA,NA,NA,NA
MD982176.Stott.2004.lpd,marine sediment,measured,D18O,per mil,2,Temperature,Sea Surface,Sea Surface Temperature,deg C
MD982176.Stott.2004.lpd,marine sediment,measured,Mg/Ca,mmol/mol,1,Temperature,Sea Surface,Sea Surface Temperature,deg C
Arc-AkademiiNaukIceCap.Opel.2013.lpd,glacier ice,measured,Thickness,mwe,NA,NA,NA,NA,NA
Arc-AkademiiNaukIceCap.Opel.2013.lpd,glacier ice,measured,D18O,permil,1,Temperature,Air Condensationlevel,Air Condensationlevel Temperature,deg C
Arc-AkademiiNaukIceCap.Opel.2013.lpd,glacier ice,measured,Na,ng/g,1,Sea Ice,NA,NA,NA
Asi-MONG010.Jacoby.2013.lpd,tree,measured,Trsgi,NA,1,Temperature,Air Surface,Air Surface Temperature,deg C
Ocn-Rarotonga_d18O3R.Linsley.2006.lpd,coral,measured,D18O,permil,NA,NA,NA,NA,NA
Ocn-Rarotonga_d18O3R.Linsley.2006.lpd,coral,measured,D13C,permil,NA,NA,NA,NA,NA
Ocn-AbrahamReef.Druffel.1999.lpd,coral,measured,D18O,permil,1,Temperature,Sea Surface,Sea Surface Temperature,deg C
Ocn-AbrahamReef.Druffel.1999.lpd,coral,measured,D13C,permil,NA,NA,NA,NA,NA
Asi-KYRG015.Solomina.2013.lpd,tree,measured,Trsgi,NA,1,Temperature,Air Surface,Air Surface Temperature,deg C
Asi-WXIYUN.Wright.2010.lpd,tree,measured,Trsgi,NA,1,Temperature,Air Surface,Air Surface Temperature,deg C
Ant-DomeC.Jouzel.2001.lpd,glacier ice,measured,Dd,permil,1,Temperature,Air Condensationlevel,Air Condensationlevel Temperature,deg C
Eur-Lötschental.Büntgen.2006.lpd,tree,measured,MXD,NA,NA,NA,NA,NA,NA
NAm-SignalMountain.Luckman.2001.lpd,tree,measured,Samplecount,count,NA,NA,NA,NA,NA
NAm-SignalMountain.Luckman.2001.lpd,tree,measured,Segment,NA,NA,NA,NA,NA,NA
NAm-SignalMountain.Luckman.2001.lpd,tree,measured,Ringwidth,cm,NA,NA,NA,NA,NA
NAm-SignalMountain.Luckman.2001.lpd,tree,measured,Trsgi,NA,1,Temperature,Air Surface,Air Surface Temperature,deg C
NAm-SignalMountain.Luckman.2001.lpd,tree,measured,Residual,NA,NA,NA,NA,NA,NA
NAm-SignalMountain.Luckman.2001.lpd,tree,measured,ARS,NA,NA,NA,NA,NA,NA
NAm-SignalMountain.Luckman.2001.lpd,tree,measured,Corrs,NA,NA,NA,NA,NA,NA
NAm-SignalMountain.Luckman.2001.lpd,tree,measured,Rbar,NA,NA,NA,NA,NA,NA
NAm-SignalMountain.Luckman.2001.lpd,tree,measured,SD,NA,NA,NA,NA,NA,NA
NAm-SignalMountain.Luckman.2001.lpd,tree,measured,SE,NA,NA,NA,NA,NA,NA
NAm-SignalMountain.Luckman.2001.lpd,tree,measured,EPS,NA,NA,NA,NA,NA,NA
NAm-SignalMountain.Luckman.2001.lpd,tree,measured,Core,NA,NA,NA,NA,NA,NA
CO00COKY-SAMPLEDATA.lpd,coral,measured,D18O,permil,2,Temperature And Salinity,Sea Surface,Sea Surface Temperature And Salinity,NA
CO00COKY-SAMPLEDATA.lpd,coral,measured,D18O,permil,2,Temperature And Salinity,Sea Surface,Sea Surface Temperature And Salinity,NA
BJ8-03-13GGC.Linsley.2010.lpd,marine sediment,measured,Mid-Depth,cm,NA,NA,NA,NA,NA
BJ8-03-13GGC.Linsley.2010.lpd,marine sediment,measured,D18O,per mil,2,Temperature,Sea Surface,Sea Surface Temperature,deg C
BJ8-03-13GGC.Linsley.2010.lpd,marine sediment,measured,D18O,per mil,2,D18Osw,Sea Surface,Sea Surface D18Osw,permil
BJ8-03-13GGC.Linsley.2010.lpd,marine sediment,measured,Mg/Ca,mmol/mol,1,Temperature,Sea Surface,Sea Surface Temperature,deg C
Arc-LakeDonardBaffinIsland.Moore.2001.lpd,lake sediment,measured,Thickness,mm,1,Temperature,Air Surface,Air Surface Temperature,deg C
Arc-Arjeplog.Bjorklund.2014.lpd,tree,measured,Density,NA,1,Temperature,Air Surface,Air Surface Temperature,deg C
Arc-Arjeplog.Bjorklund.2014.lpd,tree,measured,Blueintensity,NA,1,Temperature,Air Surface,Air Surface Temperature,deg C
NAm-OregonCaves.Ersek.2012.lpd,speleothem,measured,D18O,permil,1,Temperature,Air Condensationlevel,Air Condensationlevel Temperature,deg C
LV29-114-3.Max.2012.lpd,marine sediment,measured,Depth,m,NA,NA,NA,NA,NA
LV29-114-3.Max.2012.lpd,marine sediment,measured,Uk37Prime,NaN,1,Temperature,Sea Surface,Sea Surface Temperature,deg C
Asi-UULMXD.Schweingruber.2002.lpd,tree,measured,Trsgi,NA,1,Temperature,Air Surface,Air Surface Temperature,deg C
KT05-7_PC02.Kawahata.2009.lpd,marine sediment,measured,Depth,m,NA,NA,NA,NA,NA
KT05-7_PC02.Kawahata.2009.lpd,marine sediment,measured,Density,g/cm^3,NA,NA,NA,NA,NA
KT05-7_PC02.Kawahata.2009.lpd,marine sediment,measured,Totalorganiccarbon,percent,NA,NA,NA,NA,NA
KT05-7_PC02.Kawahata.2009.lpd,marine sediment,measured,N,percent,NA,NA,NA,NA,NA
KT05-7_PC02.Kawahata.2009.lpd,marine sediment,measured,C/N,NotApplicable,NA,NA,NA,NA,NA
KT05-7_PC02.Kawahata.2009.lpd,marine sediment,measured,Caco3,percent,NA,NA,NA,NA,NA
KT05-7_PC02.Kawahata.2009.lpd,marine sediment,measured,Uk37Prime,NotApplicable,1,Temperature,Sea Surface,Sea Surface Temperature,deg C
Asi-CHIN045.Brauning.2013.lpd,tree,measured,Trsgi,NA,1,Temperature,Air Surface,Air Surface Temperature,deg C
Asi-PAKI004.Esper.2007.lpd,tree,measured,Trsgi,NA,1,Temperature,Air Surface,Air Surface Temperature,deg C
NAm-STREC.Gennaretti.2014.lpd,tree,measured,Unnamed,NA,NA,NA,NA,NA,NA
SAm-LagunaChepical.deJong.2013.lpd,lake sediment,measured,Depth,cm,NA,NA,NA,NA,NA
SAm-LagunaChepical.deJong.2013.lpd,lake sediment,measured,R570_630,NA,NA,NA,NA,NA,NA
Ocn-Malindi.Nakamura.2009.lpd,coral,measured,D18O,permil,1,Temperature,Sea Surface,Sea Surface Temperature,deg C
Asi-CHIN064.Shao.2013.lpd,tree,measured,Trsgi,NA,1,Temperature,Air Surface,Air Surface Temperature,deg C
Asi-NEPA027.Krusic.2013.lpd,tree,measured,Trsgi,NA,1,Temperature,Air Surface,Air Surface Temperature,deg C
Ocn-LaingIslandPapuaNewGuinea.Tudhope.2001.lpd,coral,measured,D18O,permil,1,Temperature,Sea Surface,Sea Surface Temperature,deg C
Asi-CHIN026.Wright.2010.lpd,tree,measured,Trsgi,NA,1,Temperature,Air Surface,Air Surface Temperature,deg C
Ocn-SavusavuBayAB.Linsley.2006.lpd,coral,measured,D18O,permil,1,Temperature,Sea Surface,Sea Surface Temperature,deg C
Asi-SihailongwaLake.Chu.2011.lpd,lake sediment,measured,Core,NotApplicable,NA,NA,NA,NA,NA
Asi-SihailongwaLake.Chu.2011.lpd,lake sediment,measured,Sampleid,NotApplicable,NA,NA,NA,NA,NA
Asi-NEPA032.Krusic.2013.lpd,tree,measured,Trsgi,NA,1,Temperature,Air Surface,Air Surface Temperature,deg C
Ocn-GulfofGuinea.Weldeab.2007.lpd,marine sediment,measured,Depth,cm,NA,NA,NA,NA,NA
Ocn-GulfofGuinea.Weldeab.2007.lpd,marine sediment,measured,Mg/Ca,NotApplicable,NA,NA,NA,NA,NA
Ocn-MinorcaContourite.Moreno.2012.lpd,marine sediment,measured,Uk37,NotApplicable,NA,NA,NA,NA,NA
Ocn-MinorcaContourite.Moreno.2012.lpd,marine sediment,measured,Notes,NotApplicable,NA,NA,NA,NA,NA
SAm-LagunaAculeo.vonGunten.2009.lpd,lake sediment,measured,R660_670,NA,NA,NA,NA,NA,NA
Asi-NEPA010.Krusic.2013.lpd,tree,measured,Trsgi,NA,1,Temperature,Air Surface,Air Surface Temperature,deg C
MD03-2797.Weldeab.2007.lpd,marine sediment,measured,Depth,cm,1,Age,Calendar,Calendar Age,NA
MD03-2797.Weldeab.2007.lpd,marine sediment,measured,Ba/Ca,NotApplicable,1,Salinity,Sea Surface,Sea Surface Salinity,psu
MD03-2797.Weldeab.2007.lpd,marine sediment,measured,D18O,per mil PDB,2,Temperature,Sea Surface,Sea Surface Temperature,deg C
MD03-2797.Weldeab.2007.lpd,marine sediment,measured,D18O,per mil PDB,2,D18Osw,Sea Surface,Sea Surface D18Osw,permil
MD03-2797.Weldeab.2007.lpd,marine sediment,measured,Mg/Ca,mmol/mol,1,Temperature,Sea Surface,Sea Surface Temperature,deg C
Ocn-TagusMudPatch.Abrantes.2005.lpd,marine sediment,measured,Core,NotApplicable,NA,NA,NA,NA,NA
Ocn-TagusMudPatch.Abrantes.2005.lpd,marine sediment,measured,Depth,cm,NA,NA,NA,NA,NA
Ocn-TagusMudPatch.Abrantes.2005.lpd,marine sediment,measured,Uk37,NotApplicable,NA,NA,NA,NA,NA
Ocn-Moorea.Boiseau.1998.lpd,coral,measured,D18O,permil,1,Temperature,Sea Surface,Sea Surface Temperature,deg C
Ocn-BuccooReefTobagoMontastrea.Moses.2006.lpd,coral,measured,D18O,permil,1,Temperature,Sea Surface,Sea Surface Temperature,deg C
Ocn-BuccooReefTobagoMontastrea.Moses.2006.lpd,coral,measured,D13C,permil,NA,NA,NA,NA,NA
Asi-MONG028.Jacoby.2010.lpd,tree,measured,Trsgi,NA,1,Temperature,Air Surface,Air Surface Temperature,deg C
DSDP607.Lisiecki.2005.lpd,marine sediment,measured,Depth,m,NA,NA,NA,NA,NA
DSDP607.Lisiecki.2005.lpd,marine sediment,measured,D18O,per mil,NA,NA,NA,NA,NA
NAm-BorealPlateau.Graumlich.2005.lpd,tree,measured,Samplecount,count,NA,NA,NA,NA,NA
NAm-BorealPlateau.Graumlich.2005.lpd,tree,measured,Segment,NA,NA,NA,NA,NA,NA
NAm-BorealPlateau.Graumlich.2005.lpd,tree,measured,Ringwidth,cm,NA,NA,NA,NA,NA
NAm-BorealPlateau.Graumlich.2005.lpd,tree,measured,Trsgi,NA,1,Temperature,Air Surface,Air Surface Temperature,deg C
NAm-BorealPlateau.Graumlich.2005.lpd,tree,measured,Residual,NA,NA,NA,NA,NA,NA
NAm-BorealPlateau.Graumlich.2005.lpd,tree,measured,ARS,NA,NA,NA,NA,NA,NA
NAm-BorealPlateau.Graumlich.2005.lpd,tree,measured,Corrs,NA,NA,NA,NA,NA,NA
NAm-BorealPlateau.Graumlich.2005.lpd,tree,measured,Rbar,NA,NA,NA,NA,NA,NA
NAm-BorealPlateau.Graumlich.2005.lpd,tree,measured,SD,NA,NA,NA,NA,NA,NA
NAm-BorealPlateau.Graumlich.2005.lpd,tree,measured,SE,NA,NA,NA,NA,NA,NA
NAm-BorealPlateau.Graumlich.2005.lpd,tree,measured,EPS,NA,NA,NA,NA,NA,NA
NAm-BorealPlateau.Graumlich.2005.lpd,tree,measured,Core,NA,NA,NA,NA,NA,NA
Asi-CHIN004.Wu.2013.lpd,tree,measured,Trsgi,NA,1,Temperature,Air Surface,Air Surface Temperature,deg C
Asi-MONG009.Jacoby.2013.lpd,tree,measured,Trsgi,NA,1,Temperature,Air Surface,Air Surface Temperature,deg C
A7.Oppo.2005.lpd,marine sediment,measured,Depth,cm,NA,NA,NA,NA,NA
A7.Oppo.2005.lpd,marine sediment,measured,D18O,per mil,2,Temperature,Sea Surface,Sea Surface Temperature,deg C
A7.Oppo.2005.lpd,marine sediment,measured,D18O,per mil,2,D18Osw,Sea Surface,Sea Surface D18Osw,permil
A7.Oppo.2005.lpd,marine sediment,measured,Mg/Ca,mmol/mol,1,Temperature,Sea Surface,Sea Surface Temperature,deg C
Ocn-FiskBasin.Richey.2009.lpd,marine sediment,measured,Mg/Ca,NotApplicable,NA,NA,NA,NA,NA
Asi-UKHLWD.Schweingruber.2002.lpd,tree,measured,Trsgi,NA,1,Temperature,Air Surface,Air Surface Temperature,deg C
Ocn-XishaIslandSouthChinaSea.Sun.2004.lpd,coral,measured,Sr/Ca,mmol/mol,1,Temperature,Sea Surface,Sea Surface Temperature,deg C
Asi-CHIN054.Shao.2013.lpd,tree,measured,Trsgi,NA,1,Temperature,Air Surface,Air Surface Temperature,deg C
Arc-BlueLake.Bird.2008.lpd,lake sediment,measured,Thickness,cm,1,Temperature,Air Surface,Air Surface Temperature,deg C
GeoB3129-1.Weldeab.2006.lpd,marine sediment,measured,Depth,m,NA,NA,NA,NA,NA
GeoB3129-1.Weldeab.2006.lpd,marine sediment,measured,D18O,per mil,2,Temperature,Sea Surface,Sea Surface Temperature,deg C
GeoB3129-1.Weldeab.2006.lpd,marine sediment,measured,D18O,per mil,2,D18Osw,Sea Surface,Sea Surface D18Osw,permil
DSDP502.deMenocal.1992.lpd,marine sediment,measured,Depth_M,m,NA,NA,NA,NA,NA
DSDP502.deMenocal.1992.lpd,marine sediment,measured,D18O,per mil,NA,NA,NA,NA,NA
Asi-HBMXJP.PAGES2k.2013.lpd,tree,measured,Trsgi,NA,1,Temperature,Air Surface,Air Surface Temperature,deg C
Afr-LakeMalawi.Powers.2011.lpd,lake sediment,measured,Core,NotApplicable,NA,NA,NA,NA,NA
Afr-LakeMalawi.Powers.2011.lpd,lake sediment,measured,Depth,cm,NA,NA,NA,NA,NA
Afr-LakeMalawi.Powers.2011.lpd,lake sediment,measured,TEX86,NA,1,Temperature,Lake Surface,Lake Surface Temperature,deg C
NAm-FirthRiver.Anchukaitis.2013.lpd,tree,measured,Samplecount,count,NA,NA,NA,NA,NA
NAm-FirthRiver.Anchukaitis.2013.lpd,tree,measured,Segment,NA,NA,NA,NA,NA,NA
NAm-FirthRiver.Anchukaitis.2013.lpd,tree,measured,Density,g/cm3,NA,NA,NA,NA,NA
NAm-FirthRiver.Anchukaitis.2013.lpd,tree,measured,MXD,NA,1,Temperature,Air Surface,Air Surface Temperature,deg C
NAm-FirthRiver.Anchukaitis.2013.lpd,tree,measured,Residual,NA,NA,NA,NA,NA,NA
NAm-FirthRiver.Anchukaitis.2013.lpd,tree,measured,ARS,NA,NA,NA,NA,NA,NA
NAm-FirthRiver.Anchukaitis.2013.lpd,tree,measured,Corrs,NA,NA,NA,NA,NA,NA
NAm-FirthRiver.Anchukaitis.2013.lpd,tree,measured,Rbar,NA,NA,NA,NA,NA,NA
NAm-FirthRiver.Anchukaitis.2013.lpd,tree,measured,SD,NA,NA,NA,NA,NA,NA
NAm-FirthRiver.Anchukaitis.2013.lpd,tree,measured,SE,NA,NA,NA,NA,NA,NA
NAm-FirthRiver.Anchukaitis.2013.lpd,tree,measured,EPS,NA,NA,NA,NA,NA,NA
NAm-FirthRiver.Anchukaitis.2013.lpd,tree,measured,Core,NA,NA,NA,NA,NA,NA
Asi-SANGTS.PAGES2k.2013.lpd,tree,measured,Trsgi,NA,1,Temperature,Air Surface,Air Surface Temperature,deg C
Asi-BHUTTD.PAGES2k.2013.lpd,tree,measured,Trsgi,NA,1,Temperature,Air Surface,Air Surface Temperature,deg C
Asi-DUSHJP.PAGES2k.2013.lpd,tree,measured,Trsgi,NA,1,Temperature,Air Surface,Air Surface Temperature,deg C
Asi-MONG029.Jacoby.2010.lpd,tree,measured,Trsgi,NA,1,Temperature,Air Surface,Air Surface Temperature,deg C
Ocn-AmedeeIsland.DeLong.2012.lpd,coral,measured,Sr/Ca,mmol/mol,1,Temperature,Sea Surface,Sea Surface Temperature,deg C
MD972120-MD972121.Pahnke.2006.lpd,marine sediment,measured,Depth,cm,NA,NA,NA,NA,NA
MD972120-MD972121.Pahnke.2006.lpd,marine sediment,measured,Uk37Prime,unitless,1,Temperature,Sea Surface,Sea Surface Temperature,deg C
Arc-HalletLake.McKay.2008.lpd,lake sediment,measured,Thickness,cm,NA,NA,NA,NA,NA
Arc-HalletLake.McKay.2008.lpd,lake sediment,measured,Duration,AD,NA,NA,NA,NA,NA
Arc-HalletLake.McKay.2008.lpd,lake sediment,measured,Bsi,mg/g,NA,NA,NA,NA,NA
Asi-YKC.Yasue.2013.lpd,tree,measured,Trsgi,NA,1,Temperature,Air Surface,Air Surface Temperature,deg C
Ocn-GreatBahamaBank.Lund.2006.lpd,marine sediment,measured,Depth,cm,NA,NA,NA,NA,NA
Ocn-GreatBahamaBank.Lund.2006.lpd,marine sediment,measured,Mg/Ca,NotApplicable,NA,NA,NA,NA,NA
Arc-NGTB16.Schwager.1998.lpd,glacier ice,measured,D18O,permil,1,Temperature,Air Condensationlevel,Air Condensationlevel Temperature,deg C
Asi-NEPA015.Krusic.2013.lpd,tree,measured,Trsgi,NA,1,Temperature,Air Surface,Air Surface Temperature,deg C
Asi-KERALA.PAGES2k.2013.lpd,tree,measured,Trsgi,NA,1,Temperature,Air Surface,Air Surface Temperature,deg C
NAm-DenaliNationalPark.Schweingruber.1996.lpd,tree,measured,Samplecount,count,NA,NA,NA,NA,NA
NAm-DenaliNationalPark.Schweingruber.1996.lpd,tree,measured,Segment,NA,NA,NA,NA,NA,NA
NAm-DenaliNationalPark.Schweingruber.1996.lpd,tree,measured,Ringwidth,cm,NA,NA,NA,NA,NA
NAm-DenaliNationalPark.Schweingruber.1996.lpd,tree,measured,Trsgi,NA,NA,NA,NA,NA,NA
NAm-DenaliNationalPark.Schweingruber.1996.lpd,tree,measured,Residual,NA,NA,NA,NA,NA,NA
NAm-DenaliNationalPark.Schweingruber.1996.lpd,tree,measured,ARS,NA,NA,NA,NA,NA,NA
NAm-DenaliNationalPark.Schweingruber.1996.lpd,tree,measured,Corrs,NA,NA,NA,NA,NA,NA
NAm-DenaliNationalPark.Schweingruber.1996.lpd,tree,measured,Rbar,NA,NA,NA,NA,NA,NA
NAm-DenaliNationalPark.Schweingruber.1996.lpd,tree,measured,SD,NA,NA,NA,NA,NA,NA
NAm-DenaliNationalPark.Schweingruber.1996.lpd,tree,measured,SE,NA,NA,NA,NA,NA,NA
NAm-DenaliNationalPark.Schweingruber.1996.lpd,tree,measured,EPS,NA,NA,NA,NA,NA,NA
NAm-DenaliNationalPark.Schweingruber.1996.lpd,tree,measured,Core,NA,NA,NA,NA,NA,NA
JR51GC35.Bendle.2007.lpd,marine sediment,measured,Samplename,unitless,NA,NA,NA,NA,NA
JR51GC35.Bendle.2007.lpd,marine sediment,measured,Depth,cm,NA,NA,NA,NA,NA
JR51GC35.Bendle.2007.lpd,marine sediment,measured,Uk37,unitless,1,Temperature,Sea Surface,Sea Surface Temperature,deg C
NAm-PyramidMountain.Luckman.2001.lpd,tree,measured,Samplecount,count,NA,NA,NA,NA,NA
NAm-PyramidMountain.Luckman.2001.lpd,tree,measured,Segment,NA,NA,NA,NA,NA,NA
NAm-PyramidMountain.Luckman.2001.lpd,tree,measured,Ringwidth,cm,NA,NA,NA,NA,NA
NAm-PyramidMountain.Luckman.2001.lpd,tree,measured,Trsgi,NA,1,Temperature,Air Surface,Air Surface Temperature,deg C
NAm-PyramidMountain.Luckman.2001.lpd,tree,measured,Residual,NA,NA,NA,NA,NA,NA
NAm-PyramidMountain.Luckman.2001.lpd,tree,measured,ARS,NA,NA,NA,NA,NA,NA
NAm-PyramidMountain.Luckman.2001.lpd,tree,measured,Corrs,NA,NA,NA,NA,NA,NA
NAm-PyramidMountain.Luckman.2001.lpd,tree,measured,Rbar,NA,NA,NA,NA,NA,NA
NAm-PyramidMountain.Luckman.2001.lpd,tree,measured,SD,NA,NA,NA,NA,NA,NA
NAm-PyramidMountain.Luckman.2001.lpd,tree,measured,SE,NA,NA,NA,NA,NA,NA
NAm-PyramidMountain.Luckman.2001.lpd,tree,measured,EPS,NA,NA,NA,NA,NA,NA
NAm-PyramidMountain.Luckman.2001.lpd,tree,measured,Core,NA,NA,NA,NA,NA,NA
Asi-BT008.Cook.2010.lpd,tree,measured,Trsgi,NA,1,Temperature,Air Surface,Air Surface Temperature,deg C
Ocn-Maiana.Urban.2000.lpd,coral,measured,D18O,permil,1,Temperature,Sea Surface,Sea Surface Temperature,deg C
Asi-PAKI033.Cook.2013.lpd,tree,measured,Trsgi,NA,1,Temperature,Air Surface,Air Surface Temperature,deg C
Asi-CHIN043.Brauning.2013.lpd,tree,measured,Trsgi,NA,1,Temperature,Air Surface,Air Surface Temperature,deg C
Asi-BARELC.PAGES2k.2013.lpd,tree,measured,Trsgi,NA,1,Temperature,Air Surface,Air Surface Temperature,deg C
NAm-AthabascaGlacier2.Luckman.2005.lpd,tree,measured,Samplecount,count,NA,NA,NA,NA,NA
NAm-AthabascaGlacier2.Luckman.2005.lpd,tree,measured,Segment,NA,NA,NA,NA,NA,NA
NAm-AthabascaGlacier2.Luckman.2005.lpd,tree,measured,Ringwidth,cm,NA,NA,NA,NA,NA
NAm-AthabascaGlacier2.Luckman.2005.lpd,tree,measured,Trsgi,NA,1,Temperature,Air Surface,Air Surface Temperature,deg C
NAm-AthabascaGlacier2.Luckman.2005.lpd,tree,measured,Residual,NA,NA,NA,NA,NA,NA
NAm-AthabascaGlacier2.Luckman.2005.lpd,tree,measured,ARS,NA,NA,NA,NA,NA,NA
NAm-AthabascaGlacier2.Luckman.2005.lpd,tree,measured,Corrs,NA,NA,NA,NA,NA,NA
NAm-AthabascaGlacier2.Luckman.2005.lpd,tree,measured,Rbar,NA,NA,NA,NA,NA,NA
NAm-AthabascaGlacier2.Luckman.2005.lpd,tree,measured,SD,NA,NA,NA,NA,NA,NA
NAm-AthabascaGlacier2.Luckman.2005.lpd,tree,measured,SE,NA,NA,NA,NA,NA,NA
NAm-AthabascaGlacier2.Luckman.2005.lpd,tree,measured,EPS,NA,NA,NA,NA,NA,NA
NAm-AthabascaGlacier2.Luckman.2005.lpd,tree,measured,Core,NA,NA,NA,NA,NA,NA
Arc-LakeNataujärvi.Ojala.2005.lpd,lake sediment,measured,X radiograph dark layer,dark_sum,NA,NA,NA,NA,NA
Arc-LakeNataujärvi.Ojala.2005.lpd,lake sediment,measured,VarveProperty,dark_sum,NA,NA,NA,NA,NA
Asi-MONG031.Jacoby.2010.lpd,tree,measured,Trsgi,NA,1,Temperature,Air Surface,Air Surface Temperature,deg C
Ocn-TurrumoteReefPuertoRico.Kilbourne.2008.lpd,coral,measured,D18O,permil,1,Temperature,Sea Surface,Sea Surface Temperature,deg C
Ocn-TurrumoteReefPuertoRico.Kilbourne.2008.lpd,coral,measured,Sr/Ca,mmol/mol,1,Temperature,Sea Surface,Sea Surface Temperature,deg C
Ocn-TurrumoteReefPuertoRico.Kilbourne.2008.lpd,coral,measured,D13C,permil,NA,NA,NA,NA,NA
GeoB12610-2.Rippert.2015.lpd,marine sediment,measured,Depth,m,NA,NA,NA,NA,NA
GeoB12610-2.Rippert.2015.lpd,marine sediment,measured,D18O,per mil,NA,NA,NA,NA,NA
GeoB12610-2.Rippert.2015.lpd,marine sediment,measured,Mg/Ca,mmol/mol,1,Temperature,Sea Surface,Sea Surface Temperature,deg C
GeoB12610-2.Rippert.2015.lpd,marine sediment,measured,D18O,per mil,NA,NA,NA,NA,NA
GeoB12610-2.Rippert.2015.lpd,marine sediment,measured,Mg/Ca,mmol/mol,1,Temperature,Thermocline,Thermocline Temperature,deg C
Asi-BT004.Cook.2010.lpd,tree,measured,Trsgi,NA,1,Temperature,Air Surface,Air Surface Temperature,deg C
Asi-UKHLWW.Schweingruber.2002.lpd,tree,measured,Trsgi,NA,1,Temperature,Air Surface,Air Surface Temperature,deg C
Asi-INDI024.Borgaonkar.2013.lpd,tree,measured,Trsgi,NA,1,Temperature,Air Surface,Air Surface Temperature,deg C
Asi-KYRG005.Esper.2007.lpd,tree,measured,Trsgi,NA,1,Temperature,Air Surface,Air Surface Temperature,deg C
Asi-Dasuopu.Thompson.2000.lpd,glacier ice,measured,D18O,permil,1,Temperature,Air Condensationlevel,Air Condensationlevel Temperature,deg C
Asi-Dasuopu.Thompson.2000.lpd,glacier ice,measured,Dust,permil,1,P,NA,NA,NA
Asi-Dasuopu.Thompson.2000.lpd,glacier ice,measured,Chloride,ppb,NA,NA,NA,NA,NA
Asi-Dasuopu.Thompson.2000.lpd,glacier ice,measured,Nitrate,ppb,NA,NA,NA,NA,NA
Asi-Dasuopu.Thompson.2000.lpd,glacier ice,measured,Sulfate,ppb,NA,NA,NA,NA,NA
Asi-PAKI030.Cook.2013.lpd,tree,measured,Trsgi,NA,1,Temperature,Air Surface,Air Surface Temperature,deg C
Asi-MONG012.Jacoby.2006.lpd,tree,measured,Trsgi,NA,1,Temperature,Air Surface,Air Surface Temperature,deg C
Ocn-BuccooReefTobagoSidereastrea.Moses.2006.lpd,coral,measured,D18O,permil,1,Temperature,Sea Surface,Sea Surface Temperature,deg C
Asi-NEPA029.Krusic.2013.lpd,tree,measured,Trsgi,NA,1,Temperature,Air Surface,Air Surface Temperature,deg C
Ocn-GBR.Wei.2009.lpd,coral,measured,D18O,permil,1,Temperature,Sea Surface,Sea Surface Temperature,deg C
Ocn-GBR.Wei.2009.lpd,coral,measured,Sr/Ca,mmol/mol,1,Temperature,Sea Surface,Sea Surface Temperature,deg C
Ocn-GBR.Wei.2009.lpd,coral,measured,D13C,permil,NA,NA,NA,NA,NA
Ocn-PalauUlongChannel.Osborne.2014.lpd,coral,measured,D18O,permil,1,Temperature,Sea Surface,Sea Surface Temperature,deg C
Ocn-PalauUlongChannel.Osborne.2014.lpd,coral,measured,D13C,permil,NA,NA,NA,NA,NA
