filename,archiveType,variableType,proxyObservationType,units,rank,interpretation/variable,interpretation/variableDetail,inferredVariable,inferredVarUnits
NAm-DonJekRiverBridge.Schweingruber.1996.lpd,tree,measured,ARS,NA,NA,NA,NA,NA,NA
NAm-DonJekRiverBridge.Schweingruber.1996.lpd,tree,measured,Corrs,NA,NA,NA,NA,NA,NA
NAm-DonJekRiverBridge.Schweingruber.1996.lpd,tree,measured,Rbar,NA,NA,NA,NA,NA,NA
NAm-DonJekRiverBridge.Schweingruber.1996.lpd,tree,measured,SD,NA,NA,NA,NA,NA,NA
NAm-DonJekRiverBridge.Schweingruber.1996.lpd,tree,measured,SE,NA,NA,NA,NA,NA,NA
NAm-DonJekRiverBridge.Schweingruber.1996.lpd,tree,measured,EPS,NA,NA,NA,NA,NA,NA
NAm-DonJekRiverBridge.Schweingruber.1996.lpd,tree,measured,Core,NA,NA,NA,NA,NA,NA
Arc-Hvítárvatn.Larsen.2011.lpd,lake sediment,measured,Thickness,cm,NA,NA,NA,NA,NA
Arc-Hvítárvatn.Larsen.2011.lpd,lake sediment,measured,VarveThickness,cm,NA,NA,NA,NA,NA
NAm-SunwaptaPass.Schweingruber.1996.lpd,tree,measured,Samplecount,count,NA,NA,NA,NA,NA
NAm-SunwaptaPass.Schweingruber.1996.lpd,tree,measured,Segment,NA,NA,NA,NA,NA,NA
NAm-SunwaptaPass.Schweingruber.1996.lpd,tree,measured,Ringwidth,cm,NA,NA,NA,NA,NA
NAm-SunwaptaPass.Schweingruber.1996.lpd,tree,measured,Trsgi,NA,1,Temperature,Air Surface,Air Surface Temperature,deg C
NAm-SunwaptaPass.Schweingruber.1996.lpd,tree,measured,Residual,NA,NA,NA,NA,NA,NA
NAm-SunwaptaPass.Schweingruber.1996.lpd,tree,measured,ARS,NA,NA,NA,NA,NA,NA
NAm-SunwaptaPass.Schweingruber.1996.lpd,tree,measured,Corrs,NA,NA,NA,NA,NA,NA
NAm-SunwaptaPass.Schweingruber.1996.lpd,tree,measured,Rbar,NA,NA,NA,NA,NA,NA
NAm-SunwaptaPass.Schweingruber.1996.lpd,tree,measured,SD,NA,NA,NA,NA,NA,NA
NAm-SunwaptaPass.Schweingruber.1996.lpd,tree,measured,SE,NA,NA,NA,NA,NA,NA
NAm-SunwaptaPass.Schweingruber.1996.lpd,tree,measured,EPS,NA,NA,NA,NA,NA,NA
NAm-SunwaptaPass.Schweingruber.1996.lpd,tree,measured,Core,NA,NA,NA,NA,NA,NA
Aus-BuckleysChance.Buckley.1997.lpd,tree,measured,Trsgi,NA,1,Temperature,Air Surface,Air Surface Temperature,deg C
Asi-RANGCD.PAGES2k.2013.lpd,tree,measured,Trsgi,NA,1,Temperature,Air Surface,Air Surface Temperature,deg C
Asi-KYRG013.Solomina.2013.lpd,tree,measured,Trsgi,NA,1,Temperature,Air Surface,Air Surface Temperature,deg C
Asi-CHIN039.Fan.2013.lpd,tree,measured,Trsgi,NA,1,Temperature,Air Surface,Air Surface Temperature,deg C
GeoB10043-3.Setiawan.2016.lpd,marine sediment,measured,Depth,m,NA,NA,NA,NA,NA
GeoB10043-3.Setiawan.2016.lpd,marine sediment,measured,D18O,per mil,2,Temperature,Sea Surface,Sea Surface Temperature,deg C
GeoB10043-3.Setiawan.2016.lpd,marine sediment,measured,D18O,per mil,2,D18Osw,Sea Surface,Sea Surface D18Osw,permil
GeoB10043-3.Setiawan.2016.lpd,marine sediment,measured,Mg/Ca,mmol/mol,1,Temperature,Sea Surface,Sea Surface Temperature,deg C
Asi-KYRG003.Esper.2007.lpd,tree,measured,Trsgi,NA,1,Temperature,Air Surface,Air Surface Temperature,deg C
NAm-UpperWrightLakes.Graumlich.2005.lpd,tree,measured,Samplecount,count,NA,NA,NA,NA,NA
NAm-UpperWrightLakes.Graumlich.2005.lpd,tree,measured,Segment,NA,NA,NA,NA,NA,NA
NAm-UpperWrightLakes.Graumlich.2005.lpd,tree,measured,Ringwidth,cm,NA,NA,NA,NA,NA
NAm-UpperWrightLakes.Graumlich.2005.lpd,tree,measured,Trsgi,NA,1,Temperature,Air Surface,Air Surface Temperature,deg C
NAm-UpperWrightLakes.Graumlich.2005.lpd,tree,measured,Residual,NA,NA,NA,NA,NA,NA
NAm-UpperWrightLakes.Graumlich.2005.lpd,tree,measured,ARS,NA,NA,NA,NA,NA,NA
NAm-UpperWrightLakes.Graumlich.2005.lpd,tree,measured,Corrs,NA,NA,NA,NA,NA,NA
NAm-UpperWrightLakes.Graumlich.2005.lpd,tree,measured,Rbar,NA,NA,NA,NA,NA,NA
NAm-UpperWrightLakes.Graumlich.2005.lpd,tree,measured,SD,NA,NA,NA,NA,NA,NA
NAm-UpperWrightLakes.Graumlich.2005.lpd,tree,measured,SE,NA,NA,NA,NA,NA,NA
NAm-UpperWrightLakes.Graumlich.2005.lpd,tree,measured,EPS,NA,NA,NA,NA,NA,NA
NAm-UpperWrightLakes.Graumlich.2005.lpd,tree,measured,Core,NA,NA,NA,NA,NA,NA
NAm-DeerMountain.Wiles.2011.lpd,tree,measured,Samplecount,count,NA,NA,NA,NA,NA
NAm-DeerMountain.Wiles.2011.lpd,tree,measured,Segment,NA,NA,NA,NA,NA,NA
NAm-DeerMountain.Wiles.2011.lpd,tree,measured,Ringwidth,cm,NA,NA,NA,NA,NA
NAm-DeerMountain.Wiles.2011.lpd,tree,measured,Trsgi,NA,1,Temperature,Air Surface,Air Surface Temperature,deg C
NAm-DeerMountain.Wiles.2011.lpd,tree,measured,Residual,NA,NA,NA,NA,NA,NA
NAm-DeerMountain.Wiles.2011.lpd,tree,measured,ARS,NA,NA,NA,NA,NA,NA
NAm-DeerMountain.Wiles.2011.lpd,tree,measured,Corrs,NA,NA,NA,NA,NA,NA
NAm-DeerMountain.Wiles.2011.lpd,tree,measured,Rbar,NA,NA,NA,NA,NA,NA
NAm-DeerMountain.Wiles.2011.lpd,tree,measured,SD,NA,NA,NA,NA,NA,NA
NAm-DeerMountain.Wiles.2011.lpd,tree,measured,SE,NA,NA,NA,NA,NA,NA
NAm-DeerMountain.Wiles.2011.lpd,tree,measured,EPS,NA,NA,NA,NA,NA,NA
NAm-DeerMountain.Wiles.2011.lpd,tree,measured,Core,NA,NA,NA,NA,NA,NA
Asi-Guliya.Thompson.1997.lpd,glacier ice,measured,D18O,permil,1,Temperature,Air Condensationlevel,Air Condensationlevel Temperature,deg C
Asi-Guliya.Thompson.1997.lpd,glacier ice,measured,Dust,count/mL,NA,NA,NA,NA,NA
Asi-Guliya.Thompson.1997.lpd,glacier ice,measured,Chloride,ppb,NA,NA,NA,NA,NA
Asi-Guliya.Thompson.1997.lpd,glacier ice,measured,Sulfate,ppb,NA,NA,NA,NA,NA
Asi-Guliya.Thompson.1997.lpd,glacier ice,measured,Nitrate,ppb,NA,NA,NA,NA,NA
Ant-PlateauRemote.Mosley-Thompson.2013.lpd,glacier ice,measured,D18O,permil,1,Temperature,Air Condensationlevel,Air Condensationlevel Temperature,deg C
Asi-UKHMND.Schweingruber.2002.lpd,tree,measured,Trsgi,NA,1,Temperature,Air Surface,Air Surface Temperature,deg C
NAm-IttyhaukBay.D'Arrigo.2011.lpd,tree,measured,Samplecount,count,NA,NA,NA,NA,NA
NAm-IttyhaukBay.D'Arrigo.2011.lpd,tree,measured,Segment,NA,NA,NA,NA,NA,NA
NAm-IttyhaukBay.D'Arrigo.2011.lpd,tree,measured,Ringwidth,cm,NA,NA,NA,NA,NA
NAm-IttyhaukBay.D'Arrigo.2011.lpd,tree,measured,Trsgi,NA,NA,NA,NA,NA,NA
NAm-IttyhaukBay.D'Arrigo.2011.lpd,tree,measured,TRW,NA,NA,NA,NA,NA,NA
NAm-IttyhaukBay.D'Arrigo.2011.lpd,tree,measured,Residual,NA,NA,NA,NA,NA,NA
NAm-IttyhaukBay.D'Arrigo.2011.lpd,tree,measured,ARS,NA,NA,NA,NA,NA,NA
NAm-IttyhaukBay.D'Arrigo.2011.lpd,tree,measured,Corrs,NA,NA,NA,NA,NA,NA
NAm-IttyhaukBay.D'Arrigo.2011.lpd,tree,measured,Rbar,NA,NA,NA,NA,NA,NA
NAm-IttyhaukBay.D'Arrigo.2011.lpd,tree,measured,SD,NA,NA,NA,NA,NA,NA
NAm-IttyhaukBay.D'Arrigo.2011.lpd,tree,measured,SE,NA,NA,NA,NA,NA,NA
NAm-IttyhaukBay.D'Arrigo.2011.lpd,tree,measured,EPS,NA,NA,NA,NA,NA,NA
NAm-IttyhaukBay.D'Arrigo.2011.lpd,tree,measured,Core,NA,NA,NA,NA,NA,NA
Ocn-Nauru.Guilderson.1999.lpd,coral,measured,D18O,permil,1,Temperature,Sea Surface,Sea Surface Temperature,deg C
Ocn-Nauru.Guilderson.1999.lpd,coral,measured,D13C,permil,NA,NA,NA,NA,NA
Ocn-Vanuatu.Quinn.1996.lpd,coral,measured,D18O,permil,1,Temperature,Sea Surface,Sea Surface Temperature,deg C
Arc-GRIP.Vinther.2010.lpd,glacier ice,measured,D18O,permil,1,Temperature,Air Condensationlevel,Air Condensationlevel Temperature,deg C
NAm-Arapahoe.Kienast.1996.lpd,tree,measured,Samplecount,count,NA,NA,NA,NA,NA
NAm-Arapahoe.Kienast.1996.lpd,tree,measured,Segment,NA,NA,NA,NA,NA,NA
NAm-Arapahoe.Kienast.1996.lpd,tree,measured,Ringwidth,cm,NA,NA,NA,NA,NA
NAm-Arapahoe.Kienast.1996.lpd,tree,measured,Trsgi,NA,1,Temperature,Air,Air Temperature,deg C
NAm-Arapahoe.Kienast.1996.lpd,tree,measured,Residual,NA,NA,NA,NA,NA,NA
NAm-Arapahoe.Kienast.1996.lpd,tree,measured,ARS,NA,NA,NA,NA,NA,NA
NAm-Arapahoe.Kienast.1996.lpd,tree,measured,Corrs,NA,NA,NA,NA,NA,NA
NAm-Arapahoe.Kienast.1996.lpd,tree,measured,Rbar,NA,NA,NA,NA,NA,NA
NAm-Arapahoe.Kienast.1996.lpd,tree,measured,SD,NA,NA,NA,NA,NA,NA
NAm-Arapahoe.Kienast.1996.lpd,tree,measured,SE,NA,NA,NA,NA,NA,NA
NAm-Arapahoe.Kienast.1996.lpd,tree,measured,EPS,NA,NA,NA,NA,NA,NA
NAm-Arapahoe.Kienast.1996.lpd,tree,measured,Core,NA,NA,NA,NA,NA,NA
Asi-HBHXJP.PAGES2k.2013.lpd,tree,measured,Trsgi,NA,1,Temperature,Air Surface,Air Surface Temperature,deg C
MD05-2904.Steinke.2011.lpd,marine sediment,measured,Depth,cm,NA,NA,NA,NA,NA
MD05-2904.Steinke.2011.lpd,marine sediment,measured,Mg/Ca,mmol/mol,1,Temperature,Sea Surface,Sea Surface Temperature,deg C
MD05-2904.Steinke.2011.lpd,marine sediment,measured,Mg/Ca,mmol/mol,1,Temperature,Sea Surface,Sea Surface Temperature,deg C
Asi-MQACJP.PAGES2k.2013.lpd,tree,measured,Trsgi,NA,1,Temperature,Air Surface,Air Surface Temperature,deg C
NAm-LakeoftheClouds.Gajewski.1988.lpd,lake sediment,measured,Precipitation,mm,1,P,Surface,Surface P,NA
MD95-2015.Marchal.2002.lpd,marine sediment,measured,Depth,m,NA,NA,NA,NA,NA
MD95-2015.Marchal.2002.lpd,marine sediment,measured,Uk37Prime,unitless,1,Temperature,Sea Surface,Sea Surface Temperature,deg C
Asi-CHIN038.Fan.2013.lpd,tree,measured,Trsgi,NA,1,Temperature,Air Surface,Air Surface Temperature,deg C
Asi-TW001.Wright.2010.lpd,tree,measured,Trsgi,NA,1,Temperature,Air Surface,Air Surface Temperature,deg C
Ocn-CoralSea.Calvo.2007.lpd,coral,measured,D18O,permil,1,Temperature,Sea Surface,Sea Surface Temperature,deg C
Ocn-CoralSea.Calvo.2007.lpd,coral,measured,Sr/Ca,mmol/mol,1,Temperature,Sea Surface,Sea Surface Temperature,deg C
Asi-MONG018.Jacoby.2010.lpd,tree,measured,Trsgi,NA,1,Temperature,Air Surface,Air Surface Temperature,deg C
NAm-Nadahini.Luckman.2013.lpd,tree,measured,Samplecount,count,NA,NA,NA,NA,NA
NAm-Nadahini.Luckman.2013.lpd,tree,measured,Segment,NA,NA,NA,NA,NA,NA
NAm-Nadahini.Luckman.2013.lpd,tree,measured,Ringwidth,cm,NA,NA,NA,NA,NA
NAm-Nadahini.Luckman.2013.lpd,tree,measured,Trsgi,NA,1,Temperature,Air Surface,Air Surface Temperature,deg C
NAm-Nadahini.Luckman.2013.lpd,tree,measured,Residual,NA,NA,NA,NA,NA,NA
NAm-Nadahini.Luckman.2013.lpd,tree,measured,ARS,NA,NA,NA,NA,NA,NA
NAm-Nadahini.Luckman.2013.lpd,tree,measured,Corrs,NA,NA,NA,NA,NA,NA
NAm-Nadahini.Luckman.2013.lpd,tree,measured,Rbar,NA,NA,NA,NA,NA,NA
NAm-Nadahini.Luckman.2013.lpd,tree,measured,SD,NA,NA,NA,NA,NA,NA
NAm-Nadahini.Luckman.2013.lpd,tree,measured,SE,NA,NA,NA,NA,NA,NA
NAm-Nadahini.Luckman.2013.lpd,tree,measured,EPS,NA,NA,NA,NA,NA,NA
NAm-Nadahini.Luckman.2013.lpd,tree,measured,Core,NA,NA,NA,NA,NA,NA
NAm-CarltonRidge.Kipfmuller.2008.lpd,tree,measured,Samplecount,count,NA,NA,NA,NA,NA
NAm-CarltonRidge.Kipfmuller.2008.lpd,tree,measured,Segment,NA,NA,NA,NA,NA,NA
NAm-CarltonRidge.Kipfmuller.2008.lpd,tree,measured,Ringwidth,cm,NA,NA,NA,NA,NA
NAm-CarltonRidge.Kipfmuller.2008.lpd,tree,measured,Trsgi,NA,1,Temperature,Air Surface,Air Surface Temperature,deg C
NAm-CarltonRidge.Kipfmuller.2008.lpd,tree,measured,Residual,NA,NA,NA,NA,NA,NA
NAm-CarltonRidge.Kipfmuller.2008.lpd,tree,measured,ARS,NA,NA,NA,NA,NA,NA
NAm-CarltonRidge.Kipfmuller.2008.lpd,tree,measured,Corrs,NA,NA,NA,NA,NA,NA
NAm-CarltonRidge.Kipfmuller.2008.lpd,tree,measured,Rbar,NA,NA,NA,NA,NA,NA
NAm-CarltonRidge.Kipfmuller.2008.lpd,tree,measured,SD,NA,NA,NA,NA,NA,NA
NAm-CarltonRidge.Kipfmuller.2008.lpd,tree,measured,SE,NA,NA,NA,NA,NA,NA
NAm-CarltonRidge.Kipfmuller.2008.lpd,tree,measured,EPS,NA,NA,NA,NA,NA,NA
NAm-CarltonRidge.Kipfmuller.2008.lpd,tree,measured,Core,NA,NA,NA,NA,NA,NA
Ocn-LosRoques.Hetzinger.2008.lpd,coral,measured,D18O,permil,1,Temperature,Sea Surface,Sea Surface Temperature,deg C
Asi-CHIN040.Fan.2013.lpd,tree,measured,Trsgi,NA,1,Temperature,Air Surface,Air Surface Temperature,deg C
DSDP552.Shackleton.1984.lpd,marine sediment,measured,Depth_M,m,NA,NA,NA,NA,NA
DSDP552.Shackleton.1984.lpd,marine sediment,measured,D18O,per mil,NA,NA,NA,NA,NA
Ocn-NorthEastBreakers_Bermuda.Kuhnert.2005.lpd,coral,measured,Sr Ca,mmol/mol,NA,NA,NA,NA,NA
Ocn-NorthEastBreakers_Bermuda.Kuhnert.2005.lpd,coral,measured,Sr/Ca,mmol/mol,NA,NA,NA,NA,NA
Ant-TALDICE.Stenni.2010.lpd,glacier ice,measured,D18O,permil,1,Temperature,Air Condensationlevel,Air Condensationlevel Temperature,deg C
Asi-CHIN047.Brauning.2013.lpd,tree,measured,Trsgi,NA,1,Temperature,Air Surface,Air Surface Temperature,deg C
Ocn-Bermuda.DraschbaB.2000.lpd,coral,measured,D18O,permil,1,Temperature,Sea Surface,Sea Surface Temperature,deg C
TR163-22.Lea.2006.lpd,marine sediment,measured,Depth,cm,NA,NA,NA,NA,NA
TR163-22.Lea.2006.lpd,marine sediment,measured,D18O,per mil,2,Temperature,Sea Surface,Sea Surface Temperature,deg C
TR163-22.Lea.2006.lpd,marine sediment,measured,D18O,per mil,2,D18Osw,Sea Surface,Sea Surface D18Osw,permil
TR163-22.Lea.2006.lpd,marine sediment,measured,D18O,per mil,2,Temperature,Bottom Water,Bottom Water Temperature,deg C
TR163-22.Lea.2006.lpd,marine sediment,measured,D18O,per mil,2,D18Osw,Bottom Water,Bottom Water D18Osw,permil
TR163-22.Lea.2006.lpd,marine sediment,measured,Mg/Ca,mmol/mol,1,Temperature,Sea Surface,Sea Surface Temperature,deg C
Asi-CHIN065.Shao.2013.lpd,tree,measured,Trsgi,NA,1,Temperature,Air Surface,Air Surface Temperature,deg C
Asi-CHIN066.Shao.2013.lpd,tree,measured,Trsgi,NA,1,Temperature,Air Surface,Air Surface Temperature,deg C
Asi-MTASMD.Davi.2013.lpd,tree,measured,Trsgi,NA,1,Temperature,Air Surface,Air Surface Temperature,deg C
Asi-CHIN037.Fan.2013.lpd,tree,measured,Trsgi,NA,1,Temperature,Air Surface,Air Surface Temperature,deg C
NAm-AlmondButterLower.D'Arrigo.2005.lpd,tree,measured,Samplecount,count,NA,NA,NA,NA,NA
NAm-AlmondButterLower.D'Arrigo.2005.lpd,tree,measured,Segment,NA,NA,NA,NA,NA,NA
NAm-AlmondButterLower.D'Arrigo.2005.lpd,tree,measured,Ringwidth,cm,NA,NA,NA,NA,NA
NAm-AlmondButterLower.D'Arrigo.2005.lpd,tree,measured,Trsgi,NA,NA,NA,NA,NA,NA
NAm-AlmondButterLower.D'Arrigo.2005.lpd,tree,measured,TRW,NA,NA,NA,NA,NA,NA
NAm-AlmondButterLower.D'Arrigo.2005.lpd,tree,measured,Residual,NA,NA,NA,NA,NA,NA
NAm-AlmondButterLower.D'Arrigo.2005.lpd,tree,measured,ARS,NA,NA,NA,NA,NA,NA
NAm-AlmondButterLower.D'Arrigo.2005.lpd,tree,measured,Corrs,NA,NA,NA,NA,NA,NA
NAm-AlmondButterLower.D'Arrigo.2005.lpd,tree,measured,Rbar,NA,NA,NA,NA,NA,NA
NAm-AlmondButterLower.D'Arrigo.2005.lpd,tree,measured,SD,NA,NA,NA,NA,NA,NA
NAm-AlmondButterLower.D'Arrigo.2005.lpd,tree,measured,SE,NA,NA,NA,NA,NA,NA
NAm-AlmondButterLower.D'Arrigo.2005.lpd,tree,measured,EPS,NA,NA,NA,NA,NA,NA
NAm-AlmondButterLower.D'Arrigo.2005.lpd,tree,measured,Core,NA,NA,NA,NA,NA,NA
Arc-Laanila.Lindholm.2013.lpd,tree,measured,MXD,NaN,1,Temperature,Air Surface,Air Surface Temperature,deg C
Arc-Laanila.Lindholm.2013.lpd,tree,measured,TRW,NaN,NA,NA,NA,NA,NA
Arc-Laanila.Lindholm.2013.lpd,tree,measured,Hindex,NaN,NA,NA,NA,NA,NA
Asi-CHIN016.Li.2010.lpd,tree,measured,Trsgi,NA,1,Temperature,Air Surface,Air Surface Temperature,deg C
Asi-KYRG012.Solomina.2013.lpd,tree,measured,Trsgi,NA,1,Temperature,Air Surface,Air Surface Temperature,deg C
NAm-NorthernAlaskaComposite.D'Arrigo.2006.lpd,tree,measured,Samplecount,count,NA,NA,NA,NA,NA
NAm-NorthernAlaskaComposite.D'Arrigo.2006.lpd,tree,measured,Segment,NA,NA,NA,NA,NA,NA
NAm-NorthernAlaskaComposite.D'Arrigo.2006.lpd,tree,measured,Density,g/cm3,NA,NA,NA,NA,NA
NAm-NorthernAlaskaComposite.D'Arrigo.2006.lpd,tree,measured,MXD,NA,NA,NA,NA,NA,NA
NAm-NorthernAlaskaComposite.D'Arrigo.2006.lpd,tree,measured,Residual,NA,NA,NA,NA,NA,NA
NAm-NorthernAlaskaComposite.D'Arrigo.2006.lpd,tree,measured,ARS,NA,NA,NA,NA,NA,NA
NAm-NorthernAlaskaComposite.D'Arrigo.2006.lpd,tree,measured,Corrs,NA,NA,NA,NA,NA,NA
NAm-NorthernAlaskaComposite.D'Arrigo.2006.lpd,tree,measured,Rbar,NA,NA,NA,NA,NA,NA
NAm-NorthernAlaskaComposite.D'Arrigo.2006.lpd,tree,measured,SD,NA,NA,NA,NA,NA,NA
NAm-NorthernAlaskaComposite.D'Arrigo.2006.lpd,tree,measured,SE,NA,NA,NA,NA,NA,NA
NAm-NorthernAlaskaComposite.D'Arrigo.2006.lpd,tree,measured,EPS,NA,NA,NA,NA,NA,NA
NAm-NorthernAlaskaComposite.D'Arrigo.2006.lpd,tree,measured,Core,NA,NA,NA,NA,NA,NA
Asi-PAKI002.Esper.2007.lpd,tree,measured,Trsgi,NA,1,Temperature,Air Surface,Air Surface Temperature,deg C
NAm-Athabasca.Schweingruber.1996.lpd,tree,measured,Samplecount,count,NA,NA,NA,NA,NA
NAm-Athabasca.Schweingruber.1996.lpd,tree,measured,Segment,NA,NA,NA,NA,NA,NA
NAm-Athabasca.Schweingruber.1996.lpd,tree,measured,Ringwidth,cm,NA,NA,NA,NA,NA
NAm-Athabasca.Schweingruber.1996.lpd,tree,measured,Trsgi,NA,NA,NA,NA,NA,NA
NAm-Athabasca.Schweingruber.1996.lpd,tree,measured,Residual,NA,NA,NA,NA,NA,NA
NAm-Athabasca.Schweingruber.1996.lpd,tree,measured,ARS,NA,NA,NA,NA,NA,NA
NAm-Athabasca.Schweingruber.1996.lpd,tree,measured,Corrs,NA,NA,NA,NA,NA,NA
NAm-Athabasca.Schweingruber.1996.lpd,tree,measured,Rbar,NA,NA,NA,NA,NA,NA
NAm-Athabasca.Schweingruber.1996.lpd,tree,measured,SD,NA,NA,NA,NA,NA,NA
NAm-Athabasca.Schweingruber.1996.lpd,tree,measured,SE,NA,NA,NA,NA,NA,NA
NAm-Athabasca.Schweingruber.1996.lpd,tree,measured,EPS,NA,NA,NA,NA,NA,NA
NAm-Athabasca.Schweingruber.1996.lpd,tree,measured,Core,NA,NA,NA,NA,NA,NA
M25_4-KL1.Emeis.2000.lpd,marine sediment,measured,Depth,m,NA,NA,NA,NA,NA
M25_4-KL1.Emeis.2000.lpd,marine sediment,measured,Uk37Prime,NotApplicable,1,Temperature,Sea Surface,Sea Surface Temperature,deg C
Ocn-ClerkeReefRowleyShoals.Cooper.2012.lpd,coral,measured,Calcification,g/cm/yr,NA,NA,NA,NA,NA
Ocn-ClerkeReefRowleyShoals.Cooper.2012.lpd,coral,measured,Calcification,g/cm/yr,NA,NA,NA,NA,NA
Ocn-ClerkeReefRowleyShoals.Cooper.2012.lpd,coral,measured,Calcification,g/cm/yr,NA,NA,NA,NA,NA
Ocn-ClerkeReefRowleyShoals.Cooper.2012.lpd,coral,measured,Composite,percent,1,Temperature,Sea Surface,Sea Surface Temperature,deg C
Ocn-ClerkeReefRowleyShoals.Cooper.2012.lpd,coral,measured,Calcification,g/cm/yr,NA,NA,NA,NA,NA
Ocn-ClerkeReefRowleyShoals.Cooper.2012.lpd,coral,measured,Calcification,g/cm/yr,NA,NA,NA,NA,NA
NAm-LakeMina.St.Jacques.2008.lpd,lake sediment,measured,Effectivemoisture,cm,1,M,Eff,Eff M,NA
NAm-SnowBowlSanFranciscoPeak.Briffa.2002.lpd,tree,measured,Samplecount,count,NA,NA,NA,NA,NA
NAm-SnowBowlSanFranciscoPeak.Briffa.2002.lpd,tree,measured,Segment,NA,NA,NA,NA,NA,NA
NAm-SnowBowlSanFranciscoPeak.Briffa.2002.lpd,tree,measured,Ringwidth,cm,NA,NA,NA,NA,NA
NAm-SnowBowlSanFranciscoPeak.Briffa.2002.lpd,tree,measured,Trsgi,NA,NA,NA,NA,NA,NA
NAm-SnowBowlSanFranciscoPeak.Briffa.2002.lpd,tree,measured,Residual,NA,NA,NA,NA,NA,NA
NAm-SnowBowlSanFranciscoPeak.Briffa.2002.lpd,tree,measured,ARS,NA,NA,NA,NA,NA,NA
NAm-SnowBowlSanFranciscoPeak.Briffa.2002.lpd,tree,measured,Corrs,NA,NA,NA,NA,NA,NA
NAm-SnowBowlSanFranciscoPeak.Briffa.2002.lpd,tree,measured,Rbar,NA,NA,NA,NA,NA,NA
NAm-SnowBowlSanFranciscoPeak.Briffa.2002.lpd,tree,measured,SD,NA,NA,NA,NA,NA,NA
NAm-SnowBowlSanFranciscoPeak.Briffa.2002.lpd,tree,measured,SE,NA,NA,NA,NA,NA,NA
NAm-SnowBowlSanFranciscoPeak.Briffa.2002.lpd,tree,measured,EPS,NA,NA,NA,NA,NA,NA
NAm-SnowBowlSanFranciscoPeak.Briffa.2002.lpd,tree,measured,Core,NA,NA,NA,NA,NA,NA
Asi-AltaiJablonsky.Cook.2000.lpd,tree,measured,Trsgi,NA,1,Temperature,Air Surface,Air Surface Temperature,deg C
Ocn-MadangLagoonPapuaNewGuinea.Kuhnert.2001.lpd,coral,measured,D18O,permil,1,Temperature,Sea Surface,Sea Surface Temperature,deg C
NAm-wa069.Peterson.1994.lpd,tree,measured,Samplecount,count,NA,NA,NA,NA,NA
NAm-wa069.Peterson.1994.lpd,tree,measured,Segment,NA,NA,NA,NA,NA,NA
NAm-wa069.Peterson.1994.lpd,tree,measured,Ringwidth,cm,NA,NA,NA,NA,NA
NAm-wa069.Peterson.1994.lpd,tree,measured,Trsgi,NA,1,Temperature,Air Surface,Air Surface Temperature,deg C
NAm-wa069.Peterson.1994.lpd,tree,measured,Residual,NA,NA,NA,NA,NA,NA
NAm-wa069.Peterson.1994.lpd,tree,measured,ARS,NA,NA,NA,NA,NA,NA
NAm-wa069.Peterson.1994.lpd,tree,measured,Corrs,NA,NA,NA,NA,NA,NA
NAm-wa069.Peterson.1994.lpd,tree,measured,Rbar,NA,NA,NA,NA,NA,NA
NAm-wa069.Peterson.1994.lpd,tree,measured,SD,NA,NA,NA,NA,NA,NA
NAm-wa069.Peterson.1994.lpd,tree,measured,SE,NA,NA,NA,NA,NA,NA
NAm-wa069.Peterson.1994.lpd,tree,measured,EPS,NA,NA,NA,NA,NA,NA
NAm-wa069.Peterson.1994.lpd,tree,measured,Core,NA,NA,NA,NA,NA,NA
NAm-AthabascaGlacier.Schweingruber.1996.lpd,tree,measured,Samplecount,count,NA,NA,NA,NA,NA
NAm-AthabascaGlacier.Schweingruber.1996.lpd,tree,measured,Segment,NA,NA,NA,NA,NA,NA
NAm-AthabascaGlacier.Schweingruber.1996.lpd,tree,measured,Density,g/cm3,NA,NA,NA,NA,NA
NAm-AthabascaGlacier.Schweingruber.1996.lpd,tree,measured,MXD,NA,NA,NA,NA,NA,NA
NAm-AthabascaGlacier.Schweingruber.1996.lpd,tree,measured,Residual,NA,NA,NA,NA,NA,NA
NAm-AthabascaGlacier.Schweingruber.1996.lpd,tree,measured,ARS,NA,NA,NA,NA,NA,NA
NAm-AthabascaGlacier.Schweingruber.1996.lpd,tree,measured,Corrs,NA,NA,NA,NA,NA,NA
NAm-AthabascaGlacier.Schweingruber.1996.lpd,tree,measured,Rbar,NA,NA,NA,NA,NA,NA
NAm-AthabascaGlacier.Schweingruber.1996.lpd,tree,measured,SD,NA,NA,NA,NA,NA,NA
NAm-AthabascaGlacier.Schweingruber.1996.lpd,tree,measured,SE,NA,NA,NA,NA,NA,NA
NAm-AthabascaGlacier.Schweingruber.1996.lpd,tree,measured,EPS,NA,NA,NA,NA,NA,NA
NAm-AthabascaGlacier.Schweingruber.1996.lpd,tree,measured,Core,NA,NA,NA,NA,NA,NA
Eur-EuropeanAlps.Büntgen.2011.lpd,tree,measured,Trsgi,NA,NA,NA,NA,NA,NA
Eur-EuropeanAlps.Büntgen.2011.lpd,tree,measured,TRW,NA,NA,NA,NA,NA,NA
Asi-KYRG008.Shiyatov.2013.lpd,tree,measured,Trsgi,NA,1,Temperature,Air Surface,Air Surface Temperature,deg C
Asi-CHIN042.Brauning.2013.lpd,tree,measured,Trsgi,NA,1,Temperature,Air Surface,Air Surface Temperature,deg C
SK237-GC04.Saraswat.2013.lpd,marine sediment,measured,Depth,cm,NA,NA,NA,NA,NA
